a	1
aa	2	s1	L0,1
aalborg	1
aaron	1
ab	2
tyranner	1	1
tyranni	1	2
tyresö	2	s2	L0,2
tyringe	2
tyrone	2	1	o
tysk	1
tyska	2
tyskan	2
tyskar	2
tyskarna	2
tyskarnas	2
tyske	2
tysken	1
tyskland	1
tysklands	1
tyskt	1
tysktalande	2	s1	L1
tyst	1
tysta	2
tystade	2
tystar	2
tystare	2
tystas	2
tysthet	2	s1	L1
tystlåten	2	s1	L1
tystlåtna	2	s1	L1
tystnad	2
tystnade	2
tystnaden	2
tystnadsplikt	2	s2
tystnadsplikten	2	s2
tystnar	2
tyvärr	1	1
täby	1
täck	1
täcka	2
täckande	2
täckas	2
täcke	2
täcken	2
täcker	1
täcket	2
täckmantel	2	s1
täckning	2
täckningen	2
täcks	1
täckt	1
täckte	2
täcktes	2
tälja	2
tält	1
tälta	2
tälten	1
tältet	1
tältläger	2	s1	L1
tämja	2
tämligen	2
tänd	1
tända	2
tändare	2
tändas	2
tände	2
tänder	1
tänderna	1
tändes	2
tändning	2
tänds	1
tändstickor	2	s1
tändvätska	2	s1
tänja	2
tänjer	1
tänk	1
tänka	2
tänkande	2
tänkandet	2
tänkare	2
tänkas	2
tänkbar	2	s1	L1
tänkbara	2	s1	L1
tänkbart	2	s1	L1
tänker	1
tänkt	1
tänkte	2
tänkvärd	2	s1	L1
tänkvärda	2	s1	L1
tänkvärt	2	s1	L1
tänt	1
täppa	2
täppan	2
täpper	1
täppt	1
tär	1
tärande	2
tärna	2
tärnaby	2	s2	L0,2
tärning	2
tärningar	2
tärningarna	2
tärningen	2
tät	1
täta	2
tätare	2
tätbefolkade	2	s2	L0
täten	1
täthet	2	s1	L0,1
tätort	2	s1	L0
tätorten	2	s1	L0
tätorter	2	s1	L0
tätorterna	2	s1	L0
tätt	1
tävla	2
tävlade	2
tävlan	2
tävlande	2
tävlar	2
tävlat	2
tävling	2
tävlingar	2
tävlingarna	2
tävlingen	2
tävlingens	2
tävlings	2
tå	1
tåg	1
tåga	2
tågade	2
tågar	2
tågbiljett	2	s2	L0
tågbiljetter	2	s2	L0
tågen	1
tåget	1
tågets	1
tågresa	2	s1	L0,1
tågresan	2	s1	L0,1
tågstation	2
tågstationen	2
tågtrafik	2	s2	L0,2
tågtrafiken	2	s2	L0,2
tål	1
tåla	2
tålamod	2	s2	L0,2
tålamodet	2	s2	L0,2
tålde	2
tåliga	2
tålmodigt	2	s1	L0,1
tåls	1
tån	1
tång	1
tången	1
tår	1
tårar	2
tårarna	2
tårgas	2	s1	L0,1
tårna	1
tårta	2
tårtan	2
tårtor	2
tårögd	2	s1	L0
töm	1
tömde	2
tömdes	2
tömma	2
tömmas	2
tömmer	1
töms	1
tömt	1
tönt	1
töntar	2
tönten	1
töntig	2
töntigt	2
töreboda	2	s2	L0,2
törn	1
törnrosa	2	1
törs	1
törst	1
törstar	2
törstig	2
törstiga	2
tös	1
tösen	1
u	1
ub	2
ubåt	2	s1	L0,1
ubåtar	2	s1	L0,1
ubåtarna	2	s1	L0,1
ubåten	2	s1	L0,1
ubåtsjakt	2	s2	L0,1
ud	2
udd	1
udda	2
udde	2
udden	2
uddevalla	2	s2
uefa	2	1
uffe	2
ufo	1
ufon	1
uganda	2	1
uggla	2
ugglan	2
ugglor	2
ugn	1
ugnar	2
ugnen	1
uhr	1
uj	1
ukrainare	2	2
ukrainska	1	2
uleåborg	1	3
ulf	1
ull	1
ulla	2
ullared	2	s2	L2
ullenhag	2	s2	L2
ullevi	2	s2	L2
ulm	1
ulrica	2	1
ulricehamn	1	3
ulrich	1
ulrik	1
ulrika	2	1
ulriksdal	1	2
ultimata	1	2
ultimatum	2	2
ultraljud	2	s2	L2
ultraviolett	2	s4
ulvaeus	1	1
ume	1
umeälven	2	s2	L0
umeå	1
umeås	1
umgicks	2	s1
umgänge	2	s1
umgänget	2	s1
umgås	2	s1	L1
umgåtts	2	s1
una	2
uncle	1
undanflykter	2	s2
undanhålla	2	s2
undanhåller	2	s2
undanröja	2	s2
undantag	2	s2	L2
undantagen	2	s2	L2
undantaget	2	s2	L2
undantagna	2	s2	L2
undantagsfall	2	s3	L2
undantagstillstånd	2	s4	L2
undantagsvis	2	s3	L2,3
undantas	2	s2	L2
under	1
underarmar	2	s2
underarter	2	s2	L2
underbar	2	s2	L2
underbara	2	s2	L2
underbaraste	2	s2	L2
underbarn	2	s2	L2
underbart	2	s2	L2
underbemannade	2	s3
underbetalda	2	s3	L3
underdrift	2	s2
underfund	1	2
underförstått	2	s3
underground	1
undergräva	2	s2	L2
undergräver	2	s2	L2
undergång	2	s2
undergången	2	s2	L2
underhåll	2	s2
underhålla	2	s2
underhållande	2	s2
underhållare	2	s2
underhållas	2	s2
underhåller	2	s2
underhållet	2	s2
underhållning	2	s2
underhållningen	2	s2
underhållningsprogram	2	s5
underhålls	2	s2
underhållsstöd	2	s3	L3
underhöll	2	s2
underifrån	2	s3	L3
underjorden	2	s2	L2
underjordisk	2	s2	L2
underjordiska	2	s2	L2
underjordiskt	2	s2	L2
underkant	2	s2
underkasta	2	s2
underkastelse	2	s2
underklass	2	s2
underkläder	2	s2	L2
underkläderna	2	s2	L2
underkäken	2	s2	L2
underkänner	2	s2
underkänt	2	s2
underlag	2	s2	L2
underlaget	2	s2	L2
underlandet	2	s2
underleverantörer	2	s5	L5
underlig	2
underliga	2
underliggande	2	s2
underligt	2
underliv	2	s2	L2
underlivet	2	s2	L2
underläge	2	s2	L2
underlägsen	2	s2	L2
underlägsna	2	s2	L2
underläkare	2	s2	L2
underlätta	2	s2
underlättade	2	s2
underlättar	2	s2
underlättat	2	s2
underlåtenhet	2	s4	L2,4
undermedvetet	2	s3	L2,3
undermedvetna	2	s3	L2,3
underminera	2	s2	L3
underminerar	2	s3	L3
undermålig	2	s2	L2
undermåliga	2	s2	L2
undermåligt	2	s2	L2
undernäring	2	s2	L2
underofficer	2	s4	L4
underordnad	2	s2	L2
underordnade	2	s2	L2
underordning	2	s2	L2
underrätta	2	s2
underrättad	2	s2
underrättelse	2	s2
underrättelser	2	s2
underrättelsetjänst	2	s5
underrättelsetjänsten	2	s5
undersida	2	s2	L2
undersidan	2	s2	L2
underskatta	2	s2
underskattade	2	s2
underskattar	2	s2
underskattas	2	s2
underskattat	2	s2
underskott	2	s2
underskottet	2	s2
underskrift	2	s2
underskrifter	2	s2
undersköterska	2	s2	L2
undersköterskor	2	s2	L2
underst	1
understryka	2	s2	L2
understryker	2	s2	L2
underställ	2	s2
underställd	2	s2
underställda	2	s2
understöd	2	s2	L2
understödja	2	s2	L2
undersåtar	2	s2	L2
undersök	2	s2	L2
undersöka	2	s2	L2
undersökande	2	s2	L2
undersökas	2	s2	L2
undersöker	2	s2	L2
undersökning	2	s2	L2
undersökningar	2	s2	L2
undersökningarna	2	s2	L2
undersökningen	2	s2	L2
undersöks	2	s2	L2
undersökt	2	s2	L2
undersökte	2	s2	L2
undersöktes	2	s2	L2
undersökts	2	s2	L2
underteckna	2	s2
undertecknade	2	s2
undertecknades	2	s2
undertecknar	2	s2
undertecknas	2	s2
undertecknat	2	s2
undertext	2	s2
undertexter	2	s2
undertill	2	s2
underton	2	s2	L2
undertoner	2	s2	L2
undertrycka	2	s2
underverk	2	s2
undervisa	2	s2	L2
undervisade	2	s2	L2
undervisar	2	s2	L2
undervisas	2	s2	L2
undervisat	2	s2	L2
undervisning	2	s2	L2
undervisningen	2	s2	L2
underårig	2	s2	L2
undgå	2	s1	L1
undgår	2	s1	L1
undgått	2	s1
undkom	2	s1
undkomma	2	s1
undra	2
undrade	2
undran	2
undrande	2
undrar	2
undrat	2
undre	1
undsätta	2	s1
undsättning	2	s1
undvek	2	s1	L1
undvik	2	s1	L1
undvika	2	s1	L1
undvikande	2	s1	L1
undvikas	2	s1	L1
undviker	2	s1	L1
undvikit	2	s1	L1
undviks	2	s1	L1
une	2
unesco	1	1
unescos	1	1
ung	1
unga	2
ungar	2
ungarna	2
ungarnas	2
ungas	2
ungdom	2	s1
ungdomar	2	s1
ungdomarna	2	s1
ungdomars	2	s1
ungdomen	2	s1
ungdomens	2	s1
ungdomlig	2	s1
ungdoms	2	s1
ungdomsarbetslöshet	2	s5	L3,4,5
ungdomsarbetslösheten	2	s5	L3,4,5
ungdomsböcker	2	s2
ungdomsförbund	2	s3
ungdomsförbundet	2	s3
ungdomsgäng	2	s2
ungdomslag	2	s2	L2
ungdomsledare	2	s2	L2
ungdomsmottagningen	2	s3	L2,3
ungdomsverksamhet	2	s4	L4
ungdomsvård	2	s2	L2
unge	2
ungefär	1	2
ungefärlig	1	2
ungefärliga	1	2
ungefärligt	1	2
ungen	2
unger	1
ungern	1
ungerns	1
ungersk	1
ungerska	1
ungkarl	2	s1	L1
ungkarlar	2	s1	L1
ungrare	2
ungt	1
unhcr	2	2
unicef	1	2
uniform	1	2
uniformen	1	2
uniformer	1	2
uniformerade	1	3
unik	1	1
unika	1	1
unikt	1	1
union	1	2
unionen	1	2
unionens	1	2
unisont	1	2
united	1	1
universal	1	3
universell	1	3
universella	1	3
universellt	1	3
universitet	1	4
universiteten	1	4
universitetet	1	4
universitetets	1	4
universitets	1	4
universitetsbibliotek	2	4	s8	L4,8
universitetslektor	2	4	s5	L4
universitetssjukhus	2	4	s6	L4,5,6
universitetssjukhuset	2	4	s6	L4,5,6
universitetsstudier	2	4	s5	L4,5
universitetsutbildning	2	4	s6	L4,5
university	1	2
universum	2	2
universumet	2	2
universums	2	2
unix	1
unken	2
unket	2
unna	2
unnade	2
unnar	2
uno	1
uns	1
unt	1
up	1
upp	1
uppbackning	2	s1
uppblåst	2	s1	L1
uppblåsta	2	s1	L1
uppbrott	2	s1
uppbyggnad	2	s1
uppbyggnaden	2	s1
uppbyggt	2	s1
uppbär	2	s1	L1
uppdagades	2	s1	L1
uppdagas	2	s1	L1
uppdagats	2	s1	L1
uppdatera	2	s2	L2
uppdaterade	2	s2	L2
uppdaterades	2	s2	L2
uppdaterar	2	s2	L2
uppdateras	2	s2	L2
uppdatering	2	s2	L2
uppdateringar	2	s2	L2
uppdateringarna	2	s2	L2
uppdateringen	2	s2	L2
uppdelad	2	s1	L1
uppdelade	2	s1	L1
uppdelat	2	s1	L1
uppdelning	2	s1	L1
uppdelningen	2	s1	L1
uppdrag	2	s1	L1
uppdragen	2	s1	L1
uppdraget	2	s1	L1
uppdragsgivare	2	s2	L1,2
uppe	2
uppehälle	2	s2
uppehåll	2	s2
uppehålla	2	s2
uppehåller	2	s2
uppehållet	2	s2
uppehållstillstånd	2	s4
uppehöll	2	s2
uppenbar	2	s2	L2
uppenbara	2	s2	L2
uppenbarade	2	s2	L2
uppenbarar	2	s2	L2
uppenbarat	2	s2	L2
uppenbarelse	2	s2	L2
uppenbarelseboken	2	s5	L2,5
uppenbarelser	2	s2	L2
uppenbarligen	2	s2	L2
uppenbart	2	s2	L2
uppfann	2	s1
uppfanns	2	s1
uppfart	2	s1	L1
uppfarten	2	s1	L1
uppfatta	2	s1
uppfattade	2	s1
uppfattades	2	s1
uppfattar	2	s1
uppfattas	2	s1
uppfattat	2	s1
uppfattats	2	s1
uppfattning	2	s1
uppfattningar	2	s1
uppfattningen	2	s1
uppfinna	2	s1
uppfinnare	2	s1
uppfinnaren	2	s1
uppfinner	2	s1
uppfinning	2	s1
uppfinningar	2	s1
uppfinningen	2	s1
uppfinningsrika	2	s3	L3
uppflyttning	2	s1
uppfostra	2	s1
uppfostrad	2	s1
uppfostrade	2	s1
uppfostrades	2	s1
uppfostran	2	s1
uppfostrar	2	s1
uppfostras	2	s1
uppfostrat	2	s1
uppfriskande	2	s1
uppfunnit	2	s1
uppfunnits	2	s1
uppfylla	2	s1
uppfyllas	2	s1
uppfyllde	2	s1
uppfyllelse	2	s1
uppfyller	2	s1
uppfylls	2	s1
uppfyllt	2	s1
uppfödare	2	s1	L1
uppfödning	2	s1	L1
uppföljare	2	s1
uppföljaren	2	s1
uppföljning	2	s1
uppför	2	s1	L1
uppföra	2	s1	L1
uppförande	2	s1	L1
uppförandet	2	s1	L1
uppföras	2	s1	L1
uppförde	2	s1	L1
uppfördes	2	s1	L1
uppförs	2	s1	L1
uppförsbacke	2	s2	L1
uppfört	2	s1	L1
uppgav	2	s1	L1
uppgavs	2	s1	L1
uppge	2	s1	L1
uppger	2	s1	L1
uppges	2	s1	L1
uppgett	2	s1
uppgick	2	s1
uppgift	2	s1
uppgiften	2	s1
uppgifter	2	s1
uppgifterna	2	s1
uppgiven	2	s1	L1
uppgivenhet	2	s3	L1,3
uppgivit	2	s1	L1
uppgivna	2	s1	L1
uppgjort	2	s1
uppgradera	2	s2	L2
uppgraderas	2	s2	L2
uppgradering	2	s2	L2
uppgå	2	s1	L1
uppgång	2	s1
uppgången	2	s1
uppgår	2	s1	L1
uppgörelse	2	s1	L1
uppgörelsen	2	s1	L1
uppgörelser	2	s1	L1
upphandla	2	s1
upphandling	2	s1
upphandlingar	2	s1
upphandlingen	2	s1
upphetsade	2	s1
upphetsning	2	s1
upphov	2	s1	L1
upphovsman	2	s2	L1
upphovsmannen	2	s2	L1
upphovsmän	2	s2	L1
upphovsmännen	2	s2	L1
upphovsrätt	2	s2	L1
upphovsrätten	2	s2	L1
upphovsrättslagen	2	s3	L1,3
upphämtning	2	s1
upphängning	2	s1
upphäva	2	s1	L1
upphävande	2	s1	L1
upphäver	2	s1	L1
upphävs	2	s1	L1
upphävt	2	s1	L1
upphöjd	2	s1
upphöjda	2	s1
upphöjt	2	s1
upphör	2	s1	L1
upphöra	2	s1	L1
upphörde	2	s1	L1
upphört	2	s1	L1
uppiggande	2	s1
uppkallade	2	s1
uppkallat	2	s1
uppklarat	2	s1	L1
uppkom	2	s1
uppkomma	2	s1
uppkommer	2	s1
uppkommit	2	s1
uppkomna	2	s1
uppkomst	2	s1
uppkomsten	2	s1
uppkopplad	2	s1
uppkopplade	2	s1
uppkoppling	2	s1
uppköp	2	s1	L1
uppkörning	2	s1	L1
uppkörningen	2	s1	L1
uppladdning	2	s1
uppladdningen	2	s1
upplaga	2	s1	L1
upplagan	2	s1	L1
upplagd	2	s1
upplagda	2	s1
upplagor	2	s1	L1
upplagt	2	s1
uppland	1
upplands	1
upplev	2	s1	L1
uppleva	2	s1	L1
upplevas	2	s1	L1
upplevde	2	s1	L1
upplevdes	2	s1	L1
upplevelse	2	s1	L1
upplevelsen	2	s1	L1
upplevelser	2	s1	L1
upplever	2	s1	L1
upplevs	2	s1	L1
upplevt	2	s1	L1
upplopp	2	s1
upploppet	2	s1
upplys	2	s1	L1
upplysa	2	s1	L1
upplysande	2	s1	L1
upplyser	2	s1	L1
upplysning	2	s1	L1
upplysningar	2	s1	L1
upplysningen	2	s1	L1
upplyst	2	s1	L1
upplysta	2	s1	L1
upplyste	2	s1	L1
upplägg	2	s1
upplägget	2	s1
upplåta	2	s1	L1
upplösa	2	s1	L1
upplösas	2	s1	L1
upplöses	2	s1	L1
upplösning	2	s1	L1
upplösningen	2	s1	L1
upplöst	2	s1	L1
upplöstes	2	s1	L1
uppmana	2	s1	L1
uppmanade	2	s1	L1
uppmanades	2	s1	L1
uppmanar	2	s1	L1
uppmanas	2	s1	L1
uppmanat	2	s1	L1
uppmaning	2	s1	L1
uppmaningar	2	s1	L1
uppmaningen	2	s1	L1
uppmuntra	2	s1
uppmuntrade	2	s1
uppmuntran	2	s1
uppmuntrar	2	s1
uppmuntras	2	s1
uppmuntrat	2	s1
uppmärksam	2	s2
uppmärksamhet	2	s3	L3
uppmärksamheten	2	s3	L3
uppmärksamma	2	s2
uppmärksammad	2	s2
uppmärksammade	2	s2
uppmärksammades	2	s2
uppmärksammar	2	s2
uppmärksammas	2	s2
uppmärksammat	2	s2
uppmärksammats	2	s2
uppmätt	2	s1
uppmätta	2	s1
uppmättes	2	s1
uppmätts	2	s1
uppnå	2	s1	L1
uppnådde	2	s1
uppnår	2	s1	L1
uppnås	2	s1	L1
uppnått	2	s1
uppnåtts	2	s1
uppochner	1	2
uppoffring	2	s1
uppoffringar	2	s1
upprepa	2	s1	L1
upprepade	2	s1	L1
upprepades	2	s1	L1
upprepar	2	s1	L1
upprepas	2	s1	L1
upprepat	2	s1	L1
upprepning	2	s1	L1
upprepningar	2	s1	L1
uppriktig	2	s1
uppriktiga	2	s1
uppriktighet	2	s3	L3
uppriktigt	2	s1
upprop	2	s1	L1
uppropet	2	s1	L1
uppror	2	s1	L1
upproret	2	s1	L1
upproriska	2	s1	L1
upprustning	2	s1
upprymd	2	s1
uppräknade	2	s1	L1
upprätt	2	s1
upprätta	2	s1
upprättade	2	s1
upprättades	2	s1
upprättande	2	s1
upprättandet	2	s1
upprättar	2	s1
upprättas	2	s1
upprättat	2	s1
upprättats	2	s1
upprättelse	2	s1
upprätthålla	2	s2
upprätthållande	2	s2
upprätthållas	2	s2
upprätthåller	2	s2
upprätthålls	2	s2
upprör	2	s1	L1
uppröra	2	s1	L1
upprörande	2	s1	L1
upprörd	2	s1	L1
upprörda	2	s1	L1
upprördhet	2	s2	L1,2
upprört	2	s1	L1
uppsagd	2	s1
uppsala	2	s1	L1
uppsats	2	s1
uppsatsen	2	s1
uppsatser	2	s1
uppsatt	2	s1
uppsatta	2	s1
uppseendeväckande	2	s4	L1
uppsikt	2	s1
uppsjö	2	s1	L1
uppskatta	2	s1
uppskattade	2	s1
uppskattades	2	s1
uppskattar	2	s1
uppskattas	2	s1
uppskattat	2	s1
uppskattats	2	s1
uppskattning	2	s1
uppskattningar	2	s1
uppskattningen	2	s1
uppskattningsvis	2	s3	L3
uppskjuten	2	s1	L1
uppskjutna	2	s1	L1
uppskjutning	2	s1	L1
uppskjutningen	2	s1	L1
uppskov	2	s1	L1
uppslag	2	s1	L1
uppslagsverk	2	s2	L1
uppslutning	2	s1	L1
uppspelt	2	s1	L1
uppspelta	2	s1	L1
uppstigning	2	s1	L1
uppstod	2	s1	L1
uppstoppade	2	s1
uppströms	2	s1
uppställd	2	s1
uppställda	2	s1
uppställning	2	s1
uppställningen	2	s1
uppstå	2	s1	L1
uppståndelse	2	s1
uppståndelsen	2	s1
uppstånden	2	s1
uppstår	2	s1	L1
uppstått	2	s1
uppsving	2	s1
uppsyn	2	s1	L1
uppsägning	2	s1
uppsägningar	2	s1
uppsägningstid	2	s3	L3
uppsättning	2	s1
uppsättningar	2	s1
uppsättningen	2	s1
uppsåt	2	s1	L1
uppsåtligen	2	s1	L1
uppsöka	2	s1	L1
uppta	2	s1	L1
upptagen	2	s1	L1
upptaget	2	s1	L1
upptagna	2	s1	L1
upptakten	2	s1
upptar	2	s1	L1
upptas	2	s1	L1
upptill	2	s1
upptrappning	2	s1
uppträda	2	s1	L1
uppträdande	2	s1	L1
uppträdanden	2	s1	L1
uppträdandet	2	s1	L1
uppträdde	2	s1
uppträder	2	s1	L1
uppträtt	2	s1
upptäck	2	s1
upptäcka	2	s1
upptäckas	2	s1
upptäcker	2	s1
upptäcks	2	s1
upptäckt	2	s1
upptäckte	2	s1
upptäckten	2	s1
upptäckter	2	s1
upptäcktes	2	s1
upptäckts	2	s1
upptäcktsresande	2	s2	L2
upptåg	2	s1	L1
uppvaknande	2	s1	L1
uppvaknandet	2	s1	L1
uppvakta	2	s1
uppvaktade	2	s1
uppvaktar	2	s1
uppvaktning	2	s1
uppvidinge	2	s1	L1
uppvigling	2	s1	L1
uppvisa	2	s1	L1
uppvisade	2	s1	L1
uppvisar	2	s1	L1
uppvisat	2	s1	L1
uppvisning	2	s1	L1
uppvuxen	2	s1
uppvuxna	2	s1
uppvärmning	2	s1
uppvärmningen	2	s1
uppvärmt	2	s1
uppväxt	2	s1
uppväxten	2	s1
uppäten	2	s1	L1
uppätna	2	s1	L1
uppåt	1
uppåtgående	2	s2	L2
upsala	2	s1	L1
ur	1
uran	1	1
uranus	1	1
urartade	2	s1	L0,1
urartar	2	s1	L0,1
urban	1
urbana	1	1
urbanisering	1	3
urbefolkningen	2	s2	L0
urbota	2	s1	L0,1
urdålig	2	s1	L0,1
uret	1
urfolk	2	s1	L0
urgamla	2	s1	L0
urgammal	2	s1	L0
urholka	2	s1	L0
urholkar	2	s1	L0
urholkas	2	s1	L0
urin	1	1
urinen	1	1
urinprov	2	1	s2	L0,1,2
urinvägsinfektion	2	1
urkund	2	s1	L0
urladdning	2	s1	L0
urmakare	2	s1	L0,1
urminnes	2	s1	L0
urna	2
urnan	2
urpremiär	2	s3	L0,3
urskilja	2	s1	L0
urskog	2	s1	L0,1
ursprung	2	s1	L0
ursprunget	2	s1	L0
ursprunglig	2	s1	L0
ursprungliga	2	s1	L0
ursprungligen	2	s1	L0
ursprungligt	2	s1	L0
ursprungsbefolkningen	2	s3	L0
ursprungsland	2	s2	L0
ursula	1
ursäkt	2	s1	L0
ursäkta	2	s1	L0
ursäktande	2	s1	L0
ursäktar	2	s1	L0
ursäktas	2	s1	L0
ursäkten	2	s1	L0
ursäkter	2	s1	L0
uruguay	1	3
urusel	2	s1	L0,1
uruselt	2	s1	L0,1
urusla	2	s1	L0,1
urval	2	s1	L0,1
urvalet	2	s1	L0,1
urvattnat	2	s1	L0
urverk	2	s1	L0
uråldrig	2	s1	L0
uråldriga	2	s1	L0
uråldrigt	2	s1	L0
us	2
usa	1	2
usas	1	2
usch	1
usd	1	2
usel	1
uselt	1
usla	2
ut	1
utah	1
utan	2
utanförskap	2	s3	L0,2,3
utanförskapet	2	s3	L0,2,3
utantill	2	s2	L0
utarbeta	2	s2	L0,2
utarbetade	2	s2	L0,2
utarbetat	2	s2	L0,2
utbetalning	2	s2	L0,2
utbetalningar	2	s2	L0,2
utbilda	2	s1	L0
utbildad	2	s1	L0
utbildade	2	s1	L0
utbildades	2	s1	L0
utbildar	2	s1	L0
utbildare	2	s1	L0
utbildas	2	s1	L0
utbildat	2	s1	L0
utbildats	2	s1	L0
utbildning	2	s1	L0
utbildningar	2	s1	L0
utbildningarna	2	s1	L0
utbildningen	2	s1	L0
utbildningens	2	s1	L0
utbildnings	2	s1	L0
utbildningsdepartementet	2	s6	L0
utbildningsförvaltningen	2	s4	L0
utbildningsminister	2	s4	L0
utbildningsnivå	2	s4	L0,4
utbildningsnämnden	2	s3	L0
utbildningsplatser	2	s3	L0
utbildningsprogram	2	s4	L0
utbildningssystemet	2	s4	L0,4
utbrast	2	s1	L0
utbredning	2	s1	L0,1
utbrett	2	s1	L0
utbrister	2	s1	L0
utbrott	2	s1	L0
utbrottet	2	s1	L0
utbryter	2	s1	L0,1
utbränd	2	s1	L0
utbrända	2	s1	L0
utbrändhet	2	s2	L0,2
utbröt	2	s1	L0,1
utbud	2	s1	L0,1
utbudet	2	s1	L0,1
utbyggd	2	s1	L0
utbyggnad	2	s1	L0
utbyggnaden	2	s1	L0
utbyggt	2	s1	L0
utbyta	2	s1	L0,1
utbytbara	2	s2	L0,1,2
utbyte	2	s1	L0,1
utbyten	2	s1	L0,1
utbyter	2	s1	L0,1
utbytesstudent	2	s4	L0,1,3
utbytet	2	s1	L0,1
utbytt	2	s1	L0
utdela	2	s1	L0,1
utdelade	2	s1	L0,1
utdelar	2	s1	L0,1
utdelas	2	s1	L0,1
utdelning	2	s1	L0,1
utdelningar	2	s1	L0,1
utdelningen	2	s1	L0,1
utdrag	2	s1	L0,1
utdragen	2	s1	L0,1
utdraget	2	s1	L0,1
utdragna	2	s1	L0,1
utdöd	2	s1	L0,1
utdöda	2	s1	L0,1
utdöende	2	s1	L0,1
ute	1
uteblev	2	s2	L0,2
uteblir	2	s2	L0,2
utebliven	2	s2	L0,2
uteblivna	2	s2	L0,2
utedass	2	s2	L0
utefter	1	1
utegångsförbud	2	s4	L0,4
utekväll	2	s2	L0
uteliggare	2	s2	L0
utelämna	2	s2	L0
utelämnade	2	s2	L0
utelämnar	2	s2	L0
utelåst	2	s2	L0,2
uteservering	2	s3	L0,3
uteserveringar	2	s3	L0,3
utesluta	2	s2	L0,2
uteslutande	2	s2	L0,2
uteslutas	2	s2	L0,2
utesluten	2	s2	L0,2
utesluter	2	s2	L0,2
uteslutet	2	s2	L0,2
uteslutit	2	s2	L0,2
uteslutits	2	s2	L0,2
uteslutna	2	s2	L0,2
uteslutning	2	s2	L0,2
utesluts	2	s2	L0,2
uteslöt	2	s2	L0,2
uteslöts	2	s2	L0,2
utespelare	2	s2	L0,2
utestänga	2	s2	L0
utfall	2	s1	L0
utfallet	2	s1	L0
utflykt	2	s1	L0
utflykten	2	s1	L0
utflykter	2	s1	L0
utflyttade	2	s1	L0
utforma	2	s1	L0
utformade	2	s1	L0
utformades	2	s1	L0
utformar	2	s1	L0
utformas	2	s1	L0
utformat	2	s1	L0
utformats	2	s1	L0
utformning	2	s1	L0
utformningen	2	s1	L0
utforska	2	s1	L0
utforskade	2	s1	L0
utforskande	2	s1	L0
utforskar	2	s1	L0
utforskat	2	s1	L0
utforskning	2	s1	L0
utfrysning	2	s1	L0,1
utfryst	2	s1	L0,1
utfrågning	2	s1	L0,1
utfrågningen	2	s1	L0,1
utfärda	2	s1	L0,1
utfärdade	2	s1	L0,1
utfärdades	2	s1	L0,1
utfärdar	2	s1	L0,1
utfärdas	2	s1	L0,1
utfärdat	2	s1	L0,1
utfärdats	2	s1	L0,1
utför	1
utföra	2	s1	L0,1
utförande	2	s1	L0,1
utföranden	2	s1	L0,1
utförandet	2	s1	L0,1
utförare	2	s1	L0,1
utföras	2	s1	L0,1
utförda	2	s1	L0,1
utförde	2	s1	L0,1
utfördes	2	s1	L0,1
utförlig	2	s1	L0,1
utförliga	2	s1	L0,1
utförligare	2	s1	L0,1
utförligt	2	s1	L0,1
utförs	2	s1	L0,1
utförsäljning	2	s2	L0
utfört	2	s1	L0,1
utförts	2	s1	L0,1
utgav	2	s1	L0,1
utgavs	2	s1	L0,1
utge	2	s1	L0,1
utger	2	s1	L0,1
utges	2	s1	L0,1
utgett	2	s1	L0
utgick	2	s1	L0
utgift	2	s1	L0
utgifter	2	s1	L0
utgifterna	2	s1	L0
utgivare	2	s1	L0,1
utgivaren	2	s1	L0,1
utgiven	2	s1	L0,1
utgivet	2	s1	L0,1
utgivna	2	s1	L0,1
utgivning	2	s1	L0,1
utgivningen	2	s1	L0,1
utgjorde	2	s1	L0,1
utgjordes	2	s1	L0,1
utgjort	2	s1	L0
utgrävning	2	s1	L0,1
utgrävningar	2	s1	L0,1
utgrävningen	2	s1	L0,1
utgå	2	s1	L0,1
utgående	2	s1	L0,1
utgång	2	s1	L0
utgångar	2	s1	L0
utgången	2	s1	L0
utgångsläge	2	s2	L0,2
utgångspunkt	2	s2	L0
utgångspunkten	2	s2	L0
utgångspunkter	2	s2	L0
utgår	2	s1	L0,1
utgått	2	s1	L0
utgåva	2	s1	L0,1
utgåvan	2	s1	L0,1
utgåvor	2	s1	L0,1
utgör	2	s1	L0,1
utgöra	2	s1	L0,1
utgöras	2	s1	L0,1
utgörs	2	s1	L0,1
uthus	2	s1	L0,1
uthyres	2	s1	L0,1
uthyrning	2	s1	L0,1
uthängd	2	s1	L0
uthärda	2	s1	L0,1
uthållig	2	s1	L0
uthållighet	2	s3	L0,3
utifall	1	2
utjämna	2	s1	L0
utjämning	2	s1	L0
utjämningssystemet	2	s4	L0,4
utkant	2	s1	L0
utkanten	2	s1	L0
utkanter	2	s1	L0
utkast	2	s1	L0
utkastad	2	s1	L0
utkastade	2	s1	L0
utkastet	2	s1	L0
utkik	2	s1	L0,1
utklädd	2	s1	L0
utklädda	2	s1	L0
utkom	2	s1	L0
utkommer	2	s1	L0
utkräva	2	s1	L0,1
utkämpa	2	s1	L0
utkämpades	2	s1	L0
utkämpas	2	s1	L0
utkörning	2	s1	L0,1
utlandet	2	s1	L0
utlandsresa	2	s2	L0,2
utlandsresor	2	s2	L0,2
utlandssvenskar	2	s2	L0
