# Central Kurdish bizroke lexicon — word<TAB>IPA, for the UNWRITTEN short /ɪ/ only.
# Every entry differs from this engine's rule output by inserted /ɪ/ and NOTHING ELSE: the
# consonant skeleton is ours and independently confirmed, the vowel is what we lack.
# Built by tools/central-kurdish/build_ckb_lexicon.py from the AsoSoft Kurdish-G2P-dataset.
# ⚠ SOURCE TERMS AND THE TWO MANDATORY CITATIONS: LICENSES/LicenseRef-AsoSoftKurdishG2P.txt
ئاخافتن	ʔaːxaːftɪn
چاوپێکەوتنەکانی	t͡ʃaːwpeːkawtɪnakaːniː
چاپدران	t͡ʃaːpdɪɾaːn
چاپدەدران	t͡ʃaːpdadɪɾaːn
چاپدەکرێ	t͡ʃaːpdakɪɾeː
چاپکران	t͡ʃaːpkɪɾaːn
چاپکراو	t͡ʃaːpkɪɾaːw
چاپکراویان	t͡ʃaːpkɪɾaːwjaːn
چاپکراوە	t͡ʃaːpkɪɾaːwa
چاپکراوەکان	t͡ʃaːpkɪɾaːwakaːn
چاپکراوەکانی	t͡ʃaːpkɪɾaːwakaːniː
چاپکراوەکانیان	t͡ʃaːpkɪɾaːwakaːnjaːn
چاپکراوەکانیش	t͡ʃaːpkɪɾaːwakaːniːʃ
چاپکراوەگەلەدا	t͡ʃaːpkɪɾaːwaɡaladaː
چاپکراوەیان	t͡ʃaːpkɪɾaːwajaːn
چاپکراوەیەکی	t͡ʃaːpkɪɾaːwajakiː
چاپکردن	t͡ʃaːpkɪɾdɪn
چاپکردنیدا	t͡ʃaːpkɪɾdɪniːdaː
چاکردنەوەی	t͡ʃaːkɪɾdɪnawaj
چل	t͡ʃɪl
چل	t͡ʃɪl
چم	t͡ʃɪm
چمک	t͡ʃɪmk
چڕ	t͡ʃɪr
چڕەکەیان	t͡ʃɪrakajaːn
چکۆلە	t͡ʃɪkoːla
چیتر	t͡ʃiːtɪɾ
چیتر	t͡ʃiːtɪɾ
چێرمک	t͡ʃeːɾɪmk
چەسپاندنی	t͡ʃaspaːndɪniː
چەقڵ	t͡ʃaqɪɫ
چەوساندنەوە	t͡ʃawsaːndɪnawa
چەوساندنەوەیە	t͡ʃawsaːndɪnawaja
چەکم	t͡ʃakɪm
ڕابردوو	raːbɪɾduː
ڕابردوودا	raːbɪɾduːdaː
ڕابگرێت	raːbɪɡɾeːt
ڕادەربڕین	raːdaɾbɪriːn
ڕاشکاوانە	raːʃɪkaːwaːna
ڕانەگەیشتنەکان	raːnaɡajʃtɪnakaːn
ڕانەگەیەندراوی	raːnaɡajandɪɾaːwiː
ڕاپرسی	raːpɪɾsiː
ڕاگرتنی	raːɡɪɾtɪniː
ڕاگەیاندن	raːɡajaːndɪn
ڕاگەیاندنی	raːɡajaːndɪniː
ڕاگەیەندرا	raːɡajandɪɾaː
ڕایگەیاندبوو	raːjɡajaːndɪbuː
ڕزگار	rɪzɡaːɾ
ڕزگارکردنی	rɪzɡaːɾkɪɾdɪniː
ڕزگاری	rɪzɡaːɾiː
ڕفیق	rɪfiːq
ڕق	rɪq
ڕوونیشیکردەوە	ruːniːʃiːkɪɾdawa
ڕوونیکردەوە	ruːniːkɪɾdawa
ڕژێم	rɪʒeːm
ڕژێمی	rɪʒeːmiː
ڕژێمە	rɪʒeːma
ڕکابەری	rɪkaːbaɾiː
ڕۆشنبیر	roːʃɪnbiːɾ
ڕۆشنبیران	roːʃɪnbiːɾaːn
ڕۆشنبیری	roːʃɪnbiːɾiː
ڕۆیشت	roːjɪʃt
ڕۆیشتن	roːjʃtɪn
ڕێزگرتن	reːzɡɪɾtɪn
ڕێنمایی	reːnɪmaːjiː
ڕێپێدران	reːpeːdɪɾaːn
ڕێکخراو	reːkxɪɾaːw
ڕێکخراوی	reːkxɪɾaːwiː
ڕێکخراوێکی	reːkxɪɾaːweːkiː
ڕێکخراوە	reːkxɪɾaːwa
ڕێکخراوەکان	reːkxɪɾaːwakaːn
ڕێکخراوەکانی	reːkxɪɾaːwakaːniː
ڕێکخراوەیی	reːkxɪɾaːwajiː
ڕێکخستن	reːkxɪstɪn
ڕێکخستنی	reːkxɪstɪniː
ڕێککەوتن	reːkkawtɪn
ڕێککەوتننامەی	reːkkawtɪnnaːmaj
ڕێککەوتنی	reːkkawtɪniː
ڕێکەوتن	reːkawtɪn
ڕێکەوتنی	reːkawtɪniː
ڕێگر	reːɡɪɾ
ڕێگرتن	reːɡɪɾtɪn
ڕێگری	reːɡɪɾiː
ڕەتکردنەوەی	ratkɪɾdɪnawaj
ڕەتکردەوە	ratkɪɾdawa
ڕەوشتی	rawɪʃtiː
ژماری	ʒɪmaːɾiː
ژمارێک	ʒɪmaːɾeːk
ژمارێکی	ʒɪmaːɾeːkiː
ژمارێکیان	ʒɪmaːɾeːkjaːn
ژمارە	ʒɪmaːɾa
ژمارە	ʒɪmaːɾa
ژمارەکانی	ʒɪmaːɾakaːniː
ژمارەی	ʒɪmaːɾaj
ژمارەی	ʒɪmaːɾaj
ژمارەیان	ʒɪmaːɾajaːn
ژمارەیەک	ʒɪmaːɾajak
ژمارەیەکی	ʒɪmaːɾajakiː
ژن	ʒɪn
ژن	ʒɪn
ژنان	ʒɪnaːn
ژنان	ʒɪnaːn
ژنانی	ʒɪnaːniː
ژنانە	ʒɪnaːna
ژنی	ʒɪniː
ژنی	ʒɪniː
ژنێک	ʒɪneːk
ژنێکی	ʒɪneːkiː
ژنێکی	ʒɪneːkiː
ژنە	ʒɪna
ژنەکەم	ʒɪnakam
ژنەکەی	ʒɪnakaj
ژیاون	ʒjaːwɪn
ڤرۆنسکی	vɪɾoːnɪskiː
ک	kɪ
کاتژمێر	kaːtʒɪmeːɾ
کاتژمێری	kaːtʒɪmeːɾiː
کارادەمر	kaːɾaːdamɪɾ
کارن	kaːɾɪn
کارهێنراون	kaːɾheːnɾaːwɪn
کارکردن	kaːɾkɪɾdɪn
کارکردنی	kaːɾkɪɾdɪniː
کانن	kaːnɪn
کتومتی	kɪtumtiː
کتوپڕ	kɪtupɪr
کتێب	kɪteːb
کتێب	kɪteːb
کتێبان	kɪteːbaːn
کتێبانم	kɪteːbaːnɪm
کتێبانی	kɪteːbaːniː
کتێبانیان	kɪteːbaːnjaːn
کتێبانیش	kɪteːbaːniːʃ
کتێبانێک	kɪteːbaːneːk
کتێبانێکی	kɪteːbaːneːkiː
کتێبانە	kɪteːbaːna
کتێبانەش	kɪteːbaːnaʃ
کتێبانەن	kɪteːbaːnan
کتێبانەیان	kɪteːbaːnajaːn
کتێبخانا	kɪteːbxaːnaː
کتێبخانانەدا	kɪteːbxaːnaːnadaː
کتێبخانانەی	kɪteːbxaːnaːnaj
کتێبخانە	kɪteːbxaːna
کتێبخانەکان	kɪteːbxaːnakaːn
کتێبخانەکاندا	kɪteːbxaːnakaːndaː
کتێبخانەکانم	kɪteːbxaːnakaːnɪm
کتێبخانەکانی	kɪteːbxaːnakaːniː
کتێبخانەکانیشدا	kɪteːbxaːnakaːniːʃdaː
کتێبخانەکە	kɪteːbxaːnaka
کتێبخانەکەی	kɪteːbxaːnakaj
کتێبخانەگەلی	kɪteːbxaːnaɡaliː
کتێبخانەگەلێک	kɪteːbxaːnaɡaleːk
کتێبخانەگەلە	kɪteːbxaːnaɡala
کتێبخانەی	kɪteːbxaːnaj
کتێبخانەی	kɪteːbxaːnaj
کتێبخانەیە	kɪteːbxaːnaja
کتێبخانەیەک	kɪteːbxaːnajak
کتێبخانەیەکی	kɪteːbxaːnajakiː
کتێبدا	kɪteːbdaː
کتێبفرۆشی	kɪteːbfɪɾoːʃiː
کتێبفرۆشیگەلێکی	kɪteːbfɪɾoːʃiːɡaleːkiː
کتێبفرۆشییانێک	kɪteːbfɪɾoːʃiːjaːneːk
کتێبفرۆشییانە	kɪteːbfɪɾoːʃiːjaːna
کتێبفرۆشییانەش	kɪteːbfɪɾoːʃiːjaːnaʃ
کتێبفرۆشییەک	kɪteːbfɪɾoːʃiːjak
کتێبفرۆشییەکان	kɪteːbfɪɾoːʃiːjakaːn
کتێبفرۆشییەکاندا	kɪteːbfɪɾoːʃiːjakaːndaː
کتێبفرۆشییەکانی	kɪteːbfɪɾoːʃiːjakaːniː
کتێبفرۆشییەکانیان	kɪteːbfɪɾoːʃiːjakaːnjaːn
کتێبفرۆشییەکدا	kɪteːbfɪɾoːʃiːjakdaː
کتێبفرۆشییەکە	kɪteːbfɪɾoːʃiːjaka
کتێبفرۆشییەکەم	kɪteːbfɪɾoːʃiːjakam
کتێبفرۆشییەکەی	kɪteːbfɪɾoːʃiːjakaj
کتێبفرۆشێکی	kɪteːbfɪɾoːʃeːkiː
کتێبفرۆشەکان	kɪteːbfɪɾoːʃakaːn
کتێبفرۆشەکە	kɪteːbfɪɾoːʃaka
کتێبپەرەستانەی	kɪteːbpaɾastaːnaj
کتێبی	kɪteːbiː
کتێبی	kɪteːbiː
کتێبیان	kɪteːbjaːn
کتێبیش	kɪteːbiːʃ
کتێبێک	kɪteːbeːk
کتێبێکی	kɪteːbeːkiː
کتێبێکی	kɪteːbeːkiː
کتێبێکیان	kɪteːbeːkjaːn
کتێبێکیش	kɪteːbeːkiːʃ
کتێبە	kɪteːba
کتێبە	kɪteːba
کتێبەش	kɪteːbaʃ
کتێبەوە	kɪteːbawa
کتێبەکان	kɪteːbakaːn
کتێبەکاندا	kɪteːbakaːndaː
کتێبەکانی	kɪteːbakaːniː
کتێبەکانیان	kɪteːbakaːnjaːn
کتێبەکانیشی	kɪteːbakaːniːʃiː
کتێبەکە	kɪteːbaka
کتێبەکەش	kɪteːbakaʃ
کتێبەکەی	kɪteːbakaj
کتێبەکەیان	kɪteːbakajaːn
کتێبەکەیانە	kɪteːbakajaːna
کتێبەی	kɪteːbaj
کر	kɪɾ
کرا	kɪɾaː
کرا	kɪɾaː
کرابانەوە	kɪɾaːbaːnawa
کرابوو	kɪɾaːbuː
کرابوو	kɪɾaːbuː
کرابوون	kɪɾaːbuːn
کرابوون	kɪɾaːbuːn
کرابوونەوە	kɪɾaːbuːnawa
کرابێت	kɪɾaːbeːt
کرام	kɪɾaːm
کران	kɪɾaːn
کران	kɪɾaːn
کرانی	kɪɾaːniː
کرانی	kɪɾaːniː
کرانەوە	kɪɾaːnawa
کرانەوە	kɪɾaːnawa
کرانەوەی	kɪɾaːnawaj
کراو	kɪɾaːw
کراو	kɪɾaːw
کراون	kɪɾaːwɪn
کراون	kɪɾaːwɪn
کراونەتەوە	kɪɾaːwnatawa
کراوی	kɪɾaːwiː
کراوە	kɪɾaːwa
کراوە	kɪɾaːwa
کراوەتە	kɪɾaːwata
کراوەتەوە	kɪɾaːwatawa
کراوەتەوە	kɪɾaːwatawa
کراوەن	kɪɾaːwan
کراوەکان	kɪɾaːwakaːn
کراوەکاندا	kɪɾaːwakaːndaː
کراوەکانی	kɪɾaːwakaːniː
کراوەیە	kɪɾaːwaja
کرایە	kɪɾaːja
کرایەوە	kɪɾaːjawa
کرایەوە	kɪɾaːjawa
کربا	kɪɾbaː
کربوو	kɪɾbuː
کربوون	kɪɾbuːn
کربوونەوە	kɪɾbuːnawa
کرد	kɪɾd
کرد	kɪɾd
کرداری	kɪɾdaːɾiː
کردبا	kɪɾdɪbaː
کردبوو	kɪɾdɪbuː
کردبوو	kɪɾdɪbuː
کردبوون	kɪɾdɪbuːn
کردبوونەوەی	kɪɾdɪbuːnawaj
کردبێ	kɪɾdɪbeː
کردبێت	kɪɾdɪbeːt
کردم	kɪɾdɪm
کردم	kɪɾdɪm
کردمەوە	kɪɾdɪmawa
کردن	kɪɾdɪn
کردن	kɪɾdɪn
کردنی	kɪɾdɪniː
کردنی	kɪɾdɪniː
کردنیان	kɪɾdɪnjaːn
کردنیان	kɪɾdɪnjaːn
کردنە	kɪɾdɪna
کردنە	kɪɾdɪna
کردنەوە	kɪɾdɪnawa
کردنەوە	kɪɾdɪnawa
کردنەوەکانی	kɪɾdɪnawakaːniː
کردنەوەی	kɪɾdɪnawaj
کردنەوەی	kɪɾdɪnawaj
کردنەکان	kɪɾdɪnakaːn
کردوو	kɪɾduː
کردووم	kɪɾduːm
کردوون	kɪɾduːn
کردوون	kɪɾduːn
کردوونەتەوە	kɪɾduːnatawa
کردوە	kɪɾdwa
کردۆتە	kɪɾdoːta
کردی	kɪɾdiː
کردین	kɪɾdiːn
کردین	kɪɾdiːn
کردە	kɪɾda
کردەوە	kɪɾdawa
کردەوە	kɪɾdawa
کردەوەی	kɪɾdawaj
کردەوەیەک	kɪɾdawajak
کردەی	kɪɾdaj
کرماشان	kɪɾmaːʃaːn
کرمانجی	kɪɾmaːnd͡ʒiː
کرن	kɪɾɪn
کرۆنی	kɪɾoːniː
کریستیانۆ	kɪɾiːstjaːnoː
کرێکار	kɪɾeːkaːɾ
کرێکاران	kɪɾeːkaːɾaːn
کرێکارانی	kɪɾeːkaːɾaːniː
کرێکاری	kɪɾeːkaːɾiː
کرێکارەکانی	kɪɾeːkaːɾakaːniː
کرێکراوی	kɪɾeːkɪɾaːwiː
کشانەوە	kɪʃaːnawa
کشانەوەی	kɪʃaːnawaj
کشتوکاڵ	kɪʃtukaːɫ
کشتوکاڵی	kɪʃtukaːɫiː
کفری	kɪfɾiː
کلاسیک	kɪlaːsiːk
کلاسیکی	kɪlaːsiːkiː
کلتوری	kɪltuɾiː
کلتووری	kɪltuːɾiː
کلۆبی	kɪloːbiː
کلۆبەکان	kɪloːbakaːn
کلۆد	kɪloːd
کم	kɪm
کوردستان	kuɾdɪstaːn
کوردستان	kuɾdɪstaːn
کوردستاندا	kuɾdɪstaːndaː
کوردستاندا	kuɾdɪstaːndaː
کوردستانن	kuɾdɪstaːnɪn
کوردستانی	kuɾdɪstaːniː
کوردستانی	kuɾdɪstaːniː
کوردستانیان	kuɾdɪstaːnjaːn
کوردستانیان	kuɾdɪstaːnjaːn
کوردستانیش	kuɾdɪstaːniːʃ
کوردستانیش	kuɾdɪstaːniːʃ
کوردستانیشدا	kuɾdɪstaːniːʃdaː
کوردستانییەکان	kuɾdɪstaːniːjakaːn
کوردستانێ	kuɾdɪstaːneː
کوردستانێ	kuɾdɪstaːneː
کوردستانێڕا	kuɾdɪstaːneːraː
کوردستانە	kuɾdɪstaːna
کوردستانە	kuɾdɪstaːna
کوردستانەوە	kuɾdɪstaːnawa
کوردستانەوە	kuɾdɪstaːnawa
کوردم	kuɾdɪm
کوردن	kuɾdɪn
کوردن	kuɾdɪn
کوردەکانن	kuɾdakaːnɪn
کوشتن	kuʃtɪn
کوشتنی	kuʃtɪniː
کوژراون	kuʒɾaːwɪn
کوژراون	kuʒɾaːwɪn
کچ	kɪt͡ʃ
کچان	kɪt͡ʃaːn
کچانی	kɪt͡ʃaːniː
کچی	kɪt͡ʃiː
کچێک	kɪt͡ʃeːk
کچێکی	kɪt͡ʃeːkiː
کچە	kɪt͡ʃa
کچەکە	kɪt͡ʃaka
کچەکەی	kɪt͡ʃakaj
کڕی	kɪriː
کڕیارەکانیشی	kɪrjaːɾakaːniːʃiː
کڕین	kɪriːn
کڕینی	kɪriːniː
کڕینی	kɪriːniː
کڕیوە	kɪriːwa
کۆراندمانەوە	koːɾaːndɪmaːnawa
کۆراندمەوە	koːɾaːndɪmawa
کۆنترۆڵ	koːntɪɾoːɫ
کۆنترۆڵکردنی	koːntɪɾoːɫkɪɾdɪniː
کۆنترۆڵی	koːntɪɾoːɫiː
کۆنتڕۆڵی	koːntɪroːɫiː
کۆنفرانسی	koːnfɪɾaːnsiː
کۆچاندنە	koːt͡ʃaːndɪna
کۆچیندران	koːt͡ʃiːndɪɾaːn
کۆژراون	koːʒɾaːwɪn
کۆکراوەکان	koːkɪɾaːwakaːn
کۆکراوەکانی	koːkɪɾaːwakaːniː
کۆکراوەی	koːkɪɾaːwaj
کۆکردنەوەی	koːkɪɾdɪnawaj
کۆکردنەوەی	koːkɪɾdɪnawaj
کیلۆمیتر	kiːloːmiːtɪɾ
کیلۆمەتر	kiːloːmatɪɾ
کەمتر	kamtɪɾ
کەمتر	kamtɪɾ
کەمتریش	kamtɪɾiːʃ
کەمترین	kamtɪɾiːn
کەمترە	kamtɪɾa
کەمکردنەوەی	kamkɪɾdɪnawaj
کەم‌کراو	kamkɪɾaːw
کەم‌کراوەکان	kamkɪɾaːwakaːn
کەوتبێ	kawtɪbeː
کەوتن	kawtɪn
کەوتنی	kawtɪniː
کەوتنی	kawtɪniː
کەوتنە	kawtɪna
گ	ɡɪ
گرافیکەکان	ɡɪɾaːfiːkakaːn
گران	ɡɪɾaːn
گران	ɡɪɾaːn
گرت	ɡɪɾt
گرت	ɡɪɾt
گرتبوو	ɡɪɾtɪbuː
گرتبوو	ɡɪɾtɪbuː
گرتن	ɡɪɾtɪn
گرتنی	ɡɪɾtɪniː
گرتە	ɡɪɾta
گرتەوە	ɡɪɾtawa
گرتەوە	ɡɪɾtawa
گرفت	ɡɪɾɪft
گرفتی	ɡɪɾɪftiː
گرفتە	ɡɪɾɪfta
گرفتەکانی	ɡɪɾɪftakaːniː
گرن	ɡɪɾɪn
گرووپ	ɡɪɾuːp
گرووپ	ɡɪɾuːp
گرووپانی	ɡɪɾuːpaːniː
گرووپانێکی	ɡɪɾuːpaːneːkiː
گرووپی	ɡɪɾuːpiː
گرووپی	ɡɪɾuːpiː
گرووپێکن	ɡɪɾuːpeːkɪn
گرووپێکی	ɡɪɾuːpeːkiː
گرووپە	ɡɪɾuːpa
گرووپە	ɡɪɾuːpa
گرووپەکان	ɡɪɾuːpakaːn
گروپی	ɡɪɾupiː
گروپێکی	ɡɪɾupeːkiː
گرژی	ɡɪɾʒiː
گریان	ɡɪɾjaːn
گریلاکان	ɡɪɾiːlaːkaːn
گریلاکانی	ɡɪɾiːlaːkaːniː
گرێ	ɡɪɾeː
گرێ	ɡɪɾeː
گرێبەستی	ɡɪɾeːbastiː
گرەگەزێک	ɡɪɾaɡazeːk
گشت	ɡɪʃt
گشتی	ɡɪʃtiː
گشتی	ɡɪʃtiː
گشتیدا	ɡɪʃtiːdaː
گشتین	ɡɪʃtiːn
گشتییەکان	ɡɪʃtiːjakaːn
گشتییەکاندا	ɡɪʃtiːjakaːndaː
گفتوگۆ	ɡɪftuɡoː
گفتوگۆکردن	ɡɪftuɡoːkɪɾdɪn
گفتوگۆی	ɡɪftuɡoːj
گل	ɡɪl
گلەیی	ɡɪlajiː
گمگم	ɡɪmɡɪm
گواستنەوە	ɡwaːstɪnawa
گواستنەوە	ɡwaːstɪnawa
گواستنەوەی	ɡwaːstɪnawaj
گوتبوویان	ɡutɪbuːjaːn
گوتم	ɡutɪm
گوتم	ɡutɪm
گوتن	ɡutɪn
گوتنەوە	ɡutɪnawa
گوزارشت	ɡuzaːɾɪʃt
گولستان	ɡulɪstaːn
گونجاوترە	ɡund͡ʒaːwtɪɾa
گژ	ɡɪʒ
گۆڕدرا	ɡoːrdɪɾaː
گۆڕدران	ɡoːrdɪɾaːn
گیراوم	ɡiːɾaːwɪm
گەرەکم	ɡaɾakɪm
گەشەکردنی	ɡaʃakɪɾdɪniː
گەشەکردنی	ɡaʃakɪɾdɪniː
گەشەکردنێکی	ɡaʃakɪɾdɪneːkiː
گەنم	ɡanɪm
گەورەتر	ɡawɾatɪɾ
گەورەترین	ɡawɾatɪɾiːn
گەورەترین	ɡawɾatɪɾiːn
گەورەترینەکەیان	ɡawɾatɪɾiːnakajaːn
گەڕاوم	ɡaraːwɪm
گەیاندن	ɡajaːndɪn
گەیاندنی	ɡajaːndɪniː
گەیاندنی	ɡajaːndɪniː
گەیشت	ɡajɪʃt
گەیشت	ɡajɪʃt
گەیشتبا	ɡajʃtɪbaː
گەیشتبێ	ɡajʃtɪbeː
گەیشتن	ɡajʃtɪn
گەیشتنی	ɡajʃtɪniː
گەیشتنە	ɡajʃtɪna
گەیشتنە	ɡajʃtɪna
گەیشتە	ɡajɪʃta
یاسایی کردنی	jaːsaːjiːkɪɾdɪniː
یوسف	jusɪf
یوسفی	jusɪfiː
یوونایتد	juːnaːjtɪd
ییتس	jiːtɪs
یەکتر	jaktɪɾ
یەکتری	jaktɪɾiː
یەکگرتوو	jakɡɪɾtuː
