aabenraa	ɔbmˈʁɔ
kastanje	kastanjə
kaste	ˈkasdə
kastel	kastɛl
kaster	kastər
kastration	kasdʁɑˈɕon
kat	kat
katarsis	kaˈtɑsis
katastrofe	katastrofə
kateder	katedər
kattejammer	katəjamər
katten	ˈkatən
kaudervælsk	kavdərvɛlsk
kavaleri	kaʋaləˈʁi
kavalerist	kaʋaləˈʁisd
kaviar	kaviar
kebab	keˈbɑb
ked	ˈkeð
kedel	kedəl
kedsom	ˈkeðˌsʌm
kedsomhed	ˈkeðsʌmˌheð
kedsommelig	keðˈsʌməli
kejserinde	kɑjsʌˈenə
kejsersnit	kajsərsnit
kejthåndet	kajthɔnəd
kel	kel
kende	ˈkɛnə
kendeord	ˈkɛnəˌoɐ
kendetegn	ˈkɛnəˌtɑjn
kendetegne	ˈkɛnəˌtɑjnə
kendt	ˈkɛnd
kendte	ˈkɛndə
keramik	keɑˈmiɡ
kere	kerə
kerne	ˈkaɐnə
kernekraft	ˈkaɐnəˌkʁɑfd
kernekraftværk	ˈkaɐnəkʁɑfdˌʋaɐɡ
kerte	kɛrtə
kerub	keˈʁub
ketchup	ˈkɛdɕub
keton	keˈton
ketsjer	kɛtsjər
kierkegaard	ˈkiɐkəˌkɒ
kigge	kikə
kikke	kikə
kikkert	kikərt
kiks	ˈkiɡs
kil	kil
kilde	kilə
kilder	kilər
kildre	ˈkilʁʌ
kile	kilə
kileskrift	kiləskreft
killing	kilenɡ
kim	kim
kind	ken
kinesisk	ˈkinɛsisɡ
kirke	ˈkiɐɡə
kirsten	ˈkiɐsdn
kirtel	ˈkiɐdəl
kiste	kistə
kives	ˈkivəs,ˈkiʊs
kiwi	kivi
kjole	ˈkjolə
klage	ˈklæjə
klammeri	klɑmʌˈʁi
klan	klan
klapperslange	klapərslanɡə
klapvogn	klapvoɡn
klar	ˈklɑ
klare	klarə
klassiker	ˈklasiɡɐ
klassisk	ˈklasisɡ
klaviatur	klaʋiaˈtuɐ
klejn	klajn
klemme	ˈklemə
klient	kliˈɛnd
klientel	kliəntɛl
klipse	ˈklebsə
klitoris	klitoris
kloakdyr	kloˈɑɡˌdyɐ
klods	ˈklʌs
klog	klɔʊ
klogskab	ˈklɔwˌsɡæb
klokke	klɔkə
klokken	klɔkən
klokkeren	klɔkəren
klokkeslæt	ˈklʌɡəˌslɛd
klor	klor
kloroform	klooˈfɒm
kloster	ˈklʌsdɐ
klovn	klɔvn
klovne	klɔvnə
klud	ˈkluð
kludder	kludər
kludre	kludrə
klumme	ˈklɔmə
klynge	klønɡə
klæd	ˈklɛ
klæde	ˈklɛðə
klædende	ˈklɛənə
klæder	ˈklɛðɐ
klæderne	ˈklɛðɐnə
klædernes	ˈklɛðɐnəs
klæders	ˈklɛðɐs
klædes	ˈklɛðəs
klædet	ˈklɛðəd
klædets	ˈklɛðəds
klædt	ˈklɛd
klædte	ˈklɛdə
klædtes	ˈklɛdəs
klæg	ˈklɛj
klør	klør
kløve	kløvə
kløver	kløvər
knagende	knajənə
knald	knal
knalde	knalə
knap	knap
knar	ˈknɑ
knarr	ˈknɑ
knejpe	ˈknɑjˌpə
knejpen	ˈknɑjˌpən
knejpens	ˈknɑjˌpəns
knejper	ˈknɑjˌpɐ
knejperne	ˈknɑjˌpɐnə
knejpernes	ˈknɑjˌpɐnəs
knejpers	ˈknɑjˌpɐs
knejpes	ˈknɑjˌpəs
kneppe	knɛpə
kniv	kniv
kno	kno
knob	knob
knogle	knɔɡlə
knor	ˈknoɐ
knud	ˈknuð
knurre	knorə
knus	knus
knusende	knusənə
knægt	ˈknɛɡd
knække	ˈknɛɡə
ko	ko
koagulere	koaɡulerə
kobber	kovər
kobberrør	ˈkɒʊɐˌʁɶɐ
koben	koben
kodde	ˈkʌðə
koefficient	koəfiˈɕɛnd
koffein	kɔfəin
koge	kɔɣə
koger	kɔɣər
kogger	kɔɣər
kogle	ˈkɒwlə
kognat	kɒwˈnæd
kognatisk	kɒwˈnætisɡ
kogt	ˈkʌɡd
kogte	kɔktə
kok	kɔɡ
kokosnød	kokosnød
kokosolie	ˈkoɡosˌoljə
kold	kɒl
koldbrand	kɔlbran
koldt	ˈkʌld
kolerisk	kolerisk
kolibri	kolibri
kollega	ˈkoleka
kolleger	ˈkolejɐ
kollegium	koˈleɡjɔm
kollektion	koləɡˈɕon
kollektrice	kʌləɡˈtʁisə
kollektør	kʌləɡˈtøɐ
koloenorm	koloenɔrm
kolonial	koloniˈæl
kolonialisme	kolonialismə
kolonorm	kolonɔrm
kolos	kolɔs
kolossal	kolosal
kom	ˈkʌm
koma	koma
komedie	koˈmeðjə
komisk	ˈkomisɡ
komme	ˈkʌmə
kommen	ˈkʌmm
kommentar	koməntar
kommer	ˈkʌmɐ
kommet	kɔməd
kommode	koˈmoðˠə
kompagnon	kompanjɔnɡ
kompleks	kʌmˈplɛɡs
komplet	komplɛt
komposition	komposisjon
kompost	kompɔst
kompromittere	kʌmpʁomiˈteʌ
komtesse	kɔmtɛsə
koncept	kɔnsɛpt
koncert	kɔnsɛrt
konditor	kɔnditər
kondom	kɔndom
kondor	kʌnˈdoɐ
kone	ˈkonə
konfekt	kɔnˈfɛɡd
kong	kɔnɡ
konge	kɔnɡə
kongeblå	kɔnɡəblɔ
kongerige	kɔnɡəriə
kongruens	kɔnɡruɛns
konjunktion	kɔnjonksjon
konkurs	kɔnɡkurs
konsekvens	kɔnsəkvɛns
konsensus	kɔnsɛnsus
konservativ	konsɛrvativ
konservator	kɔnsɛrvatər
konspiration	kʌnsbiɑˈɕon
konstantinopel	kɔnstantiˈnopəl
konstruktion	konstruksjon
konsultere	kʌnsulˈteʌ
kontakt	kɔnˈtɑɡd
kontinuitet	kɔntinuitet
kontor	kɔnˈtoɐ
kontrovers	kɔntrovɛrs
konvoj	kɔnvøj
kop	kop
koparret	ˈkʌbˌɑɑð
kopiere	koˈpjeɐ
kopper	ˈkʌbɐ
kopulere	kopulerə
kor	kor
koreansk	koreansk
kork	kɔrk
korkeg	kɔrkeɡ
korn	korn
korps	kɔrps
korrigere	kɔriɡerə
kors	kɔrs
korset	kɔrsɛt
korsfæste	ˈkɒsˌfɛsdə
korsfæstelse	ˈkɒsˌfɛsdəlsə
korskilde	ˈkɒsˌkilə
kort	kɔrt
kost	ˈkʌsd
kostume	koˈsdymə
kovs	kɔvs
krabbe	ˈkʁɑbə
kradse	krasɘ
kraft	ˈkʁɑfd
kraftværk	ˈkʁɑfdˌʋaɐɡ
krage	ˈkraɡə
krammer	ˈkʁɑmɐ
krans	krans
kransekage	ˈkʁɑnsəˌkæjə
krav	krav
kravle	kravlə
kreativ	ˈkʁɛaˌtiw
krebs	ˈkʁabs
kreds	ˈkʁɛs
kredse	ˈkʁɛsə
kredsen	ˈkʁɛsn
kreta	ˈkʁɛta
krig	ˈkʁi
kriger	kriɡər
krigshelt	krishɛlt
krigstid	ˈkʁisˌtið
krikke	ˈkʁɛɡə
kriminel	kriminɛl
krise	krisə
kristen	ˈkʁɛsdən
kristendom	ˈkʁɛsdənˌdʌm
kristenhed	ˈkʁɛsdənˌheð
kristian	ˈkʁæsdjan
kristne	ˈkʁɛsdnə
kriterium	kriteriɔm
kro	kʁo
kroatisk	kroatisk
krog	krɔɡ
kroge	krɔɡə
krokodilletåre	kʁoɡəˈdiləˌtɒɒ
krokus	ˈkʁoɡus
kromatografi	kʁomatoɡʁɑˈfi
kromosom	kʁomoˈsom
krone	ˈkʁonə
kronprins	kronprɛns
kronprinsesse	kronprɛnsɛsə
krop	krɔp
kropslig	krɔpsli
krudt	krut
krukke	ˈkʁɔɡə
krus	krus
kruse	krusɘ
kryb	kryb
krybdyr	krybdyr
krybe	krybə
krybskytte	krybskøtə
krydderbolle	kryðərbɔlə
kryddernellike	kryðərnelekə
kryddersild	kryðərsil
krydderurt	kryðərurt
krydre	kryðrə
kryds	krys
krydse	krysə
krydsermissil	krysərmisil
kryster	krystər
kræft	ˈkʁæfd
kræfter	ˈkrafdɐ
kræfterne	ˈkrafdɐnə
kræfternes	ˈkrafdɐnəs
kræmmer	ˈkʁɑmɐ
krænke	ˈkʁaŋɡə
krænkelsesparat	ˈkχɑjŋklsəspɒˈʁɒt
kræs	ˈkʁɛs
kræse	ˈkʁɛsə
kræsen	ˈkʁɛsn
kræset	ˈkʁɛsəð
kræve	krɛvə
krævede	krɛvəðə
krævet	krɛvəð
krøsus	krøsus
kubikmeter	kubikmetər
kugle	kulə
kugleramme	kulɔramə
kul	kol
kulde	kulə
kuldegysning	kuləɡysnenɡ
kuldioxid	koldiɔksið
kuldkaste	kulkastə
kule	kulə
kuller	kulər
kult	ˈkuld
kultivere	kultiˈveɐ
kulturchok	kultursjɔk
kulturrevolution	kulturrɛvolusjon
kultus	ˈkultus
kultveilte	koltveiltə
kulør	kulør
kulørt	kulørt
kun	ˈkɔn
kunde	konə
kundgøre	ˈkɔnˌɡɶʌ
kundskab	ˈkɔnˌsɡæb
kunne	ˈkunə
kunnen	ˈkunən
kunnet	ˈkunəð
kunst	ˈkɔnsd
kunstgalleri	konstɡaləri
kunstner	ˈkonsdnɐ
kure	kurə
kurer	kurɛr
kuriøs	kuriøs
kurv	kurv
kusine	kusinə
kusk	kusk
kusse	kusə
kustode	kastodə
kutyme	kutymə
kuvert	kuˈvɛɐd
kvad	kvad
kvaj	ˈkʋɑj
kvaje	ˈkʋɑjə
kval	ˈkvæl
kvalt	ˈkʋæld
kvalte	ˈkʋældə
kvan	kvæn
kvark	kvark
kvart	ˈkʋɑd
kvartal	kʋɑˈtæl
kvartalsvis	kʋɑˈtælsˌʋis
kvarte	ˈkʋɑdə
kvarten	ˈkʋɑdən
kvarter	kʋɑˈteɐ
kvartet	kʋɑˈtɛd
kvartets	kʋɑˈtɛds
kvartetten	kʋɑˈtɛdən
kvartetter	kʋɑˈtɛdɐ
kvartetterne	kʋɑˈtɛdɐnə
kvarts	ˈkʋɑds
kvase	ˈkvæsə
kvik	kvik
kviksølv	ˈkvikˌsølv
kvinde	ˈkvenə
kvinden	ˈkvenən
kvindfolk	ˈkvenfʌlɡ
kvit	kvit
kvæde	ˈkvɛðə
kvæg	ˈkʋɛj
kvæge	ˈkʋɛjə
kvæk	kvæk
kvækerfinke	ˈkvɛɡʌˌfeŋɡə
kvække	kvɛkə
kvæl	ˈkʋɛl
kvæld	ˈkʋɛl
kvæle	ˈkʋɛlə
kvælende	ˈkʋɛlənə
kvæler	ˈkʋɛlɐ
kvælstof	ˈkʋɛlˌsdʌf
kvær	kvɛr
kværke	kvɛrɡə
kykkeliky	kykəliky
kyklop	kyˈklob
kyl	kyl
kylling	ˈkyleŋ
kynisk	kynisk
kynofobi	kynofoˈbi
kynologi	kynoloˈɡi
kys	køs
kyse	ˈkysə
kysk	kysk
kysse	køsə
kyst	køst
kystlinje	køstlenjə
kåd	ˈkɔð
kål	kɔl
kår	ˈkɒ
kåre	ˈkɒɒ
kæde	kɛðə
kæft	ˈkɛfd
kæk	kɛk
kæl	kɛl
kælder	kɛlər
kæledyr	ˈkɛləˌdyr
kælling	kɛlenɡ
kæltring	ˈkɛltʁɛŋ
kælve	ˈkɛlvə
kæmme	ˈkɛmə
kæmpe	kɛmbə
kæmpehagl	kɛmpəhaɡl
kænguru	kɛnɡuru
kæp	kɛp
kær	kɛr
kære	ˈkɛrə
kæreste	ˈkaɐsdə
kærlig	ˈkɛɐli
kærlighed	ˈkɛrliˌhed
kærne	ˈkaɐnə
kærnemælk	kɛrnəmɛlk
kærte	kɛrtə
kærtegne	ˈkɛɐˌtɑɪnə
kætter	ˈkɛdʌ
köln	ˈkøln
kø	kø
køb	ˈkøb
købe	ˈkøbə
københavn	købənˈhɑwn
køber	ˈkøbɐ
købet	ˈkøbəð
købmand	ˈkøˌman
købslå	ˈkøbˌslɔ
købstad	købstað
købt	ˈkøbd
købte	ˈkøbdə
kød	køð
kødet	ˈkøðəd
kødets	ˈkøðəds
køds	ˈkøðs
køer	kør
køkken	ˈkøɡŋ
køkkener	ˈkøɡnɐ
køkkenet	ˈkøɡnəð
køkkenmødding	ˈkøɡŋˌmøðeŋ
køl	køl
køle	kølə
køleskab	ˈkøləˌsɡæb
kølsvin	kølsvin
køn	ˈkœn
køre	kørə
kørende	ˈkøɐnə
kører	ˈkøɐ
køretøj	ˈkøɐˌtʌj
køretøjet	ˈkøɐˌtʌjəð
kørsel	kørsəl
kørt	ˈkøɐd
kørte	ˈkøɐdə
kørvel	kœrvəl
labil	labil
laboratorium	lɑboʁɑˈtoɐjɔm
lade	ˈlæðə
lader	ˈlæðɒ
ladet	ˈlaðəd
lag	laɣ
lagde	laɣə
lagdes	ˈlæəs
lager	ˈlaɣər
lagkage	laɡkaɡə
lagt	ˈlɑɡd
lagte	ˈlɑɡdə
lak	lak
lakaj	lakaj
lakonisk	laˈkonisɡ
lakonsk	laˈkonsɡ
lakrids	lakris
laks	laks
lam	lam
lama	ˈlæma
lampe	lampə
land	lan
landet	ˈlanəð
landkrabbe	ˈlanˌkʁɑbə
landmand	ˈlanˌman
landsby	lansby
landskab	lanskab
lang	lanɡ
lange	laŋə
langs	læŋs
laps	laps
larm	larm
larme	larmə
larsen	ˈlɑsn
lasagne	lasanjə
laser	lɛjsər
lasers	lasərs
last	last
latent	latɛnt
latin	laˈtin
latinsk	laˈtinsɡ
latter	ˈladɐ
laurbær	lawrbɛr
laurbærkrans	ˈlɑʊɐbæɐˌkʁɑns
lav	ˈlav
lave	ˈlavə
lavede	ˈlæʋəðə
laven	ˈlɑwn
lavendel	laˈvenl
laver	ˈlɑwɐ
lavet	ˈlɑwəð
le	le
led	leð
lede	ˈleðə
ledelse	ˈleðəlsə
leder	ledər
ledestjerne	ˈleðəˌsdjæɐnə
ledig	ˈleði
ledning	ˈleðneŋ
ledsage	ˈleðˌsæjə
ledsagelse	ˈleðˌsæjəlsə
ledt	leðt
ledte	letə
leg	ˈlɑj
legal	leɡal
lege	lajə
legeme	lɛɣəmə
legemlig	lɛɣəmli
legemlige	lɛɣəmliə
legemligt	lɛɣəmlit
legetøj	ˈlɑɪˌtʌj
legetøjet	ˈlɑɪˌtʌjəð
lej	lɑj
leje	lajə
lejlighed	ˈlɑjliˌheð
lejr	ˈlajr
lejre	ˈlajrə
leksika	ˈlɛɡsika
leksikon	ˈlɛɡsikʌn
leksikoner	ˈlɛɡsiˌkʌnɐ
leksikonet	ˈlɛɡsiˌkʌnəð
lektie	ˈlɛɡɕə
lektion	lɛɡˈɕon
lektor	ˈlɛɡtɐ
lekture	lɛkˈtyʀə
lem	lɛm
lemfældig	lɛmfɛldi
lemme	lɛmə
lemmen	lɛmən
lemmene	lɛmənə
lemmer	lɛmər
lemmerne	lɛmərnə
lemmet	lɛməð
len	ˈlen
leo	leo
ler	ler
lesbisk	ˈlɛsbisɡ
let	ˈlɛd
letargi	letɑˈɡi
letmælk	lɛtmɛlk
lette	lɛtə
lettisk	lɛtisk
lev	lev
leve	ˈleʋə
leven	levən
lever	ˈlewɐ
levere	leverə
leverpostej	ˈlewʌpoˌsdɑj
levn	lɛvn
levne	lɛvnə
levned	lɛvnəð
levnedsmiddel	lɛvnəðsmiðəl
levnet	lɛvnəð
levning	lɛvneŋ
li	ˈli
lian	lian
liberalisme	libəʁɑˈlismə
lide	ˈliðə
liden	liðən
lider	ˈliðɐ
lidet	liðəd
lidt	let
liechtensteiner	ˈliɡdənˌsdɑɪnʌ
lig	ˈli
lige	ˈliə
ligeglad	ˈliəˌɡlaðˠ
ligeledes	ˈliəˌleðˠəs
ligesom	ˈlisʌm
ligestilling	ˈliɡeˌstiliŋ
ligge	ˈleɡə
liggendefæ	ˈleɡənəˌfɛ
lighus	ˌliˈhus
ligne	ˈlinə
lignelse	ˈlinəlsə
lignelsen	ˈlinəlsəs
lignelser	ˈlinəlsɐ
lignelserne	ˈlinəlsɐnə
ligt	ˈliɡd
like	lɑjɡ
likviditet	likvidiˈted
lilje	liljə
lilla	ˈlela
lille	lilə
lilleasien	ˈliləˌasiən
lim	ˈlim
line	linɘ
lineal	lineˈæl
lingvistik	leŋɡviˈstik
link	lenk
linned	lenəd
list	ˈlesd
liste	ˈlesdə
liturgi	liduɐˈɡi
liv	liv
live	livə
livegen	liveɣən
livret	ˈliwˌʁad
livsforsikring	ˈlivsfɔrˌsekrenɡ
livskvalitet	ˈliʊskʋaliˌted
livsstil	ˈliwsˌsdil
lobbye	lɔbiə
lod	lɔd
lodde	lɔdə
loddekolbe	lɔdəkɔlbə
lodden	lɔdən
loft	ˈlʌfd
lokal	lokal
lokale	lokalə
lokke	lɔkə
lokomotiv	loɡomoˈtiw,lɔɡomoˈtiw
lokum	lɔkɔm
lol	lɔl
lolland	lɔlan
lomme	lɔmə
lommetørklæde	ˈlʌmətɶɐˌklɛðə
lort	lort
louise	luisə
lov	ˈlɔv
love	ˈlɔvə
loven	ˈlɔvən
lovlig	ˈlɒwli
lovlige	ˈlɒwlii
lovligt	ˈlɒwlid
lovmæssig	ˈlɒwˌmɛsi
loyal	løjal
loyale	løjalə
lud	ˈluð
ludder	ludər
lude	ludə
luder	ludər
luft	ˈlɔfd
luftkastel	lɔftkastɛl
lugt	ˈlɔɡd
lugte	loɡtɘ
lukaf	lɔɡˈæ
lukke	ˈlɔɡə
lun	lun
lund	lon
lune	lunə
lunge	ˈlɔŋə
lungebetændelse	ˈloŋəbeˌtɛnlsə
lunken	lonɡkən
lurvet	ˈluɐvəð
lut	lut
lutter	lutər
ly	ly
lyd	lyd
lydighed	ˈlyðiheð
lygte	ˈløɡdə
lykke	løkə
lykkelig	løɡəli
lykkeligvis	ˈløɡəliˈvis
lykkes	løkəs
lykønske	ˈløɡˌønsɡə
lykønskning	ˈløɡˌønsɡneŋ
lymfe	lømfə
lyn	lyn
lyne	lynə
lys	ˈlys
lyse	lysə
lyseblå	lysəblɔ
lysegrøn	lysəɡrœn
lyserød	ˈlysəˌʁœð
lyserødt	ˈlysəˌʁœd
lyshåret	lyshɔrəð
lysning	ˈlysneŋ
lyssky	lyssky
lyst	løst
lyste	løste
lysten	løstən
lyster	lystər
lystig	løsdi
lytte	ˈlydə
lyv	lyv
lyve	ˈlyʋə
låg	ˈlɔw
låge	lɔɡə
lån	ˈlɔn
låne	ˈlɔnə
lår	lɔr
lårben	lɔrben
lårt	ˈlɒd
lås	lɔs
læ	ˈlɛ
læder	lɛdər
læg	lɛɡ
læge	lɛɣə
læger	lɛɣər
lægerne	ˈlɛjɐnə
lægge	ˈlɛɡə
lægger	ˈlɛɡɐ
lægt	lɛkt
lægte	ˈlɛɡdə
lækker	lɛkər
læmme	ˈlɛmə
læne	ˈlɛnə
lænestol	lɛnəstol
længde	ˈlɛŋdə
længe	ˈlɛŋə
længes	ˈlɛŋəs
længsel	ˈlɛŋsəl
længtes	ˈlɛŋdəs
lær	lɛr
lærd	ˈlɛɐd
lærde	ˈlɛɐdə
lærdom	ˈlɛɐˌdʌm
lære	ˈlɛɐ
lærer	ˈlɛɐ
lærerinde	lɛrərenə
lærerne	ˈlɛɐnə
lærling	ˈlaɐleŋ
lærred	lɛrəd
lært	ˈlɛɐd
lærte	ˈlɛɐdə
læs	ˈlɛs
læse	ˈlɛsə
læsehest	lɛsəhɛst
læser	ˈlɛsɐ
læsesal	ˈlɛsəˌsæl
læsion	lɛˈsjon
læsse	ˈlɛsə
læst	ˈlɛsd
læste	ˈlɛsdə
løb	ˈløb
løbe	løbə
løber	løbər
løbet	ˈløbəð
lød	ˈløð
løg	løj
løgn	ˈlʌjn
løgner	ˈlʌjnɐ
løj	løj
løjer	ˈlʌjʌ
løjpe	lɔjbe
løjtnant	løjtnant
løkke	løkə
løn	ˈlœn
løndom	ˈlœnˌdʌm
lønforhøjelse	lœnfɔrhøjəlsə
lønlig	ˈlœnli
lørdag	ˈlœɐda
løse	ˈløsə
løsen	løsən
løss	løs
løst	ˈløsd
løste	ˈløsdə
løv	løʊ
løve	ˈløvə
løvinde	løvenə
mad	mað
maddike	ˈmaðˠiɡə
madding	madenɡ
madro	ˈmaðʁo
mafioso	mafioso
magasin	maɡasin
mage	ˈmæjə
mageløs	maɡəløs
magen	ˈmæjən
magenta	maˈɡɛnta
mager	ˈmæjɐ
magert	ˈmæjɐd
magnesium	maɡˈnesium
magnus	ˈmaunus
magre	ˈmɑwʁʌ
magt	ˈmɑɡd
magte	ˈmɑɡdə
magten	maɡdən
magter	maɡdər
maile	mɛjlə
maj	maj
majonæse	majonɛsə
majsolie	ˈmɑɪsˌoljə
makron	makron
maksime	maksimə
male	ˈmalə
maler	malər
malke	ˈmalɡə
malle	ˈmalə
malm	malm
malmø	ˈmalmø
malstrøm	malstrœm
malte	mɛltsə
man	man
mand	man
mandag	ˈmanda
mandel	ˈmanəl
mandelolie	ˈmanlˌoljə
manden	mænn
mandfolk	manfɔlk
mandig	mandi
mane	manə
manen	manən
manga	ˈmɑŋɡa
mange	ˈmɑŋə
mangen	ˈmɑŋən
mangfoldighed	mɑŋˈfʌldiˌheð
mangle	manɡlə
mangrove	mɑŋˈɡʁovə
mangt	ˈmɑŋd
maniodepressiv	manjodeprɛsiv
manke	mankə
manko	manɡko
mannequin	manəˈkɛŋ
manuskript	manuskrɛpt
maori	maˈoʁi
maraca	mɑˈʁɑka
maraton	maratɔn
march	ˈmɑɕ
marchere	mɑˈɕeɐ
marcipan	marsipan
mare	ˈmɑɑ
mareridt	ˈmarərit
margarine	mɑɡəˈʁinə
margrete	mɑˈɡʁædə
margrethe	mɑˈɡʁædə
maria	mɑˈʁiæ
mariehøne	mariəhœnə
mark	mark
marked	markəd
marker	markər
markere	markerə
marmelade	maməladə
marsk	marsk
marskal	marsjal
marsvin	marsvin
martre	ˈmɑtʁɐ
marts	marts
martyr	ˈmɑˌtyɐ
mase	masə
maske	maskə
masse	masə
masser	masər
masturbere	masturberɘ
materiale	matrialə
matriarkat	matʁiɑˈkæd
matrone	matronə
mave	mavə
mayonnaise	majonɛsə
med	mɛð
medalje	medaljə
medaljon	medaljɔnɡ
medarbejder	ˈmɛðɑˌbɑjdɐ
medborger	ˈmɛðˌbɒwʌ
meddele	ˈmɛðˌdelə
meddelelse	ˈmɛðˌdellsə
medens	ˈmeðəns
medie	mediə
meditation	meditasjon
medium	mediɔm
medlem	mɛðlɛm
medley	mɛdli
medsammensvoren	svorən
medtrafikant	ˈmɛðtʁɑfiˌkand
megen	ˈmajən
meget	ˈmajəð
meglegård	majləɡɔr
mejeri	mɑjɐˈʁi
mejerier	mɑjɐˈʁiɐ
mejerierne	mɑjɐˈʁiɐnə
mejeriet	mɑjɐˈʁiəð
mejsel	ˈmɑjsəl
mele	ˈmelə
melet	ˈmeləð
mellem	mɛləm
mellemnavn	mɛləmnavn
mellemstation	ˈmɛlmsdaˌɕon
melodigrandprix	melodiɡranpri
memorere	memorerə
men	men
menage	menasjə
mene	menə
mening	ˈmeneŋ
menneske	mɛnəskə
menneskene	mɛnəskənə
mennesker	mɛnəskər
menneskerne	mɛnəskərnə
mennesket	mɛnəskəð
mens	mɛns
menstruation	mɛnsdʁuɑˈɕon
mentor	mɛntər
menu	meˈny
menuen	meˈnyən
mere	merə
meritokrati	meɐitokʁɑˈti
messe	ˈmɛsə
messehagel	mɛsəhaɣəl
mest	mest
mester	ˈmɛstər
metafor	metafor
metal	metal
metallet	metalət
metode	metodə
metodisk	metodisk
mette	ˈmɛtə
mexicansk	mɛɡsiˈkænsɡ
mf	ɛmɛf
micelle	miˈselə
middag	ˈmeda
middel	midəl
middelalderlitteratur	ˈmiðəlalʌlidəʁɑˌtuɐ
middelhavet	midəlhavəd
middelmådig	midəlmɔdi
midler	midlər
midlertidig	ˈmiðlʌˌtiði
midsommer	ˈmiðˌsʌmʌ
midtpunkt	metpoŋt
mig	mɑj
mige	ˈmiə
migræne	miɡrɛnə
mikael	ˈmikæl
mikrobølge	ˈmikʁoˌbøljə
mikrobølgeovn	ˈmikʁobøljəˌɒwn
mild	mil
mile	milə
miljø	miljø
millennium	milɛniɔm
milliard	miliˈɑd
million	miliˈon
min	min
minde	ˈmenə
mindes	ˈmenəs
mindre	mendrə
mine	minə
minedrift	ˈminəˌdʁɛfd
mineral	ˌminəˈʁɑl
minimælk	minimɛlk
minutiøs	minuˈtjøs
mis	mis
misbruge	ˈmisˌbʁuə
mishandle	ˈmisˌhanlə
miskundhed	ˈmisɡonˌheð
mislykkes	ˈmisˌløɡəs
mislykket	ˈmisˌløɡəð
misse	misə
miste	mestə
mistelten	mistəlten
mistænke	ˈmisˌtɛŋɡə
mistænksom	misˈtɛŋɡˌsʌm
misunde	misonə
mit	mit
mjød	mjød
mjølner	ˈmjølnɐ
mobbe	mɔbə
mobber	mɔbər
mobil	mobil
mobilisering	mobiliˈseriŋ
mod	ˈmoð
modbydelig	moðˈbyðəli
mode	modə
modersmål	ˈmoðʌsˌmɔl
modificere	modifiserə
modig	modi
modsat	ˈmoðsæd
modstand	ˈmoðˌsdan
modvillig	moðvili
mogens	ˈmɔʊns
mole	molə
molestere	moləsterə
momentan	momənˈtæn
mon	mon
monarki	monɑˈki
monarkisme	monɑˈkismə
monarkist	monɑˈkisd
monarkistisk	monɑˈkisdisɡ
monne	monə
monoteist	ˌmonoteˈisd
monstro	monstro
montrice	mʌnˈtʁisə
montør	mʌnˈtøɐ
monument	monuˈmɛnd
monumental	monuməntal
mor	moɐ
mord	mor
morder	morder
more	ˈmoʌ
morgen	ˈmɔrən
morgenfrisk	ˈmɒɒnˌfʁæsɡ
morgenmad	ˈmɔrənˌmað
morgenmand	mɔrənmand
mormor	mɔrmor
moro	ˈmoʁo
morskab	ˈmoɐˌsɡæb
morsom	ˈmoɐˌsʌm
moræne	moˈʁɛnə
mos	mos
mose	mosə
moster	mɔstər
motion	mosjon
motivation	motivasjon
motor	motɔr
mountainbike	mavntənbajk
mudder	mudər
muddergrøft	ˈmuðˠɐˌɡʁœfd
muezzin	muɛˈsin
mug	ˈmɔɡ
mujahedin	mudjaheˈdin
muldvarp	ˈmulˌʋɑb
muldvarpe	ˈmulˌʋɑbə
muldvarpen	ˈmulˌʋɑbən
muldvarpene	ˈmulˌʋɑbənə
muldvarper	ˈmulˌʋɑbɐ
muldvarperne	ˈmulˌʋɑbɐnə
mule	mulə
mulig	muli
mulighed	mulihed
muligvis	ˈmuliˈvis
mullah	ˈmula
mums	mɔms
mund	mon
mundharmonika	mɔnharmonika
mundhugges	monhoɡə
mundtlig	montli
munk	ˈmɔŋɡ
munke	ˈmɔŋɡə
munken	ˈmɔŋɡən
munter	mɔntər
munterhed	mɔntərhed
mur	ˈmur
mure	ˈmurə
murer	murər
mus	mus
museer	muˈsɛɐ
museerne	muˈsɛɐnə
museet	muˈsɛəð
museum	muˈsɛɔm
musik	musik
musikfolk	muˈsiɡˌfʌlɡ
musket	muskɛt
musketer	muskəter
muskuløs	muskuløs
musling	ˈmusleŋ
musvåge	ˈmusˌʋɔwə
mut	mut
mutant	mutant
mutter	mɔtər
myg	myɡ
myggenæs	ˈmyɡənɛs
mynde	mønə
myrde	myrdə
myre	myrə
myreflittig	ˈmyʌˈflidi
mysli	mysli
mystik	mysˈdiɡ
mytisk	mytisɡ
må	ˈmɔ
måde	ˈmɔðə
måge	ˈmɔwə
mål	mɔl
måle	mɔlə
måler	mɔlər
målestok	ˈmɔləˌsdʌɡ
målløs	mɔlløs
målmand	mɔlmand
måltid	ˈmɔlˌtið
måne	mɔnə
måned	ˈmɔnəð
månedsvis	ˈmɔnəðsˌvis
månefase	mɔnəfasə
måneformørkelse	mɔnəfɔrmœrkəlsə
måneskin	ˈmɔnəˌsɡen
måske	mɔske
måtte	ˈmɔtə
måttet	ˈmʌdəð
mægtig	mɛɡti
mæle	ˈmɛlə
mælk	ˈmɛlɡ
mælke	ˈmɛlɡə
