㔂甘蔗	lân-kam-tsià
凝聚力	gîng-tsū-li̍k
凝血	gîng-hueh
凝血功能異常	gîng-hueh-kong-lîng-ī-siông
凝重	gîng-tāng
凝霜	gîng-sng
凝點	gîng-tiám
凝𠕇	kiàn-tīng
几桌	kí-toh
几桌仔	kí-toh-á
凡事	huân-sū
凡但	huân-nā
凡勢	huān-sì
凡在	huân-tsāi
凡塵	huân-tîn
凡是	huân-sī
凡若	huân-nā
凡若是	huân-nā-sī
凡間	huān-kan
凰鳳	hông-hōng
凱撒	Khái-sat
凱旋	khái-suân
凱旋門	Khái-suân-mn̂g
凱道	Khái-tō
凱達格蘭	khái-ta̍t-keh-lân
凶勢	hiong-sì
凶器	hiong-khì
凶夢	hiong-bāng
凶巴哩貓	hiong-pa-lí-niau
凶年	hiong-liân
凶手	hiong-tshiú
凶拳毋拍笑面	hiong-kûn-m̄-phah-tshiò-bīn
凶歲	hiong-suè
凶猛	hiong-bíng
凶身	hiong-sin
凶陷	hong-hām
凶險	hiong-hiám
凶險症	hong-hiám-tsìng
凸出	phok-tshut
凸字	phòng-jī
凸目雷	thóo-ba̍k-luî
凸鏡	phòng-kiànn
凸面鏡	phòng-bīn-kiànn
凹一窟	naih-tsi̍t-khut
凹字	lap-jī
凹目鮕	thap-ba̍k-koo
凹磕	lap-kha̍p
凹腰	nah-io
凹落去	au-lo̍h-khì
凹鏡	lap-kiànn
凹頭推	thap-thâu-tshia
凹頭栽	thap-thâu-tsai
凹鼻仔	naih-phīnn-á
出丁	tshut-ting
出不產	tshut-put-sán
出不盡	tshut-put-tsīn
出世	tshut-sè
出世命	tshut-sì-miā
出世的所在	tshut-sì-ê-sóo-tsāi
出主意	tshut-tsú-ì
出事	tshut-sū
出人前	tshut-lâng-tsiân
出代誌	tshut-tāi-tsì
出任	tshut-jīm
出伸	tshut-tshun
出來	tshut-lâi
出來盤撋早慢攏是愛還的	tshut-lâi-puânn-nuá-tsá-bān-lóng-sī-ài-hîng/huân-ê
出來矣	tshut-lâi-ah
出來講	tshut-lâi-kóng
出借	tshut-tsioh
出傖	tshut-sông
出價	tshut-kè
出光	tshut-kng
出入	tshut-ji̍p
出入口	tshut-ji̍p-kháu
出入境	tshut-ji̍p-kíng
出兵	tshut-ping
出剩	tshut-sīng
出力	tshut-la̍t
出動	tshut-tōng
出勤	tshut-khîn
出厄	tshut-eh
出去	tshut-khì
出去耍	tshut-khì-sńg
出取	tshut-tshú
出口	tshut-kháu
出口商	tshut-kháu-siong
出叫	tshut-kiò
出台	tshut-tâi
出名	tshut-miâ
出名人	tshut-miâ-lâng
出品	tshut-phín
出售	tshut-siû
出喙有話	tshut-tshuì-ū-uē
出嘴	tshut-tshuì
出國	tshut-kok
出土	tshut-thóo
出在	tshut-tsāi
出在人	tshut-tsāi-lâng
出在伊	tshut-tsāi-i
出在你	tshut-tsāi-lí
出在家己	tshut-tsāi-ka-kī
出在我	tshut-tsāi-guá
出場	tshut-tiûnn
出境	tshut-kíng
出外	tshut-guā
出外人	tshut-guā-lâng
出外景	tshut-guā-kíng
出外洋	tshut-guā-iûnn
出大力	tshut-tuā-la̍t
出天	tshut-thian
出奇	tshut-kî
出嫁	tshut-kè
出家	tshut-ke
出家人	tshut-ke-lâng
出尾	tshut-bué
出局	tshut-kio̍k
出山	tshut-san
出巡	tshut-sûn
出差	tshut-tshai
出帆	tshut-phâng
出師	tshut-sai
出師表	Tshut-su-piáu
出席	tshut-si̍k
出平儕	tshut-pênn-tsē
出床	tshut-sn̂g
出庭	tshut-tîng
出廠	tshut-tshiúnn
出張	tshut-tiunn
出征	tshut-tsing
出恭	tshut-kiong
出戰	tshut-tsiàn
出手	tshut-tshiú
出招	tshut-tsiau
出挑	tshut-thio
出挓	tshut-tioh
出掌	tshut-tsiáng
出擊	tshut-kik
出擢	tshut-tioh
出收	tshut-siu
出料	tshut-liāu
出於	tshut-î
出日	tshut-ji̍t
出日頭	tshut-ji̍t-thâu
出書	tshut-su
出月	tshut-gue̍h
出業	tshut-gia̍p
出櫥	tshut-tû
出正	tshut-tsiann
出殯	tshut-pìn
出氣	tshut-khuì
出水	tshut-tsuí
出水珠	tshut-tsuí-tsu
出水筒	tshut-tsuí-tâng
出汗	tshut-kuānn
出沒	tshut-bu̍t
出泉	tshut-tsuânn
出洋	tshut-iûnn
出海	tshut-hái
出港	tshut-káng
出演	tshut-ián
出潲	tshut-siâu
出火	tshut-hué
出火星	tshut-hué-tshenn
出炊	tshut-tshue
出煙	tshut-ian
出爐	tshut-lôo
出版	tshut-pán
出版商	tshut-pán-siong
出版業	tshut-pán-gia̍p
出版社	tshut-pán-siā
出獄	tshut-ga̍k
出珠	tshut-tsu
出現	tshut-hiān
出生	tshut-senn
出生入死	tshut-sing-ji̍p-sú
出生日期	tshut-sing-ji̍t-kî
出產	tshut-sán
出疹	tshut-tsín
出痕	tshut-hûn
出痲仔	tshut-muâ-á
出癖仔	tshut-phia̍h-á
出發	tshut-huat
出發點	tshut-huat-tiám
出眾	tshut-tsìng
出破	tshut-phuà
出磺口	tshut-hông-kháu
出示	tshut-sī
出神	tshut-sîn
出租	tshut-tsoo
出穗	tshut-suī
出空頭	tshut-khang-thâu
出笑話	tshut-tshiò-uē
出範	tshut-pān
出篷	tshut-phâng
出籠	tshut-lam
出納	tshut-la̍p
出納員	tshut-la̍p-uân
出經入典	tshut-king-ji̍p-tián
出缺	tshut-khuat
出罪	tshut-tsuē
出聲	tshut-siann
出脫	tshut-thuat
出脹	tshut-tiòng
出腳	tshut-kioh
出腳手	tshut-kha-tshiú
出自	tshut-tsū
出色	tshut-sik
出芽	tshut-gê
出茅	tshut-m̂
出菜	tshut-tshài
出葬	tshut-tsòng
出處	tshut-tshù
出虹	tshut-khīng
出血	tshut-hueh
出計智	tshut-kè-tì
出請	tshut-tshiánn
出貨	tshut-huè
出貴	tshut-kuì
出資	tshut-tsu
出賒	tshut-sia
出賞格	tshut-siúnn-keh
出賣	tshut-bē
出賽	tshut-sài
出超	tshut-tshiau
出路	tshut-lōo
出蹟	tshut-tsik
出身	tshut-sin
出身命	tshut-sin-miā
出軌	tshut-kuí
出遊	tshut-iû
出運	tshut-ūn
出道	tshut-tō
出酒	tshut-tsiú
出醜	tshut-tshiú
出錢	tshut-tsînn
出錯	tshut-tshò
出門	tshut-mn̂g
出門人	tshut-mn̂g-lâng
出閨	tshut-kui
出院	tshut-īnn
出陣	tshut-tīn
出青	tshut-tshenn
出面	tshut-bīn
出頭	tshut-thâu
出頭出跤	tshut-thâu-tshut-kha
出頭天	tshut-thâu-thinn
出頭繏脰	tshut-thâu-sǹg-tāu
出頭落角	tshut-thâu-lo̍h-kak
出題	tshut-tê
出額	tshut-gia̍h
出風頭	tshut-hong-thâu
出養	tshut-ióng
出首	tshut-siù
出馬	tshut-bé
出骨	tshut-kut
出鬼	tshut-kuí
出麻	tshut-muâ
函寄	hâm-kià
函授	hâm-siū
函數	hâm-sòo
函送	hâm-sàng
函養	hâm-iáng
刀仔	to-á
刀仔囝	to-á-kiánn
刀仔箭	to-á-tsìnn
刀傷草	to-siong-tsháu
刀光劍影	to-kong-kiàm-iánn
刀兵水火劫	to-ping-tsuí-hué-kiap
刀喙	to-tshuì
刀嘴	to-tshuì
刀子	to-tsí
刀尾	to-bué
刀岭	to-niā
刀嶺	to-niá
刀斧手	to-póo-tshiú
刀束	to-sok
刀板	to-pán
刀板仁豆	to-pán-jîn-tāu
刀柄	to-pìnn
刀殼	to-khak
刀痕	to-hûn
刀石	to-tsio̍h
刀砧	to-tiam
刀肉	to-bah
刀背	to-puē
刀脊	to-tsit
刀蓮	to-nî
刀豆	to-tāu
刀路	to-lōo
刀路深	to-lōo-tshim
刀銎	to-khing
刀鋩	to-mî
刀鞘	to-siò
刀首	to-siù
刀骿	to-phiann
刀魚	to-hî
刁人	tiau-lâng
刁價	tiau-kè
刁古董	tiau-kóo-tóng
刁工	thiau-kang
刁意	thiàui-kòo
刁意故	tiau-ì-kòo
刁持	thiau-tî
刁故意	thiau-kòo-ì
刁斷	tiau-tn̄g
刁蠻	thiau-bân
刁賴	tiau-nuā
刁難	thiau-lân
刁難人	tiau-lân-lâng
刁靠	tiau-khò
刁頑	thiau-bân
刁鴨	thiau-ah
分享	hun-hiáng
分佈	hun-pòo
分個	pun-ê
分傢伙	pun-ke-hué
分光鏡	hun-kong-kiànn
分公司	hun-kong-si
分公餅	pun-kong-piánn
分出	hun-tshut
分分仔	hun-hun-á
分別	hun-pia̍t
分割	hun-kuah
分化	hun-huà
分區	hun-khu
分厘	hun-lî
分叉	hun-tshe
分叉枝	hun-tshe-ki
分叉流	pun-tshe-lâu
分叉路	hun-tshe-lōo
分合	hun-ha̍p
分單字	hun-tan-jī
分囝	pun-kiánn
分場	hun-tiûnn
分外	hun-guā
分娩	hun-bián
分子	hun-tsú
分家伙	pun-ke-hué
分寸	hun-tshùn
分局	hun-kio̍k
分居	hun-ki
分屍	hun-si
分屍拆腿	hun-si-thiah-thuí
分層負責	hun-tsân-hū-tsik
分工	hun-kang
分布	hun-pòo
分平	pun-pênn
分張	pun-tiunn
分得	hun-tit
分心	hun-sim
分憂	hun-iu
分成	hun-sîng
分手	hun-tshiú
分批	hun-phe
分批的	pun-phue-ê
分抨	pun-phinn
分拆	hun-thiah
分摒	pun-phinn
分撥	hun-puah
分擔	hun-tam
分攤	hun-thuann
分支	hun-tsi
分散	hun-sàn
分數	hun-siàu
分文	hun-bûn
分明	hun-bîng
分曉	hun-hiáu
分書	hun-su
分會	hun-hē
分期	hun-kî
分析	hun-sik
分析家	hun-sik-ka
分校	hun-hāu
分椏	hun-ue
分業	hun-gia̍p
分權	hun-kuân
分歧	hun-kî
分段	hun-tuānn
分母	hun-bó
分水	pun-tsuí
分汊流	pun-tshe-lâu
分泌	hun-pì
分泌物	hun-pì-bu̍t
分派	hun-phài
分流	hun-lâu
分灶	pun-tsàu
分為	hun-uî
分班	hun-pan
分界	hun-kài
分發	hun-huat
分的	pun-ê
分的較贏買的	pun-ê-khah-iânn-bé-ê
分神	hun-sîn
分租	hun-tsoo
分立	hun-li̍p
分紅利	pun-âng-lī
分級	hun-kip
分組	hun-tsoo
分線	hun-suànn
分聲	hun-siann
分股	pun-kóo
分蜢薛	pun-meh-sih
分行	hun-hâng
分裂	hun-lia̍t
分解	hun-kái
分訴	hun-sòo
分詞	hun-sû
分讓	pun-niū
分貝	hun-puè
分財產	pun-tsâi-sán
分贓	hun-tsong
分路	pun-lōo
分辨	hun-piān
分辯	hun-piān
分道	pun-tō
分道嘴	pun-tō-tshuì
分部	hun-pōo
分配	hun-phuè
分野	hun-iá
分量	hūn-liāng
分金	hun-kim
分針	hun-tsiam
分銷	hun-siau
分鐘	hun-tsing
分開	hun-khui
分開帶	hun-khui-tuà
分開食	pun-khui-tsia̍h
分院	hun-īnn
分隊	hun-tuī
分隔	hun-keh
分離	hun-lī
分額	hūn-gia̍h
分類	hun-luī
分類械鬥	Hun-luī-hāi-tàu
分食	pun-tsia̍h
分食的	pun-tsia̍h-ê
分飯	pun-pn̄g
分餅	pun-piánn
分香	hun-hiunn
切仔球	tshiat-á-kiû
切傷	tshiat-siong
切入	tshiat-ji̍p
切削	tshiat-siah
切勿	tshiat-bu̍t
切合	tshiat-ha̍p
切實	tshiat-si̍t
切忌	tshiat-khī
切氣	tshiat-khì
切片	tshiat-phìnn
切碎	tshiat-tshuì
切結	tshiat-kiat
切結書	tshiat-kiat-su
切腹	tshiat-pak
切腹自殺	tshiat-pak-tsū-sat
切莫	tshiat-bo̍k
切菜	tshiat-tshài
切記	tshiat-kì
切貨	tshiat-huè
切身	tshiat-sin
切開	tshiat-khui
切除	tshiat-tî
刊出	khan-tshut
刊物	khan-bu̍t
刊登	khan-ting
刊行	khan-hîng
刊載	khan-tsài
刐感情	táinn-kám-tsîng
刑事	hîng-sū
刑具	hîng-khū
刑務所	hîng-bū-sóo
刑場	hîng-tiûnn
刑庭	hîng-tîng
刑期	hîng-kî
刑案	hîng-àn
刑求	hîng-kiû
刑法	hîng-huat
刑罰	hîng-hua̍t
刑警	hîng-kíng
刑責	hîng-tsik
划棑仔	kò-pâi-á
划橫流	kò-huâinn-lâu
划算	huâ-sǹg
划船	kò-tsûn
划船的	kò-tsûn-ê
列位	lia̍t-uī
列入	lia̍t-ji̍p
列出	lia̍t-tshut
列印	lia̍t-ìn
列單	lia̍t-tuann
列國	lia̍t-kok
列宙峇	Lia̍t-tiū-bâ
列寧	Lia̍t-lîng
列島	lia̍t-tó
列席	lia̍t-si̍k
列強	lia̍t-kiông
列為	lia̍t-uî
列祖	lia̍t-tsóo
列舉	lia̍t-kí
列表	lia̍t-pió
列車	lia̍t-tshia
列隊	lia̍t-tuī
刜草	phut-tsháu
初一	tshue-it
初中	tshoo-tiong
初中生	tshoo-tiong-sing
初二病	tshoo-jī-pēnn
初初	tshoo-tshoo
初學者	tshoo-ha̍k-tsiá
初審	tshoo-sím
初戀	tshoo-luân
初旬	tshoo-sûn
初時	tshoo-sî
初期	tshoo-kî
初步	tshoo-pōo
初犯	tshoo-huān
初皮	tshoo-phuê
初稿	tshoo-kó
初級	tshoo-kip
初衷	tshoo-tsiong
初診	tshoo-tsín
初試	tshoo-tshì
初賽	tshoo-sài
初選	tshoo-suán
初音未來	tshoo-im-bī-lâi
刣價	thâi-kè
刣割	thâi-kuah
刣文	thâi-bûn
刣肉仔	thâi-bah-á
刣豬	thâi-ti
刣豬的	thâi-ti-ê
刣雞用牛刀	thâi-ke-īng-gû-to
判例	phuànn-lē
判刑	phuànn-hîng
判官	phuànn-kuann
判定	phuànn-tīng
判斷	phuànn-tuàn
判案	phuànn-àn
判決	phuànn-kuat
判決書	phuànn-kuat-su
別世	pia̍t-sè
別人	pa̍t-lâng
別人个某較媠	pa̍t-lâng-ê-bóo-khah-suí
別人妻袂過五更	pa̍t-lâng-tshe-bē-kuè-gōo-kenn
別人的桌頂夾肉飼大家	pa̍t-lâng-ê-toh-tíng-ngeh-bah-tshī-ta-ke
別位	pa̍t-uī
別位無	pa̍t-uī-bô
別個	pa̍t-ê
別出心裁	pia̍t-tshut-sim-tshâi
別卦	pa̍t-kuà
別墅	pia̍t-sū
別姓	pa̍t-sènn
別客氣	bián-kheh-khì
別帶	pa̍t-tè
別庄頭	pa̍t-tsng-thâu
別所在	pa̍t-sóo-tsāi
別搭	pa̍t-tah
別日	pa̍t-ji̍t
別日仔	pa̍t-ji̍t-á
別樣	pa̍t-iūnn
別款	pa̍t-khuán
別派	pa̍t-phài
別的人	pa̍t-ê-lâng
別種	pa̍t-tsióng
別莊	pia̍t-tsong
別號	pia̍t-hō
別跡	pa̍t-jiah
別離	pia̍t-lī
別項	pa̍t-hāng
利上利	lī-siāng-lī
利上加利	lī-siāng-ka-lī
利仔錢	lāi-á-tsînn
利他	lī-tá
利便	lī-piān
利便商店	lī-piān-siong-tiàm
利便店	lī-piān-tiàm
利刀	lāi-to
利割	lāi-kuah
利劍劍	lāi-kiàm-kiàm
利口	lī-kháu
利器	lāi-khì
利子	lī-tsú
利害關係	lī-hāi-kuan-hē
利害關係人	lī-hāi-kuan-hē-jîn
利尿	lī-jiō
利尿劑	lī-jiō-tse
利己	lī-kí
利市	lī-tshī
利希頓斯坦	Lī-hi-tùn-su-thán
利弊	lī-pè
利得	lī-tit
利息	lāi-sit
利於	lī-î
利樂皇	lī-lo̍k-hông
利欲	lī-io̍k
利比亞	Lī-pí-a
利水	lī-tsuí
利流	lī-lâu
利澤簡	lī-ti̍k-kán
利率	lī-lu̍t
利用	lī-iōng
利用廢物	lī-iōng-huè-bu̍t
利用機會	lī-iōng-ki-huē
利用良機	lī-iōng-liâng-ki
利益	lī-ik
利益人	lī-ik-lâng
利純	lī-sûn
利絞利	lāi-ká-lāi
利綁	lī-póng
利脾	lī-pî
利誘	lī-iú
利路	lī-lōo
利錢	lāi-tsînn
利頭	lī-thâu
利馬	Lī-má
刪予擲捒	san-hōo-tàn-sak
刪減	san-kiám
刪除	san-tî
刮先	khue-sian
刮皮	kueh-phuê
到今	kàu-tann
到佇	kàu-tī
到位	kàu-uī
到南港的展覽館的官方網站	kàu-Lâm-káng-ê-tián-lám-kuán-ê-kuann-hong-bāng-tsām
到厝	kàu-tshù
到地	kàu-tè
到坎	kàu-khám
到塊	kàu-tè
到家齣	tò-ka-tshut
到尾	kàu-bué
到尾仔	kàu-bué-á
到尾來	kàu-bué-lâi
到崁	kàu-khàm
到底	kàu-té
到所在	kàu-sóo-tsāi
到手	kàu-tshiú
到手芳	tò-tshiú-phang
到旦	kàu-tann
到時	kàu-sî
到月	kàu-gue̍h
到期	kàu-kî
到本	kàu-pún
到極角	kàu-ki̍k-kak
到歲	kàu-huè
到熟水	kàu-sik-tsuí
到甲	kàu-kah
到盡磅	kàu-tsīn-pōng
到矣	kàu-ah
到站	kàu-tsām
到籬顛倒	tò-lî-tian-táu
到絕風嶺	kàu-tsua̍t-hong-niá
到繼草	kàu-kè-tsháu
到職	kàu-tsit
到落尾	kàu-lo̍h-bué
到著	tio̍h-tio̍h
到詣	kàu-gē
到路尾	kàu-lōo-bué
到載	kàu-tsāi
到透底	kàu-thàu-té
到限	kàu-hān
到齊	kàu-tsê
到齣	kàu-tshut
制伏	tsè-ho̍k
制喉	tsè-âu
制壓	tsè-ap
制定	tsè-tīng
制度	tsè-tōo
制度化	tsè-tōo-huà
制式	tsè-sik
制憲	tsè-hiàn
制服	tsè-ho̍k
制煞	tsè-suah
制空權	tsè-khong-kuân
制約	tsè-iok
制衡	tsè-hîng
制裁	tsè-tshâi
制訂	tsè-tìng
制誥	tsè-khò
制限	tsè-hān
刷新	seh-sin
刺䲅	tshì-kui
刺乳	tshì-jú
刺五加	tshì-ngóo-ka
刺人目	tshiah-lâng-ba̍k
刺仔	tshì-á
刺仔埔	tshì-á-poo
刺仔子	tshì-á-tsí
刺仔心	tshì-á-sim
刺仔花	tshì-á-hue
刺冬	tshì-tang
刺刀	tshì-to
刺吐	tshiah-thòo
刺字	tshià-jī
刺客	tshì-khik
刺心	tshiah-sim
刺杜密	tshì-tōo-bi̍t
刺果	tshì-kué
刺柑仔	tshì-kam-á
刺柿	tshì-phè
刺格	tshì-keh
刺桐	tshì-tông
刺楠	tshì-lâm
刺殺	tshì-sat
刺殼仔	tshì-khak-á
刺毛仔蟲	tshì-mn̂g-á-thâng
刺毛捋	tshì-môo-lua̍h
刺毛狗蟲	tshì-môo-káu-thâng
刺毛蟲	tshì-moo-thâng
刺毛蟲仔	tshì-moo-thâng-á
刺江某	tshì-kang-bóo
刺波	tshì-pho
刺海馬	Tshiah-hái-bé
刺激	tshì-kik
刺激性	tshì-kik-sìng
刺球	tshì-kiû
刺球仔	tshì-kiû-á
刺球花	tshì-kiû-hue
刺球豬	tshì-kiû-ti
刺瓜	tshì-kue
刺瓜仔	tshì-kue-á
刺疫	tshiah-ia̍h
刺皮鞋	tshiah-phuê-ê
刺盤	tshì-puânn
刺目	tshì-ba̍k
刺竹	tshì-tik
刺繡	tshì-siù
刺羅仔蟲	tshì-lô-á-thâng
刺羅蟲	tshì-lô-thâng
刺膨紗	tshiah-phòng-se
刺膽	tshì-tám
刺花	tshiah-hue
刺茄	tshì-kiô
刺草	tshì-tsháu
刺莓	tshì-m̂
刺莧	tshì-hīng
刺蒐	tshì-soo
刺蔥	tshì-tshang
刺號	tshiah-hō
刺虯	tshì-khiû
刺蝟	tshì-uī
刺螺	tshì-lê
刺血刀	tshiah-hueh-to
刺豬	tshì-ti
刺豬鼠	Tshì-ti-tshí
刺身	tshiah-sin
刺酸	tshiah-sng
刺鑿	tshì-tsha̍k
刺面	tshiah-bīn
刺鞋的	tshiah-ê-ê
刺鼠菇	tshì-tshí-koo
刺龍仔	Tshì-liông-á
刺龍公	Tshì-liông-kang
刺龍爸	Tshì-liông-pē
刻不容緩	khik-put-iông-uān
刻刀	khik-to
刻剝	khik-pak
刻劃	khik-uē
刻印	khik-ìn
刻印仔	khik-ìn-á
刻字	khik-jī
刻意	khik-ì
刻板	khik-pán
刻沉	khik-tiâm
刻浮	khik-phû
刻版	khik-pán
刻筆	khik-pit
刻花	khik-hue
刻苦	khik-khóo
刻薄	khik-po̍k
刻針	khik-tsiam
剁掉	tok-tiāu
剁斷	tok-tn̄g
剁肉	tok-bah
剁頭	tok-thâu
剃光光	thì-kng-kng
剃光頭	thì-kng-thâu
剃嘴鬚	thì-tshuì-tshiu
剃平頭	thì-pênn-thâu
剃頭	thì-thâu
剃頭刀	thì-thâu-to
剃頭師傅	thì-thâu-sai-hū
剃頭店	thì-thâu-tiàm
剉掉	tshò-tiāu
剉柴	tshò-tshâ
剉柴夫	tshò-tshâ-hu
剉樹	tshò-tshiū
剉樹仔	tshò-tshiū-á
削人	siah-lâng
削刀	siah-to
削削叫	siah-siah-kiò
削奅	siah-phānn
削孤枝	siah-koo-ki
削弱	siah-jio̍k
削減	siah-kiám
削皮	siah-phuê
削皮魚	siah-phuê-hî
削竹箭	siah-tik-tsìnn
削肉	siah-bah
削肩	siah-king
削蚵	siah-ô
削面子皮	siah-bīn-tsú-phuê
剋斂	khik-liám
剋星	khik-tshenn
剋歛	khik-liám
剋父母	khik-pē-bó
前一工	tsîng-tsi̍t-kang
前一暝	tsîng-tsi̍t-mê
前世	tsîng-sì
前世人	tsîng-sì-lâng
前世債	tsîng-sì-tsè
前世冤	tsîng-sì-uan
前世業	tsîng-sè-gia̍p
前人	tsîng-lâng
前人囝	tsîng-lâng-kiánn
前仔	tsîng-á
前任	tsîng-jīm
前來	tsiân-lâi
前例	tsiân-lē
前兆	tsîng-tiāu
前功盡棄	tsiân-kong-tsīn-khì
前半暝	tsîng-puànn-mê
前回	tsîng-huê
前因	tsîng-in
前埕	tsîng-tiânn
前夜	tsîng-iā
前妻	tsîng-tshe
前嫌	tsîng-hiâm
前幫	tsîng-pang
前年	tsîng-nî
前往	tsiân-óng
前後	tsîng-āu
前所未見	tsiân-sóo-bī-kiàn
前手	tsîng-tshiú
前提	tsiân-tê
前擴	tsîng-khok
前擺	tsîng-pái
前改	tsîng-kái
前數後補	tsîng-sòo-āu-póo
前斗	tsîng-táu
前方	tsiân-hong
前日	tsîng-ji̍t
前景	tsiân-kíng
前暗	tsîng-àm
前暝	tsîng-mê
前某	tsîng-bóo
前某囝	tsîng-bóo-kiánn
前毛	tsîng-mn̂g
前氣接袂著後氣	tsîng-khuì-tsiap-bē-tio̍h-āu-khuì
前氣毋接後氣	tsîng-khuì-m̄-tsiap-āu-khuì
前瞻	tsiân-tsiam
前瞻計畫	tsiân-tsiam-kè-uē
前科	tsiân-kho
前線	tsiân-suànn
前緣	tsîng-iân
前翁	tsîng-ang
前者	tsîng-tsiá
前落	tsîng-lo̍h
前衛	tsiân-uē
前裾	tsîng-ki
前言	tsiân-giân
前身	tsiân-sin
前車之鑑	tsîng-tshia-tsi-kàm
前輩	tsiân-puè
前述	tsiân-su̍t
前途	tsiân-tôo
前進	tsîng-tsìn
前過	tsîng-kuè
前鋒	tsiân-hong
前鎮	Tsîng-tìn
前門	tsîng-mn̂g
前院	tsîng-īnn
前陣	tsiân-tīn
前面	tsîng-bīn
前齒	tsîng-khí
剔剔	thak-thik
剔嘴齒	thak-tshuì-khí
剔指	thak-tsí
剔斥	thak-thik
剔算盤	thak-sǹg-puânn
剖屍	phuà-si
剖旁	phuà-pîng
剖開	phuà-khui
剛強	kong-kiông
剛果	Kong-kó
剝光光	pak-kng-kng
剝削	pak-siah
剝喙罨	pak-tshuì-am
剝地皮	pak-tē-phuê
剝奪	pak-tuat
剝殼	peh-khak
剝皮	pak-phuê
剝皮羊	pak-phuê-iûnn
剝皮魚	pak-phuê-hî
剝裼裼	pak-theh-theh
剝走	pak-tsáu
剝開	pak-khui
剝面皮	pak-bīn-phuê
剝骨	pak-kut
剝黜	pak-lut
剩的	sīn-ê
剩落來	sīng-lo̍h-lâi
剩額	sīn-gia̍h
剩飯	sīn-pn̄g
剩餘	sīng-î
剪仔	tsián-á
剪仔龜	tsián-á-ku
剪儌	tsián-kiáu
剪報	tsián-pò
剪接	tsián-tsiap
剪眉	tsián-bî
剪票	tsián-phiò
剪筊	tsián-kiáu
剪紐仔	tsián-liú-á
剪紙	tsián-tsuá
剪絨	tsián-jiông
剪絨仔花	tsián-jiông-á-hue
剪絨花	tsián-jiông-hue
剪綵	tsián-tshái
剪綹仔蟲	tsián-liú-á-thâng
剪落來	tsián-lo̍h-lâi
剪蚻	tsián-tsua̍h
剪蟲	tsián-thâng
剪裁	tsián-tshâi
剪車	tsián-tshia
剪輯	tsián-tsip
剪鑼	tsián-lô
剪頭	tsián-thâu
剪頭鬃	tsián-thâu-tsang
剪魚	tsián-hî
剪龜仔	tsián-ku-á
副主席	hù-tsú-si̍k
副作用	hù-tsok-iōng
副刊	hù-khan
副司令	hù-su-līng
副寄	hù-kià
副廠長	hù-tshiúnn-tiúnn
副房	hù-pâng
副所長	hù-sóo-tiúnn
副教授	hù-kàu-siū
副會長	hù-huē-tiúnn
副本	hù-pún
副校長	hù-hāu-tiúnn
副業	hù-gia̍p
副歌	hù-kua
副理	hù-lí
副產品	hù-sán-phín
副產物	hù-sán-bu̍t
副省級	Hù-sí͘ng-kip
副社長	hù-siā-tiúnn
副總	hù-tsóng
副總裁	hù-tsóng-tshâi
副署	hù-sū
副虹	hù-khīng
副詞	hù-sû
副議長	hù-gī-tiúnn
副院長	hù-īnn-tiúnn
副食	hù-si̍t
割傷	kuah-siong
割價	kuah-kè
割喉	kuah-âu
割喉無血	kuah-âu-bô-hueh
割嘴鬚	kuah-tshuì-tshiu
割定	kuah-tiānn
割店	kuah-tiàm
割引	kuah-ín
割捨	kuah-siá
割斷	kat-tuān
割火	kuah-hué
割犁仔	kuah-lê-á
割疼	kuah-thiànn
割盲腸	kuah-bông-tn̂g
割禮	kat-lé
割稻仔	kuah-tiū-á
割稻尾	kuah-tiū-bué
割絕	kat-tsua̍t
割腸肚	kuah-tn̂g-tōo
割草	kuah-tsháu
割草刀	kuah-tsháu-to
割草機	kuah-tsháu-ki
割讓	kuah-niū
割豬肉	kuah-ti-bah
割貨	kuah-huè
割車單	kuah-tshia-tuann
割金	kuah-kim
割除	kuah-tî
割頷	kuah-ām
割香	kuah-hiunn
割麭	kuah-pháng
創下	tshòng-hā
創作	tshòng-tsok
創傷	tshòng-siong
創出	tshòng-tshut
創刊	tshòng-khan
創厝	tshòng-tshù
創啥	tshòng-siánn
創啥乜	tshòng-siánn-mih
創啥啦	tshòng-siánn-lah
創啥潲	tshòng-siánn-siâu
創啥物	tshòng-siánn-mi̍h
創啥貨	tshòng-siánn-huè
創垃圾	tshòng-lah-sap
創始人	tshòng-sí-jîn
創局	tshòng-kio̍k
創建	tshòng-kiàn
創意	tshòng-ì
創戇	tshòng-gōng
創新	tshòng-sin
創景	tshòng-kíng
創景人	tshòng-kíng-lâng
創業	tshòng-gia̍p
創歹	tshòng-pháinn
創治	tshòng-tī
創清楚	tshóng-tshing-tshó
創無好	tshòng-bô-hó
創空	tshòng-khang
創空球	tshòng-khang-kiû
創立	tshòng-li̍p
創耍個	tshòng-sńg-ê
創舉	tshòng-kí
創設	tshòng-siat
創辦	tshòng-pān
創辦人	tshòng-pān-jîn
創造	tshòng-tsō
創造出	tshòng-tsō-tshut
創造力	tshòng-tsō-li̍k
剷平	tshán-pîng
剷草	thuánn-tsháu
剷除	sán-tî
剸死	tsân-sí
剸殺	tsân-sat
剸臍	tńg-tsâi
剺一下	le̍h-tsi̍t-ē
剺花	le̍h-hue
剾仔	khau-á
剾刀	khau-to
剾喙鬚	khau-tshuì-tshiu
剾手銃	khau-tshiú-tshìng
剾洗	khau-sé
剾焦	khau-ta
