敵わな	かなわな
手鎌	てがま
手鞠	てまり
才一	さいいち
才子	さいこ
才川	さいかわ
才知	さいち
才蔵	さいぞう
才谷	さいたに
打上	うちあげ
打出	うちいで
打田	うちた
打越	うちこし
扶余	ふよ
扶桑社	ふそうしゃ
承晩	しょうばん
抄子	しょうこ
折井	おりい
折原	おりはら
折口	おりぐち
折坂	おりさか
折壁	おりかべ
折戸	おりと
折田	おりた
折立	おりたて
折笠	おりかさ
折紙	おりがみ
折込	おりこみ
択捉	えとろふ
抱一	ほういつ
抹香	まっこう
押上	おしあげ
押上線	おしあげせん
押井	おしい
押入	おしいれ
押出	おしだし
押切	おしきり
押尾	おしお
押川	おしかわ
押本	おしもと
押田	おしだ
押見	おしみ
押野	おしの
拓也	たくや
拓司	たくじ
拓哉	たくや
拓大	たくだい
拓実	たくみ
拓朗	たくろう
拓次	たくじ
拓殖大学	たくしょくだいがく
拓海	たくみ
拓磨	たくま
拓郎	たくろう
拓馬	たくま
持主	もちぬし
持家	もちいえ
持明院	じみょういん
持氏	もちうじ
持田	もちだ
指原	さすはら
指宿	いぶすき
指宿枕崎線	いぶすきまくらざきせん
指物	さしもの
指田	さしだ
按針	あんじん
挙母	ころも
挟間	はざま
振一郎	しんいちろう
振子	ふりこ
挾間	はざま
掃部	かもん
掘割	ほりわり
掛川	かけがわ
接木	つぎき
推古	すいこ
推古天皇	すいこてんのう
推川	すいかわ
揖保	いぼ
揖保川	いぼがわ
揖斐	いび
揖斐川	いびがわ
揚子江	ようすこう
揚羽	あげは
搦手	からめて
摂南大学	せつなんだいがく
摂津	せっつ
摩利	まり
摩周	ましゅう
摩周湖	ましゅうこ
摩季	まき
摩文仁	まぶに
摩美	まみ
摩耶	まや
撞木	しゅもく
撫子	なでしこ
撫順	ぶじゅん
播但線	ばんたんせん
播州	ばんしゅう
播州赤穂	ばんしゅうあこう
播磨	はりま
播磨屋	はりまや
播磨灘	はりまなだ
攝津	せっつ
支倉	はせくら
支笏	しこつ
支笏湖	しこつこ
支線	しせん
放哉	ほうさい
放射線医学総合研究所	ほうしゃせんいがくそうごうけんきゅうしょ
放屁	ほうひ
放生	ほうじょう
放生会	ほうじょうえ
放送大学	ほうそうだいがく
政一	まさいち
政久	まさひさ
政之	まさゆき
政人	まさと
政伸	まさのぶ
政信	まさのぶ
政光	まさみつ
政則	まさのり
政勝	まさかつ
政博	まさひろ
政司	まさし
政和	まさかず
政夫	まさお
政子	まさこ
政孝	まさたか
政宏	まさひろ
政実	まさみ
政幸	まさゆき
政広	まさひろ
政弘	まさひろ
政彦	まさひこ
政志	まさし
政憲	まさのり
政所	まんどころ
政敏	まさとし
政明	まさあき
政昭	まさあき
政景	まさかげ
政樹	まさき
政次	まさじ
政田	まさだ
政男	まさお
政秀	まさひで
政美	まさみ
政行	まさゆき
政長	まさなが
政雄	まさお
敏久	としひさ
敏之	としゆき
敏也	としや
敏光	としみつ
敏勝	としかつ
敏博	としひろ
敏史	としふみ
敏司	としじ
敏和	としかず
敏夫	としお
敏子	としこ
敏幸	としゆき
敏広	としひろ
敏弘	としひろ
敏彦	としひこ
敏志	さとし
敏文	としふみ
敏明	としあき
敏晃	としあき
敏樹	としき
敏江	としえ
敏浩	としひろ
敏生	としき
敏男	としお
敏秀	としひで
敏英	としひで
敏行	としゆき
敏郎	としろう
敏雄	としお
教王護国寺	きょうおうごこくじ
敦史	あつし
敦司	あつし
敦士	あつし
敦夫	あつお
敦子	あつこ
敦彦	あつひこ
敦志	あつし
敦煌	とんこう
敦盛	あつもり
敦美	あつみ
敦賀	つるが
敬一	けいいち
敬三	けいぞう
敬久	たかひさ
敬之	たかゆき
敬二	けいじ
敬人	よしと
敬介	けいすけ
敬助	けいすけ
敬吾	けいご
敬和	けいわ
敬天	けいてん
敬子	たかこ
敬宇	けいう
数子	かずこ
数寄屋	すきや
数寄屋橋	すきやばし
数詞	すうし
敷島	しきしま
敷波	しきなみ
敷田	しきた
文一	ぶんいち
文三	ぶんぞう
文丸	ぶんまる
文乃	あやの
文久	ぶんきゅう
文也	ふみや
文京	ぶんきょう
文代	ふみよ
文俊	ふみとし
文則	ふみのり
文吾	ぶんご
文和	ふみかず
文夏	あやか
文太	ぶんた
文太郎	ぶんたろう
文夫	ふみお
文子	ふみこ
文學界	ぶんがくかい
文左衛門	ぶんざえもん
文平	ぶんぺい
文康	ふみやす
文彦	ふみひこ
文徳	ふみのり
文恵	ふみえ
文政	ぶんせい
文教大学	ぶんきょうだいがく
文春	ぶんしゅん
文昭	ふみあき
文月	ふづき
文枝	ふみえ
文殊	もんじゅ
文洋	ふみひろ
文珍	ぶんちん
文男	ふみお
文目	あやめ
文紀	ふみのり
文蔵	ぶんぞう
文藝春秋	ぶんげいしゅんじゅう
文郎	ふみお
文里	ふみさと
文雄	ふみお
文革	ぶんかく
文香	あやか
文鳥	ぶんちょう
文麿	ふみまろ
斉彬	なりあきら
斉昭	なりあき
斉木	さいき
斉田	さいた
斉藤	さいとう
斎宮	いつき
斎木	さいき
斎田	さいだ
斎藤	さいとう
斎賀	さいが
斐伊川	ひいかわ
斐太	ひだ
斐川	ひかわ
斑尾	まだらお
斑尾高原	まだらおこうげん
斑目	まだらめ
斑鳩	いかるが
斗煥	とかん
斜里	しゃり
斯波	しば
新一	しんいち
新一郎	しんいちろう
新三郎	しんざぶろう
新下関	しんしものせき
新中	しんちゅう
新丸子	しんまるこ
新之助	しんのすけ
新九郎	しんくろう
新井	あらい
新井田	あらいだ
新京成線	しんけいせいせん
新今宮	しんいまみや
新保	しんぼ
新倉	にいくら
新光	しんこう
新免	しんめん
新八	しんぱち
新内	しんない
新冠	にいかっぷ
新前橋	しんまえばし
新十津川	しんとつかわ
新原	にいはら
新古	しんこ
新台	しんだい
新司	しんじ
新吉	しんきち
新名	にいな
新吾	しんご
新和	しんわ
新国	にっくに
新垣	にいがき
新城	しんじょう
新堀	しんぼり
新堂	しんどう
新大久保	しんおおくぼ
新大塚	しんおおつか
新大宮	しんおおみや
新大阪	しんおおさか
新天	しんてん
新天地	しんてんち
新太	しんた
新太郎	しんたろう
新子	あたらし
新子安	しんこやす
新宅	しんたく
新実	にいみ
新宮	しんぐう
新家	しんけ
新宿	しんじゅく
新富	しんとみ
新富士	しんふじ
新小岩	しんこいわ
新屋	あらや
新屋敷	しんやしき
新山	しんざん
新島	にいじま
新崎	しんざき
新川	しんかわ
新川崎	しんかわさき
新左衛門	しんざえもん
新市	しんいち
新平	しんぺい
新庄	しんじょう
新座	にいざ
新得	しんとく
新悟	しんご
新日本製鐵	しんにほんせいてつ
新日鉄	しんにってつ
新明	しんめい
新星堂	しんせいどう
新木	あらき
新木場	しんきば
新本	しんぽん
新杉田	しんすぎた
新村	にいむら
新東	しんとう
新松戸	しんまつど
新栄	しんえい
新横浜	しんよこはま
新次	しんじ
新次郎	しんじろう
新池	あらいけ
新沢	しんざわ
新治	にいはり
新沼	にいぬま
新泉	しんせん
新津	にいつ
新津田沼	しんつだぬま
新浜	にいはま
新浦安	しんうらやす
新海	しんかい
新渡戸	にとべ
新港	しんこう
新湊	しんみなと
新湯	あらゆ
新潟交通	にいがたこうつう
新潟大学	にいがただいがく
新潮	しんちょう
新潮社	しんちょうしゃ
新瀬戸	しんせと
新狭山	しんさやま
新琴似	しんことに
新町	しんまち
新発田	しばた
新白岡	しんしらおか
新白河	しんしらかわ
新神戸	しんこうべ
新福	しんふく
新穂	にいほ
新立	にいだて
新篠津	しんしのつ
新美	にいみ
新習志野	しんならしの
新華社	しんかしゃ
新蔵	しんぞう
新藤	しんどう
新西	しんざい
新見	にいみ
新谷	しんたに
新越谷	しんこしがや
新進党	しんしんとう
新部	にいべ
新郷	しんごう
新都	しんと
新里	にいさと
新野	しんの
新金谷	しんかなや
新長田	しんながた
新門	しんもん
新開地	しんかいち
新間	しんま
新馬場	しんばば
新高	にいたか
新鶴見	しんつるみ
方円	ほうえん
方南	ほうなん
方南町	ほうなんちょう
方子	まさこ
方正	ほうせい
方眼	ほうがん
於保	おほ
旅籠	はたご
旅順	りょじゅん
日下	くさか
日下部	くさかべ
日並	ひなみ
日之出	ひので
日之影	ひのかげ
日乗	にちじょう
日代	ひしろ
日体大	にったいだい
日出	ひので
日出夫	ひでお
日出子	ひでこ
日出男	ひでお
日医	にちい
日南	にちなん
日原	ひはら
日吉	ひよし
日吉台	ひよしだい
日吉本	ひよしほん
日吉津	ひえづ
日向子	ひなこ
日向灘	ひゅうがなだ
日和佐	ひわさ
日和山	ひよりやま
日商岩井	にっしょういわい
日夏	ひなつ
日大	にちだい
日奈子	ひなこ
日展	にってん
日山	ひやま
日岡	ひおか
日川	ひかわ
日工	にっこう
日建	にっけん
日弁連	にちべんれん
日当	にっとう
日成	にっせい
日揮	にっき
日教組	にっきょうそ
日新	にっしん
日日	ひび
日明	あきら
日暮	ひぐらし
日暮里	にっぽり
日本体育大学	にほんたいいくだいがく
日本女子体育大学	にほんじょしたいいくだいがく
日本女子大学	にほんじょしだいがく
日本平	にほんだいら
日本文芸社	にほんぶんげいしゃ
日本書紀	にほんしょき
日本棋院	にほんきいん
日本橋	にほんばし
日本歯科大学	にっぽんしかだいがく
日本経済新聞	にほんけいざいしんぶん
日本経済新聞社	にほんけいざいしんぶんしゃ
日本興業銀行	にほんこうぎょうぎんこう
日本航空	にほんこうくう
日本赤十字社	にほんせきじゅうじしゃ
日本郵船	にっぽんゆうせん
日本電気	にっぽんでんき
日村	ひむら
日東	にっとう
日東電工	にっとうでんこう
日枝	ひえだ
日柄	ひがら
日栄	にちえい
日根野	ひねの
日比	ひび
日比谷	ひびや
日比谷公会堂	ひびやこうかいどう
日比谷公園	ひびやこうえん
日比谷線	ひびやせん
日比野	ひびの
日永	ひなが
日活	にっかつ
日浦	ひうら
日清食品	にっしんしょくひん
日渡	ひわたり
日生	にっせい
日生劇場	にっせいげきじょう
日産自動車	にっさんじどうしゃ
日田	ひた
日登美	ひとみ
日石	にっせき
日立	ひたち
日立建機	ひたちけんき
日立造船	ひたちぞうせん
日立金属	ひたちきんぞく
日笠	ひかさ
日経新聞	にっけいしんぶん
日置	ひおき
日興	にっこう
日航	にっこう
日菜子	ひなこ
日蓮	にちれん
日蓮宗	にちれんしゅう
日蔭	ひかげ
日見	ひみ
日豊	にっぽう
日赤	にっせき
日足	ひあし
日通	にっつう
日進	にっしん
日野	ひの
日野川	ひのかわ
日野自動車	ひのじどうしゃ
日鉱	にちこう
日長	ひなが
日馬	くさま
日高	ひだか
日高川	ひだかがわ
日高本線	ひだかほんせん
日高線	ひだかせん
早人	はやと
早坂	はやさか
早大	そうだい
早子	そうこ
早岐	さき
早崎	はやさき
早川	はやかわ
早希	さき
早慶	そうけい
早智子	さちこ
早月	さつき
早来	はやきた
早水	はやみず
早田	はやた
早稲田	わせだ
早稲田大学	わせだだいがく
早紀	さき
早織	さおり
早良	さわら
早見	はやみ
早野	はやの
早鐘	はやがね
早馬	はやうま
旭ヶ丘	あさひがおか
旭化成	あさひかせい
旭天鵬	きょくてんほう
旭屋	あさひや
旭山	あさひやま
旭川	あさひかわ
旭硝子	あさひがらす
旭鷲山	きょくしゅうざん
旺文社	おうぶんしゃ
昆陽	こんよう
昇一	しょういち
昇平	しょうへい
昇竜	しょうりゅう
昌一	しょういち
昌三	しょうぞう
昌久	まさひさ
昌之	まさゆき
昌也	まさや
昌人	まさと
昌代	まさよ
昌俊	まさとし
昌信	まさのぶ
昌典	まさのり
昌利	まさとし
昌史	まさし
昌司	しょうじ
昌吉	まさよし
昌和	しょうわ
昌夫	まさお
昌子	まさこ
昌孝	まさたか
昌宏	まさひろ
昌己	まさみ
昌巳	まさみ
昌平	しょうへい
昌幸	まさゆき
昌広	まさひろ
昌弘	まさひろ
昌彦	まさひこ
昌志	まさし
昌明	まさあき
昌晃	まさあき
昌樹	まさき
昌治	まさはる
昌浩	まさひろ
昌男	まさお
昌秀	まさひで
昌紀	まさき
昌美	まさみ
昌義	まさよし
昌良	まさよし
昌行	まさゆき
昌輝	まさてる
明世	あきよ
明久	あきひさ
明人	あきと
明仁	あきひと
明代	あきよ
明伸	あきのぶ
明信	あきのぶ
明倫	めいりん
明光	あきみつ
明利	あきとし
明博	あきひろ
明和	めいわ
明善	あきよし
明地	あけち
明大	めいだい
明天	めいてん
明夫	あきお
明奈	あきな
明媚	めいび
明子	あきこ
明宏	あきひろ
明宝	めいほう
明峰	めいほう
明希	あき
明広	あきひろ
明弘	あきひろ
明彦	あきひこ
明徳	あきのり
明恵	あきえ
明憲	あきのり
明成	あきなり
明敏	あきとし
明日美	あすみ
明日香	あすか
明星大学	めいせいだいがく
明智	あけち
明月	めいげつ
明正	あきまさ
明治大学	めいじだいがく
明治天皇	めいじてんのう
明治学院大学	めいじがくいんだいがく
明治維新	めいじいしん
明浩	あきひろ
明海	あけみ
明王	みょうおう
明生	あきうみ
明男	あきお
明知	めいち
明石	あかし
明石公園	あかしこうえん
明石家	あかしや
明石屋	あかしや
明石海峡	あかしかいきょう
明石海峡大橋	あかしかいきょうおおはし
明礬	みょうばん
明神	みょうじん
明秀	あきひで
明科	あかしな
明穂	あきほ
明美	あけみ
明義	あきよし
明良	めいりょう
明菜	あきな
明衣子	めいこ
明豊	めいほう
明里	あかり
明野	あけの
明鏡	めいきょう
明雄	あきお
明電舎	めいでんしゃ
明香	あすか
星乃	ほしの
星井	ほしい
星加	ほしか
星原	ほしはら
星合	ほしあい
星名	ほしな
星和	せいわ
星城	せいじょう
星夜	せいや
星奈	ほしな
星子	せいこ
星宮	ほしみや
星屑	ほしくず
星山	ほしやま
星崎	ほしざき
星川	ほしかわ
星影	ほしかげ
星田	ほしだ
星羅	せいら
星谷	ほしたに
星野	ほしの
星陵	せいりょう
映司	えいじ
映子	えいこ
映美	えみ
映見	えみ
春一	はるいち
春乃	はるの
春信	はるのぶ
春光	しゅんこう
春原	すのはら
春吉	はるきち
春名	はるな
春太郎	はるたろう
春夫	はるお
春奈	はるな
春子	はるこ
春山	はるやま
春岡	はるおか
春川	はるかわ
春市	はるいち
春彦	はるひこ
春慶	しゅんけい
春日	かすが
春日井	かすがい
春日大社	かすがたいしゃ
春日局	かすがのつぼね
春日山	かすがやま
春日部	かすかべ
春日野	かすがの
春日野道	かすがのみち
春木	はるき
春樹	はるき
春水	しゅんすい
春江	はるえ
春海	しゅんかい
春琴	しゅんきん
春生	はるお
春田	はるだ
春男	はるお
春畑	はるはた
春眠	しゅんみん
春美	はるみ
春草	しゅんそう
春菊	しゅんぎく
春菜	はるな
春華	はるか
春蘭	しゅんらん
春近	はるちか
春野	はるの
春雄	はるお
春雪	しゅんせつ
春雷	しゅんらい
春風亭小朝	しゅんぷうていこあさ
春香	はるか
昭一	しょういち
昭一郎	しょういちろう
昭三	しょうぞう
昭乃	あきの
昭久	あきひさ
昭之	あきゆき
昭二	しょうじ
昭人	あきと
昭仁	あきひと
昭光	あきみつ
昭博	あきひろ
昭和大学	しょうわだいがく
昭和女子大学	しょうわじょしだいがく
昭和新山	しょうわしんざん
昭和町	しょうわちょう
昭和音楽大学	しょうわおんがくだいがく
昭夫	あきお
昭子	あきこ
昭宏	あきひろ
昭平	しょうへい
昭弘	あきひろ
昭彦	あきひこ
昭恵	あきえ
昭栄	しょうえい
昭次	しょうじ
昭治	しょうじ
昭浩	あきひろ
昭男	あきお
昭雄	あきお
是川	これかわ
是政	これまさ
是枝	これえだ
是永	これなが
是清	これきよ
昼顔	ひるがお
時事新報	じじしんぽう
時事通信	じじつうしん
時事通信社	じじつうしんしゃ
時人	じじん
時任	ときとう
時子	ときこ
時宗	じしゅう
時崎	ときさき
時成	ときなり
時松	ときまつ
時枝	ときえ
時津	ときつ
時田	ときた
時男	ときお
時蔵	ときぞう
時貞	ときさだ
晃一	こういち
晃久	あきひさ
晃介	こうすけ
晃司	こうじ
晃嗣	こうじ
晃子	あきこ
晃弘	あきひろ
晃生	てるお
晋一	しんいち
晋一郎	しんいちろう
晋二	しんじ
晋作	しんさく
晋平	しんぺい
晟一	せいいち
晦日	みそか
晩成	ばんせい
普代	ふだい
普天	ふてん
普天間	ふてんま
普賢岳	ふげんだけ
景子	けいこ
景山	かげやま
景時	かげとき
景樹	かげき
景綱	かげつな
景虎	かげとら
晴一	せいいち
晴之	はるゆき
晴也	はるや
晴人	はると
晴信	はるのぶ
晴夫	はるお
晴子	はるこ
晴山	はれやま
晴嵐	せいらん
晴彦	はるひこ
晴朗	せいろう
晴海	はるみ
晴男	はるお
晴臣	はるおみ
晴雄	はるお
晴雨	せいう
晴香	はるか
晶一	しょういち
晶子	あきこ
晶彦	あきひこ
晶紀	あき
智一	ともかず
智世	ともよ
智乃	ちの
智久	ともひさ
智之	ともゆき
智也	ともや
智仁	ともひと
智代	ともよ
智佐	ちさ
智光	ちこう
智則	とものり
智加	ちか
智博	ともひろ
智史	さとし
智司	さとし
智和	ともかず
智子	ともこ
智学	ちがく
智宏	ともひろ
智実	ともみ
智将	ちしょう
智幸	ともゆき
智広	ともひろ
智康	ともやす
智弘	ともひろ
智彦	ともひこ
智徳	とものり
智志	さとし
智恵	ちえ
智恵子	ちえこ
智恵理	ちえり
智恵美	ちえみ
智慧	ちえ
智明	ともあき
智春	ちはる
智昭	ともあき
智朗	ともあき
智樹	ともき
智江	ちえ
智治	ともはる
智洋	ともひろ
智浩	ともひろ
智男	とみお
智積	ちしゃく
智章	ともあき
智紀	とものり
智絵	ちえ
智美	ともみ
智者	ちしゃ
智英	ともひで
智行	ともゆき
智裕	ともひろ
智頭	ちず
智頭線	ちずせん
智香	ちか
暁光	ぎょうこう
暁夫	あきお
暁子	あきこ
暁斎	きょうさい
暁生	あきお
暁美	あけみ
暢子	のぶこ
曙光	しょこう
曙橋	あけぼのばし
曜一	よういち
曜子	ようこ
曜平	ようへい
曲尺	かねじゃく
曲輪	くるわ
曳山	ひきやま
曳舟	ひきふね
曳馬	ひくま
更別	さらべつ
更埴	こうしょく
更科	さらしな
更紗	さらさ
更級	さらしな
更衣	こうい
曹丕	そうひ
曹操	そうそう
曹植	そうしょく
曹洞宗	そうとうしゅう
曼殊	まんしゅ
曼陀羅	まんだら
曽山	そやま
曽我	そが
曽我部	そかべ
曽於	そお
曽木	そぎ
曽根	そね
曽根崎	そねざき
曽根田	そねだ
曽爾	そじ
曽田	そた
曽祢	そね
曽良	そら
曽谷	そや
曽野	その
曾我	そが
曾根	そね
曾根崎	そねざき
曾野	その
最澄	さいちょう
會津	あいづ
會澤	あいざわ
會田	あいだ
月並	つきなみ
月亭	つきてい
月原	つきはら
月夜野	つきよの
月子	げっし
月寒	つきさむ
月山	がっさん
月岡	つきおか
月崎	つきさき
月彦	つきひこ
月影	つきかげ
月明	げつめい
月本	つきもと
月村	げっそん
月森	つきもり
月永	つきなが
月瀬	つきせ
月琴	げっきん
月田	つきだ
月白	つきしろ
月美	つきみ
月見山	つきみやま
月読	つくよみ
月野	つきの
有一	ゆういち
有三	ゆうぞう
有井	ありい
有働	ゆうどう
有光	ありみつ
有功	ゆうこう
有加	ゆか
有原	ありはら
有司	ゆうし
有吉	ありよし
有坂	ありさか
有子	ゆうこ
有安	ありやす
有富	ありとみ
有山	ありやま
有岡	ありおか
有島	ありしま
有川	ありかわ
有希	ゆうき
有希子	ゆきこ
有彩	ありさ
有徳	ありのり
有恒	ありつね
有情	うじょう
有我	ありが
有斐閣	ゆうひかく
有明	ありあけ
有明海	ありあけかい
有朋	ありとも
有木	ありき
有末	ありすえ
有本	ありもと
有村	ありむら
有松	ありまつ
有栖川	ありすがわ
有森	ありもり
有楽	ゆうらく
有楽町	ゆうらくちょう
有永	ありなが
有沢	ありさわ
有浦	ありうら
有海	ありうみ
有珠	うす
有理	ゆうり
有田	ありだ
有礼	ありのり
有紀	ゆき
有紀子	ゆきこ
有美	ゆみ
有美子	ゆみこ
有賀	ありが
有道	ありみち
有里	ゆり
有野	ありの
有間	ありま
有隣堂	ゆうりんどう
有香	ゆか
有馬	ありま
有馬線	ありません
朋之	ともゆき
朋子	ともこ
朋宏	ともひろ
朋彦	ともひこ
朋恵	ともえ
朋樹	ともき
朋美	ともみ
朋花	ともか
朋香	ともか
服部	はっとり
服部緑地	はっとりりょくち
朔太郎	さくたろう
朗子	あきこ
望海	のぞみ
望美	のぞみ
望都	もと
朝一	あさいち
朝丘	あさおか
朝井	あさい
朝倉	あさくら
朝光	ともみつ
朝凪	あさなぎ
朝加	あさか
朝原	あさはら
朝吹	あさぶき
朝夏	あさか
朝夫	あさお
朝子	あさこ
朝宮	あさみや
朝山	あさやま
朝岡	あさおか
朝川	あさかわ
朝彦	あさひこ
朝日奈	あさひな
朝日山	あさひやま
朝日放送	あさひほうそう
朝日新聞	あさひしんぶん
朝日新聞社	あさひしんぶんしゃ
朝木	あさき
朝来	あさご
朝比奈	あさひな
朝水	あさみ
朝永	ともなが
朝河	あさかわ
朝生	あさお
朝田	あさだ
朝美	あさみ
朝興	ともおき
朝野	あさの
朝長	ともなが
朝間	あさま
朝陽	あさひ
朝雄	あさお
朝霞	あさか
朝霧高原	あさぎりこうげん
朝風	あさかぜ
朝香	あさか
朝鮮中央通信	ちょうせんちゅうおうつうしん
朝鮮学園	ちょうせんがくえん
朝鮮日報	ちょうせんにっぽう
朝鮮民主主義人民共和国	ちょうせんみんしゅしゅぎじんみんきょうわこく
木上	きうえ
木下	きのした
木下工務店	きのしたこうむてん
木之本	きのもと
木佐	きさ
木佐貫	きさぬき
木俣	きまた
木元	きもと
木全	きまた
木内	きうち
木南	きなみ
木原	きはら
木口	きぐち
木古内	きこない
木坂	きさか
木城	きしろ
木塚	きづか
木多	きた
木太	きた
木子	きこ
木尾	きお
木屋	きや
木山	きやま
木島	きじま
木崎	きざき
木嶋	きじま
木川	きがわ
木幡	こはた
木戸口	きどぐち
木戸川	きどかわ
木挽	こびき
木暮	こぐれ
木更津	きさらづ
木曽	きそ
木曽福島	きそふくしま
木曾	きそ
木月	きづき
木村	きむら
木林	きばやし
木根	きね
木梨	きなし
木次	きすき
木次線	きすきせん
木沢	きさわ
木沼	きぬま
木津	きづ
木津川	きづがわ
木浦	きうら
木瀬	きせ
木犀	もくせい
木田	きだ
木町	きまち
木皿	きさら
木祖	きそ
木綿子	ゆうこ
木花	きはな
木苺	きいちご
木葉	このは
木蓮	もくれん
木藤	きとう
木谷	きたに
木賊	とくさ
木野	きの
木霊	こだま
木頭	きとう
木風	きかぜ
未來	みらい
未央	みお
未奈	みな
未希	みき
未散	みちる
未森	みもり
未樹	みき
未玖	みく
未生	みしょう
未知子	みちこ
未稀	みき
未菜	みな
未踏	みとう
末代	まつだい
末光	すえみつ
末吉	すえきち
末岡	すえおか
末崎	すえざき
末木	すえき
末松	すえまつ
末次	すえつぐ
末武	すえたけ
末永	すえなが
末野	すえの
本上	ほんじょう
本別	ほんべつ
本匠	ほんじょう
本厚木	ほんあつぎ
本吉	もとよし
本地	ほんじ
本城	ほんじょう
本多	ほんだ
本多劇場	ほんだげきじょう
本学	ほんがく
本宮	もとみや
本宿	もとじゅく
本川	ほんかわ
本州	ほんしゅう
本巣	もとす
本庄	ほんじょう
本庄東	ほんじょうひがし
本手	ほんて
本明	ほんみょう
本村	もとむら
本条	ほんじょう
本栖湖	もとすこ
本橋	もとはし
本沢	ほんざわ
本渡	ほんど
本牧	ほんもく
本田	ほんだ
本町	ほんちょう
本町線	ほんちょうせん
本石	もといし
本納	ほんのう
本能寺	ほんのうじ
本荘	ほんじょう
本谷	もとや
本通	ほんどおり
本郷	ほんごう
本郷三丁目	ほんごうさんちょうめ
本郷台	ほんごうだい
本間	ほんま
本願寺	ほんがんじ
本駒込	ほんこまごめ
札内	さつない
札場	ふだば
札幌医科大学	さっぽろいかだいがく
札幌大学	さっぽろだいがく
札幌学院大学	さっぽろがくいんだいがく
朱子	しゅこ
朱里	じゅり
朱門	しゅもん
朱鳥	あすか
朱鷺	とき
朽葉	くちは
杉下	すぎした
杉並	すぎなみ
杉井	すぎい
杉作	すぎさく
杉内	すぎうち
杉原	すぎはら
杉坂	すぎさか
杉尾	すぎお
杉山	すぎやま
杉岡	すぎおか
杉崎	すぎさき
杉木	すぎき
杉本	すぎもと
杉村	すぎむら
杉森	すぎもり
杉江	すぎえ
杉沢	すぎさわ
杉浦	すぎうら
杉田	すぎた
杉谷	すぎたに
杉野	すぎの
李白	りはく
杏奈	あんな
杏子	きょうこ
杏実	あんみ
杏林大学	きょうりんだいがく
杏果	きょうか
杏樹	あんじゅ
杏理	あんり
杏里	あんり
材木座	ざいもくざ
村上	むらかみ
村中	むらなか
村主	すぐり
村井	むらい
村元	むらもと
村内	むらうち
村地	むらち
村尾	むらお
村山	むらやま
村岡	むらおか
村崎	むらさき
村川	むらかわ
村形	むらかた
村方	むらかた
村木	むらき
村本	むらもと
村杉	むらすぎ
村東	むらひがし
村松	むらまつ
村瀬	むらせ
村田	むらた
村石	むらいし
村西	むらにし
村越	むらこし
村里	むらざと
村重	むらしげ
村野	むらの
村雨	むらさめ
村雲	むらくも
杖立	つえたて
杜夫	もりお
杜氏	とうじ
杜若	かきつばた
来住	きし
来夏	らいか
来宮	きのみや
来山	らいざん
来島	らいしま
来栖	くるす
来生	きすぎ
杭州	こうしゅう
東一	とういち
東三国	ひがしみくに
東上	とうじょう
東上野	ひがしうえの
東中	ひがしなか
東中山	ひがしなかやま
東中野	ひがしなかの
東串良	ひがしくしら
東久留米	ひがしくるめ
東九条	ひがしくじょう
東予	とうよ
東五反田	ひがしごたんだ
東亜日報	とうあにっぽう
東京医科大学	とうきょういかだいがく
東京医科歯科大学	とうきょういかしかだいがく
東京国際大学	とうきょうこくさいだいがく
東京外国語大学	とうきょうがいこくごだいがく
東京大学	とうきょうだいがく
東京女子医科大学	とうきょうじょしいかだいがく
東京女子大学	とうきょうじょしだいがく
東京学芸大学	とうきょうがくげいだいがく
東京家政大学	とうきょうかせいだいがく
東京工業大学	とうきょうこうぎょうだいがく
東京工科大学	とうきょうこうかだいがく
東京工芸大学	とうきょうこうげいだいがく
東京急行電鉄	とうきょうきゅうこうでんてつ
東京情報大学	とうきょうじょうほうだいがく
東京慈恵会医科大学	とうきょうじけいかいいかだいがく
東京放送	とうきょうほうそう
東京歯科大学	とうきょうしかだいがく
東京理科大	とうきょうりかだい
東京理科大学	とうきょうりかだいがく
東京競馬場	とうきょうけいばじょう
東京経済大学	とうきょうけいざいだいがく
東京芸大	とうきょうげいだい
東京薬科大学	とうきょうやっかだいがく
東京農工大学	とうきょうのうこうだいがく
東京農業大学	とうきょうのうぎょうだいがく
東京造形大学	とうきょうぞうけいだいがく
東京都立大学	とうきょうとりつだいがく
東京電力	とうきょうでんりょく
東京電機大学	とうきょうでんきだいがく
東京音楽大学	とうきょうおんがくだいがく
東仙台	ひがしせんだい
東伊豆	ひがしいず
東伏見	ひがしふしみ
東伯	とうはく
東住吉	ひがしすみよし
東儀	とうぎ
東光	とうこう
東公園	ひがしこうえん
東出	ひがしで
東出雲	ひがしいずも
東刈谷	ひがしかりや
東別院	ひがしべついん
東加古川	ひがしかこがわ
東北大学	とうほくだいがく
東北学院大学	とうほくがくいんだいがく
東北工業大学	とうほくこうぎょうだいがく
東北新幹線	とうほくしんかんせん
東北本線	とうほくほんせん
東北沢	ひがしきたざわ
東北福祉大学	とうほくふくしだいがく
東北自動車道	とうほくじどうしゃどう
東北芸術工科大学	とうほくげいじゅつこうかだいがく
東北道	とうほくどう
東北電力	とうほくでんりょく
東十条	ひがしじゅうじょう
東千石	ひがしせんごく
東千葉	ひがしちば
東原	ひがしはら
東吉野	ひがしよしの
東名	とうめい
東名高速道路	とうめいこうそくどうろ
東向	ひがしむき
東和	とうわ
東品川	ひがししながわ
東員	とういん
東唐津	ひがしからつ
