آئي	aːiː
چؤنڻائي	t͡ʃəuːɳɳaːiː
چؤنڻائڻ	t͡ʃəuːɳɳaːɪɳʊ
چؤڙ	t͡ʃəʊɽʊ
چؤکنڊي	t͡ʃɔːkʰəɳɖiː
چئاڪو	t͡ʃʊaːkoː
چئي	t͡ʃʊiː
چئڻ	t͡ʃʊəɳʊ
چائت	t͡ʃaːʊt̪ɪ
چائٽ	t͡ʃɪʊʈə
چائٿو	t͡ʃaːʊt̪ʰoː
چابڪ	t͡ʃaːbʊkʊ
چادر	t͡ʃaːd̪əɾə
چار	t͡ʃaːɾ
چارالڻ	t͡ʃaːɾaːləɳʊ
چاراپو	t͡ʃaːɾaːpoː
چاراڻي	t͡ʃaːɾaːɳiː
چارو	t͡ʃaːɾoː
چاري	t͡ʃaːɾiː
چارِ	t͡ʃaːɾɪ
چارپ	t͡ʃaːɾəpə
چارڻ	t͡ʃaːɾəɳʊ
چاش	t͡ʃaːʃɪ
چاشني	t͡ʃaːʃniː
چال	t͡ʃaːlɪ
چالاڪ	t͡ʃaːlaːkʊ
چالاڪي	t͡ʃaːlaːkiː
چالو	t͡ʃaːloː
چالي	t͡ʃaːliː
چاليهه	t͡ʃaːliːhə
چاليهو	t͡ʃaːliːhoː
چاميلو	t͡ʃaːmeːloː
چاند	t͡ʃaːnd̪ʊ
چاندني	t͡ʃaːnd̪ɪniː
چاندي	t͡ʃaːnd̪iː
چاندڻي	t͡ʃaːnd̪ɪɳiː
چانيهو	t͡ʃaːniːhoː
چانڊ	t͡ʃaːɳɖʊ
چانڊوڪو	t͡ʃaːɳɖoːkoː
چانڊوڪي	t͡ʃaːɳɖoːkiː
چانڪو	t͡ʃaːŋkoː
چاهه	t͡ʃaːhə
چاهڻ	t͡ʃaːhəɳʊ
چاوت	t͡ʃaːʋət̪ɪ
چاوتجڻ	t͡ʃaːʋət̪ɪd͡ʒəɳʊ
چاوتي	t͡ʃaːʋət̪iː
چاٻو	t͡ʃaːɓoː
چاٻي	t͡ʃaːɓiː
چاٽ	t͡ʃaːʈə
چاٽي	t͡ʃaːʈiː
چاپ	t͡ʃaːpə
چاپاهه	t͡ʃaːpaːhɪ
چاپهه	t͡ʃaːpəhɪ
چاپوڙو	t͡ʃaːpoːɽoː
چاپڻ	t͡ʃaːpəɳʊ
چاچلائي	t͡ʃaːt͡ʃʊlaːiː
چاچلو	t͡ʃaːt͡ʃʊloː
چاچو	t͡ʃaːt͡ʃoː
چاچي	t͡ʃaːt͡ʃiː
چاڙهاڻي	t͡ʃaːɽhaːɳiː
چاڙهه	t͡ʃaːɽhʊ
چاڙهو	t͡ʃaːɽhuː
چاڙهي	t͡ʃaːɽhiː
چاڙهيڪو	t͡ʃaːɽhiːkoː
چاڙهڻ	t͡ʃaːɽhəɳʊ
چاکڙي	t͡ʃaːkʰɪɽiː
چاڪ	t͡ʃaːkʊ
چاڪاساڻ	t͡ʃaːkaːsaːɳʊ
چاڪر	t͡ʃaːkəɾʊ
چاڪري	t͡ʃaːkɪɾiː
چاڻو	t͡ʃaːɳoː
چاڻڪ	t͡ʃaːɳəkə
چبوتڙو	t͡ʃəbuːt̪ɪɽoː
چت	t͡ʃɪt̪ʊ
چتائڻ	t͡ʃɪt̪aːɪɳʊ
چتار	t͡ʃɪt̪aːɾə
چتر	t͡ʃət̪ʊɾʊ
چترائي	t͡ʃət̪ʊɾaːiː
چترائڻ	t͡ʃət̪ɪɾaːɪɳʊ
چتراڻو	t͡ʃət̪ʊɾaːɳoː
چترڪ	t͡ʃɪt̪ɾəkʊ
چتو	t͡ʃʊt̪uː
چتوڻ	t͡ʃɪtəʋəɳʊ
چتي	t͡ʃət̪iː
چتڙ	t͡ʃʊt̪əɽʊ
چر	t͡ʃəɾə
چراخ	t͡ʃəɾaːxʊ
چراخدان	t͡ʃəɾaːxd̪aːnʊ
چراغ	t͡ʃəɾaːɣʊ
چراڻي	t͡ʃəɾaːɳiː
چربی	t͡ʃəɾbiː
چرخ	t͡ʃəɾxʊ
چرخائي	t͡ʃəɾxaːiː
چرخو	t͡ʃəɾxoː
چرخي	t͡ʃəɾxiː
چرس	t͡ʃəɾsʊ
چرن	t͡ʃəɾənʊ
چرنو	t͡ʃəɾnoː
چرهو	t͡ʃəɾəhoː
چرو	t͡ʃəɾuː
چرونجي	t͡ʃɪɾɔːɲd͡ʒiː
چري	t͡ʃəɾiː
چرچ	t͡ʃʊɾt͡ʃə
چرچائي	t͡ʃəɾt͡ʃaːiː
چرچو	t͡ʃəɾt͡ʃoː
چرڪ	t͡ʃɪɾkʊ
چرڪو	t͡ʃɪɾkoː
چرگ	t͡ʃəɾəɡʊ
چرگند	t͡ʃəɾɡənd̪ʊ
چرگيلو	t͡ʃəɾɡeːloː
چرڻ	t͡ʃəɾəɳʊ
چرڻي	t͡ʃəɾɳiː
چس	t͡ʃəsə
چسائتو	t͡ʃəsaːɪt̪oː
چسائڻ	t͡ʃəsaːɪɳʊ
چست	t͡ʃɪst̪ə
چسمو	t͡ʃəsmoː
چسڪائڻ	t͡ʃəskaːɪɳʊ
چسڪو	t͡ʃəskoː
چسڪڻ	t͡ʃəskəɳʊ
چشم	t͡ʃəʃmə
چشمبندي	t͡ʃɪʃməbənd̪iː
چشمو	t͡ʃəʃmoː
چشي	t͡ʃəʃiː
چغل	t͡ʃʊɣɪlʊ
چقندر	t͡ʃʊkənd̪əɾʊ
چل	t͡ʃəlɪ
چلاڪو	t͡ʃəlaːkoː
چلاڻو	t͡ʃəlaːɳoː
چلت	t͡ʃələt̪ɪ
چلتو	t͡ʃəlt̪oː
چلغوزو	t͡ʃɪlɣoːzoː
چلم	t͡ʃɪlɪmə
چلمچي	t͡ʃɪlmɪt͡ʃiː
چلمڙدو	t͡ʃɪlməɽd̪oː
چلهه	t͡ʃʊlhɪ
چلهو	t͡ʃəlhoː
چلهڻ	t͡ʃɪlhəɳʊ
چلو	t͡ʃɪloː
چلي	t͡ʃɪliː
چلٽ	t͡ʃələʈʊ
چلڪو	t͡ʃɪlkoː
چلڪڻ	t͡ʃɪlkəɳʊ
چلڪڻو	t͡ʃɪlkɪɳoː
چلڻ	t͡ʃələɳʊ
چم	t͡ʃəmʊ
چمار	t͡ʃəmaːɾʊ
چماٽ	t͡ʃəmaːʈə
چماچاٽي	t͡ʃʊmaːt͡ʃaːʈiː
چمر	t͡ʃɪmɪɾɪ
چمن	t͡ʃəmənʊ
چمنو	t͡ʃɪmɪnoː
چمهري	t͡ʃəmʊhɪɾiː
چموٽو	t͡ʃəmoːʈoː
چموٽي	t͡ʃəmoːʈiː
چمي	t͡ʃəmiː
چمٽو	t͡ʃɪmʈoː
چمچم	t͡ʃʊmt͡ʃʊmɪ
چمچو	t͡ʃəmt͡ʃoː
چمڙو	t͡ʃəmɪɽoː
چمڙي	t͡ʃəmɪɽiː
چمڪ	t͡ʃəməkə
چمڪاٽ	t͡ʃɪmkaːʈʊ
چمڪو	t͡ʃɪmkoː
چمڪي	t͡ʃəmkiː
چمڪڻ	t͡ʃɪmkəɳʊ
چمڪڻو	t͡ʃɪmkɪɳoː
چمڻ	t͡ʃʊməɳʊ
چمڻي	t͡ʃɪmɪɳiː
چن	t͡ʃʊnʊ
چنبر	t͡ʃəmbɪɾʊ
چنبل	t͡ʃəmbʊlʊ
چنبو	t͡ʃəmboː
چنبي	t͡ʃəmbiː
چنبيل	t͡ʃəmbeːlɪ
چنبيلي	t͡ʃəmbeːliː
چنبڙ	t͡ʃəmbʊɽʊ
چنبڙڪاٺي	t͡ʃəmbəɽkaːʈʰiː
چنبڙڻ	t͡ʃəmbʊɽəɳʊ
چنتا	t͡ʃɪnt̪aː
چنج	t͡ʃʊɲd͡ʒə
چنجور	t͡ʃəɲd͡ʒuːɾʊ
چنجوٽي	t͡ʃɪɲd͡ʒoːʈiː
چند	t͡ʃɪnd̪ʊ
چندرس	t͡ʃənd̪ɾəsʊ
چندن	t͡ʃənd̪ənʊ
چندو	t͡ʃənd̪oː
چنري	t͡ʃənəɾɪ
چنهه	t͡ʃɪnhʊ
چنو	t͡ʃʊnoː
چني	t͡ʃʊniː
چنچل	t͡ʃəɲt͡ʃəlʊ
چنڊ	t͡ʃəɳɖʊ
چنڊال	t͡ʃəɳɖaːlʊ
چنڊاڻو	t͡ʃəɳɖaːɳoː
چنڊو	t͡ʃəɳɖoː
چنڊول	t͡ʃəɳɖuːlʊ
چنڊوڻو	t͡ʃəɳɖuːɳoː
چنگ	t͡ʃəŋɡʊ
چنگار	t͡ʃəŋɡaːɾʊ
چنگالي	t͡ʃəŋɡaːliː
چنگل	t͡ʃəŋɡʊlʊ
چنگھچانگھه	t͡ʃɪŋɡʰt͡ʃɪŋɡʰɪ
چنگھڻ	t͡ʃɪŋɡʰəɳʊ
چهبچو	t͡ʃəhəbɪt͡ʃoː
چهبڪ	t͡ʃəhəbʊkʊ
چهرائي	t͡ʃəhəɾaːiː
چهرو	t͡ʃəhəɾoː
چهنب	t͡ʃʊhʊmbə
چهو	t͡ʃəhoː
چهٽڻ	t͡ʃəhʊʈəɳʊ
چهچٽو	t͡ʃəhət͡ʃɪʈoː
چهڙ	t͡ʃəhəɽə
چهڙائتو	t͡ʃəhəɽaːɪt̪oː
چهڪ	t͡ʃɪhɪkʊ
چهڻ	t͡ʃʊhəɳʊ
چوئو	t͡ʃuːoː
چوئي	t͡ʃoːiː
چوئيتاليهه	t͡ʃoːeːt̪aːliːhə
چوب	t͡ʃoːbə
چوبارو	t͡ʃɔːbaːɾoː
چوباز	t͡ʃɔːbaːzɪ
چوبان	t͡ʃoːbaːnʊ
چوبدار	t͡ʃoːbd̪aːɾʊ
چوت	t͡ʃuːt̪ɪ
چوتارو	t͡ʃɔːt̪aːɾoː
چوتالو	t͡ʃɔːt̪aːloː
چوتل	t͡ʃuːt̪ɪlɪ
چوتو	t͡ʃoːt̪oː
چوج	t͡ʃuːd͡ʒʊ
چور	t͡ʃuːɾʊ
چورائو	t͡ʃoːɾaːuː
چورائڻ	t͡ʃoːɾaːɪɳʊ
چوراس	t͡ʃɔːɾaːsɪ
چوراسي	t͡ʃoːɾaːsiː
چورالو	t͡ʃoːɾaːloː
چوراڪاري	t͡ʃoːɾaːkaːɾiː
چوراڻو	t͡ʃoːɾaːɳoː
چورسو	t͡ʃoːɾɪsoː
چورلڙ	t͡ʃoːɾləɽʊ
چورمو	t͡ʃuːɾmoː
چورو	t͡ʃuːɾoː
چوروتر	t͡ʃoːɾoːt̪əɾʊ
چوروترو	t͡ʃoːɾoːt̪ɪɾoː
چوري	t͡ʃuːɾiː
چورڪو	t͡ʃoːɾɪkoː
چورڻ	t͡ʃuːɾəɳʊ
چوزو	t͡ʃuːzoː
چوسار	t͡ʃɔːsaːɾɪ
چوسال	t͡ʃɔːsaːlʊ
چوسو	t͡ʃɔːsoː
چوسڻ	t͡ʃuːsəɳʊ
چولو	t͡ʃoːloː
چولي	t͡ʃoːliː
چومهري	t͡ʃɔːmʊhɪɾiː
چونالو	t͡ʃuːnaːloː
چونجھو	t͡ʃuːɲd͡ʒʰoː
چونري	t͡ʃɔːnɾiː
چوني	t͡ʃuːniː
چونڊ	t͡ʃuːɳɖə
چونڊارڻ	t͡ʃuːɳɖaːɾəɳʊ
چونڊڻ	t͡ʃuːɳɖəɳʊ
چونڙ	t͡ʃɔːɳɽə
چونڪ	t͡ʃɔːŋkʊ
چونڪو	t͡ʃɔːŋkoː
چونڪي	t͡ʃɔːŋkiː
چونڪيدار	t͡ʃɔːŋkiːd̪aːɾʊ
چونگ	t͡ʃuːŋɡə
چونگي	t͡ʃuːŋɡiː
چونگڻ	t͡ʃuːŋɡəɳʊ
چوهتر	t͡ʃoːhət̪əɾɪ
چوهو	t͡ʃuːhoː
چوهٺ	t͡ʃoːhəʈʰɪ
چووائو	t͡ʃɔːʋaːoː
چوواٽو	t͡ʃɔːʋaːʈoː
چوونجاهه	t͡ʃoːʋəɲd͡ʒaːhə
چووٽ	t͡ʃɔːʋəʈɪ
چوياري	t͡ʃɔːjaːɾiː
چوٺ	t͡ʃuːʈʰʊ
چوٺائي	t͡ʃuːʈʰaːiː
چوٺاڻو	t͡ʃuːʈʰaːɳoː
چوٽ	t͡ʃoːʈʊ
چوٽو	t͡ʃoːʈoː
چوٽي	t͡ʃoːʈiː
چوٽير	t͡ʃoːʈiːɾʊ
چوٽيهه	t͡ʃoːʈiːhə
چوپائي	t͡ʃɔːpaːiː
چوپو	t͡ʃuːpoː
چوپيرو	t͡ʃɔːpeːɾoː
چوپڙ	t͡ʃɔːpəɽɪ
چوپڻ	t͡ʃuːpəɳʊ
چوپڻي	t͡ʃuːpɪɳiː
چوٿ	t͡ʃuːt̪ʰə
چوٿائي	t͡ʃoːt̪ʰaːiː
چوٿو	t͡ʃoːt̪ʰoː
چوٿڙ	t͡ʃoːt̪ʰəɽʊ
چوٿڻ	t͡ʃuːt̪ʰəɳʊ
چوچي	t͡ʃuːt͡ʃiː
چوڌاري	t͡ʃɔːd̪ʰaːɾiː
چوڌري	t͡ʃɔːd̪ʰɪɾiː
چوڙ	t͡ʃuːɽə
چوڙائو	t͡ʃoːɽaːuː
چوڙنگ	t͡ʃɔːɽəŋɡʊ
چوڙو	t͡ʃuːɽoː
چوڙي	t͡ʃuːɽiː
چوڙيگر	t͡ʃuːɽiːɡəɾʊ
چوڙڻ	t͡ʃoːɽəɳʊ
چوڦير	t͡ʃɔːpʰeːɾɪ
چوک	t͡ʃoːkʰə
چوکو	t͡ʃoːkʰoː
چوکڻ	t͡ʃoːkʰəɳʊ
چوڪ	t͡ʃoːkə
چوڪر	t͡ʃoːkɪɾʊ
چوڪو	t͡ʃuːkoː
چوڪڙو	t͡ʃoːkɪɽoː
چوڪڻ	t͡ʃoːkəɳʊ
چوگان	t͡ʃɔːɡaːnʊ
چوگرد	t͡ʃɔːɡɪɾd̪ɪ
چوڻ	t͡ʃuːɳʊ
چوڻو	t͡ʃuːɳoː
چي	t͡ʃeː
چيئٽ	t͡ʃiːʊʈə
چيت	t͡ʃiːt̪ə
چيتائتو	t͡ʃeːt̪aːɪt̪oː
چيتارڻ	t͡ʃeːt̪aːɾəɳʊ
چيتو	t͡ʃiːt̪oː
چيتڻ	t͡ʃeːt̪əɳʊ
چيدي	t͡ʃiːd̪iː
چير	t͡ʃiːɾʊ
چيراڻي	t͡ʃiːɾaːɳiː
چيرو	t͡ʃiːɾoː
چيرولي	t͡ʃiːɾoːliː
چيرڻ	t͡ʃirəɳʊ
چيز	t͡ʃiːzʊ
چيل	t͡ʃiːlə
چيلاٽو	t͡ʃeːlaːʈoː
چيلهه	t͡ʃeːlhɪ
چيلهِه	t͡ʃeːlhɪ
چيلهڪي	t͡ʃeːlhɪkiː
چيلو	t͡ʃiːloː
چيلٽ	t͡ʃeːləʈʊ
چين	t͡ʃɛːnʊ
چينجھڙو	t͡ʃiːɲd͡ʒʰɪɽoː
چينو	t͡ʃiːnoː
چيني	t͡ʃiːniː
چينچل	t͡ʃɛːɲt͡ʃəlʊ
چيهه	t͡ʃiːhə
چيهو	t͡ʃiːhoː
چيوٽ	t͡ʃiːʋəʈə
چيٺ	t͡ʃeʈʰə
چيٽ	t͡ʃeːʈʊ
چيٽئو	t͡ʃoːʈɪoː
چيٽارو	t͡ʃeːʈaːɾoː
چيٽي	t͡ʃiːʈiː
چيٽُ	t͡ʃeːʈʊ
چيپپٽي	t͡ʃiːpəpəʈiː
چيٿاڙڻ	t͡ʃiːt̪ʰaːɽəɳʊ
چيٿڙو	t͡ʃiːt̪ʰəɽoː
چيڀاٽ	t͡ʃiːbʰaːʈə
چيڀاٽڻ	t͡ʃiːbʰaːʈəɳʊ
چيچ	t͡ʃiːt͡ʃə
چيچڙو	t͡ʃiːt͡ʃɪɽoː
چيڙ	t͡ʃeːɽə
چيڙاڪ	t͡ʃeːɽaːkʊ
چيڪاٽ	t͡ʃiːkaːʈʊ
چيڪلو	t͡ʃiːkɪloː
چيڪو	t͡ʃiːkoː
چيڪڻ	t͡ʃiːkəɳʊ
چيڻو	t͡ʃiːɳoː
چيڻوٺي	t͡ʃiːɳoːʈʰiː
چَڱو	t͡ʃəŋoː
چٺ	t͡ʃəʈʰɪ
چٺو	t͡ʃɪʈʰoː
چٺي	t͡ʃɪʈʰiː
چٻائڻ	t͡ʃəɓɑɪɳʊ
چٻڻ	t͡ʃəɓəɳʊ
چٽ	t͡ʃəʈə
چٽئو	t͡ʃəʈʊoː
چٽا	t͡ʃɪʈaː
چٽائي	t͡ʃəʈaːiː
چٽر	t͡ʃəʈɪɾʊ
چٽسالي	t͡ʃɪʈɪsaːliː
چٽو	t͡ʃəʈoː
چٽوڙ	t͡ʃɪʈoːɽʊ
چٽي	t͡ʃəʈiː
چٽيڀيٽي	t͡ʃəʈəbʰeːʈiː
چٽپٽ	t͡ʃəʈpəʈɪ
چٽڙو	t͡ʃɪʈɪɽoː
چٽڪ	t͡ʃɪʈəkʊ
چٽڪارو	t͡ʃəʈkaːɾoː
چٽڪاري	t͡ʃɪʈɪkaːɾiː
چٽڪمرو	t͡ʃɪʈəkəmɪɾoː
چٽڪو	t͡ʃʊʈəkoː
چٽڪي	t͡ʃʊʈkiː
چٽڻ	t͡ʃəʈəɳʊ
چٽڻي	t͡ʃəʈɪɳiː
چپ	t͡ʃəpʊ
چپاٽ	t͡ʃəpaːʈə
چپاڪلي	t͡ʃəpaːkəliː
چپر	t͡ʃəpəɾə
چپرباڦ	t͡ʃəpəɾbaːpʰʊ
چپرباڦي	t͡ʃəpəɾbaːpʰiː
چپرو	t͡ʃɪpɪɾoː
چپو	t͡ʃəpoː
چپي	t͡ʃɪpiː
چپيٽ	t͡ʃəpeːʈə
چپٽي	t͡ʃəpʊʈiː
چپڙاس	t͡ʃəpɪɽaːsʊ
چپڙاسي	t͡ʃəpɪɽaːsiː
چپڙو	t͡ʃəpɪɽoː
چپڙي	t͡ʃəpɪɽiː
چپڙچٽ	t͡ʃəpəɽt͡ʃəʈʊ
چپڪ	t͡ʃɪpəkə
چپڪلي	t͡ʃəpkəliː
چپڻ	t͡ʃɪpəɳʊ
چٿر	t͡ʃət̪ʰəɾɪ
چٿڻ	t͡ʃɪt̪ʰəɳʊ
چڀچڀ	t͡ʃɪbʰɪt͡ʃʊbʰɪ
چڀڙ	t͡ʃɪbʰɪɽʊ
چڀڻ	t͡ʃʊbʰəɳʊ
چچ	t͡ʃɪt͡ʃə
چچرمچر	t͡ʃət͡ʃəɾəmət͡ʃəɾʊ
چچرڻ	t͡ʃɪt͡ʃɪɾəɳʊ
چچلائي	t͡ʃət͡ʃʊlaːiː
چچلو	t͡ʃət͡ʃʊloː
چچمار	t͡ʃɪt͡ʃəmaːɾʊ
چچي	t͡ʃɪt͡ʃiː
چچڙ	t͡ʃɪt͡ʃɪɽʊ
چچڙي	t͡ʃɪt͡ʃɪɽiː
چچڪارڻ	t͡ʃʊt͡ʃkaːɾəɳʊ
چڌرائتو	t͡ʃəd̪ʰəɾaːɪt̪oː
چڌو	t͡ʃɪd̪ʰoː
چڙ	t͡ʃɪɽə
چڙائڻ	t͡ʃɪɽaːɪɳʊ
چڙت	t͡ʃəɽət̪ɪ
چڙس	t͡ʃəɽəsʊ
چڙهت	t͡ʃəɽhət̪ɪ
چڙهتي	t͡ʃəɽhɪt̪iː
چڙهه	t͡ʃəɽhʊ
چڙهوچڙهندي	t͡ʃəɽhoːt͡ʃəɽhənd̪iː
چڙهي	t͡ʃəɽhiː
چڙهڻ	t͡ʃəɽhəɳʊ
چڙو	t͡ʃɪɽoː
چڙي	t͡ʃəɽiː
چڙڻ	t͡ʃɪɽəɳʊ
چڙڻي	t͡ʃʊɽɪɳiː
چڙھڻ	t͡ʃəɽʰəɳʊ
چک	t͡ʃʊkʰə
چکڻ	t͡ʃəkʰəɳʊ
چڪ	t͡ʃəkʊ
چڪئو	t͡ʃəkʊoː
چڪائڻ	t͡ʃɪkaːɪɳʊ
چڪار	t͡ʃəkaːɾʊ
چڪارو	t͡ʃɪkaːɾoː
چڪاس	t͡ʃəkaːsə
چڪاسڻ	t͡ʃəkaːsəɳʊ
چڪبندي	t͡ʃəkbənd̪iː
چڪت	t͡ʃʊkət̪ɪ
چڪر	t͡ʃəkəɾɪ
چڪراٺو	t͡ʃɪkɪɾaːʈʰoː
چڪري	t͡ʃəkɪɾiː
چڪلو	t͡ʃəkʊloː
چڪلي	t͡ʃəkʊliː
چڪمي	t͡ʃɪkɪmiː
چڪني	t͡ʃɪkɪniː
چڪو	t͡ʃəkoː
چڪور	t͡ʃəkoːɾʊ
چڪي	t͡ʃəkiː
چڪچڪو	t͡ʃəkt͡ʃəkoː
چڪڙ	t͡ʃɪkəɽʊ
چڪڻ	t͡ʃɪkəɳʊ
چگھه	t͡ʃʊɡʰʊ
چگھڻ	t͡ʃʊɡʰəɳʊ
چڱائي	t͡ʃəŋaːiː
چڱمرسي	t͡ʃəŋəmʊɾsiː
چڱو	t͡ʃəŋoː
چڱڀلائي	t͡ʃəŋəbʰəlaːiː
چڻ	t͡ʃʊɳə
چڻاپڻي	t͡ʃəɳaːpəɳiː
چڻنگ	t͡ʃɪɳɪŋɡə
چڻو	t͡ʃəɳoː
چڻي	t͡ʃɪɳiː
چڻڪڻ	t͡ʃʊɳkəɳʊ
چڻگاري	t͡ʃɪɳɡaːɾiː
چڻڻ	t͡ʃʊɳəɳʊ
ڇئاپاڻي	t͡ʃʰʊaːpaːɳiː
ڇئو	t͡ʃʰʊoː
ڇئڻ	t͡ʃʰʊəɳʊ
ڇا	t͡ʃʰaː
ڇائي	t͡ʃʰaːiː
ڇائيتاليهه	t͡ʃʰaːeːt̪aːliːhə
ڇاتي	t͡ʃʰaːt̪i
ڇار	t͡ʃʰaːɾʊ
ڇال	t͡ʃʰaːlə
ڇالي	t͡ʃʰaːliː
ڇانئڻ	t͡ʃʰɑ̃ɪɳʊ
ڇاندائي	t͡ʃʰaːnd̪aːiː
ڇاندو	t͡ʃʰaːnd̪oː
ڇانڀو	t͡ʃʰaːmbʰoː
ڇانگڻ	t͡ʃʰaːŋɡəɳʊ
ڇاهتر	t͡ʃʰaːhət̪əɾɪ
ڇاهه	t͡ʃʰaːhɪ
ڇاهٺ	t͡ʃʰaːhəʈʰɪ
ڇايا	t͡ʃʰaːjaː
ڇاٽار	t͡ʃʰaːʈaːɾə
ڇاٽارڻ	t͡ʃʰaːʈaːɾəɳʊ
ڇاپ	t͡ʃʰaːpə
ڇاپاڪو	t͡ʃʰaːpaːkoː
ڇاپرو	t͡ʃʰaːpɪɾuː
ڇاپو	t͡ʃʰaːpoː
ڇاپڻ	t͡ʃʰaːpəɳʊ
ڇاڇ	t͡ʃʰaːt͡ʃʰɪ
ڇاڇرو	t͡ʃʰaːt͡ʃʰɪɾoː
ڇاڇولڻ	t͡ʃʰaːt͡ʃʰoːləɳʊ
ڇاڙ	t͡ʃʰaːɽə
ڇاڙتو	t͡ʃʰaːɽɪt̪oː
ڇاڙهه	t͡ʃʰaːɽhʊ
ڇاڙپ	t͡ʃʰaːɽəpə
ڇاڙڪي	t͡ʃʰaːɽɪkiː
ڇاگ	t͡ʃʰaːɡə
ڇاڱو	t͡ʃʰaːŋoː
ڇاڻ	t͡ʃʰaːɳʊ
ڇاڻاڻي	t͡ʃʰaːɳaːɳiː
ڇاڻو	t͡ʃʰaːɳoː
ڇاڻي	t͡ʃʰaːɳiː
ڇاڻڻ	t͡ʃʰaːɳəɳʊ
ڇاڻڻي	t͡ʃʰaːɳɪɳiː
ڇت	t͡ʃʰɪt̪
ڇتا	t͡ʃʰət̪aː
ڇتر	t͡ʃʰɪt̪əɾʊ
ڇترو	t͡ʃʰɪt̪ɪɾoː
ڇتري	t͡ʃʰɪt̪ɪɾiː
ڇتو	t͡ʃʰɪt̪oː
ڇر	t͡ʃʰəɾə
ڇرو	t͡ʃʰɪɾoː
ڇري	t͡ʃʰʊɾiː
ڇرڪ	t͡ʃʰɪɾkʊ
ڇرڪڻ	t͡ʃʰɪɾkəɳʊ
ڇرڪڻو	t͡ʃʰɪɾkɪɳoː
ڇرڪڻي	t͡ʃʰɪɾkɪɳiː
ڇرڻ	t͡ʃʰɪɾəɳʊ
ڇرڻي	t͡ʃʰʊɾɳiː
ڇسو	t͡ʃʰəsoː
ڇل	t͡ʃʰələ
ڇلر	t͡ʃʰɪlʊɾʊ
ڇلو	t͡ʃʰəloː
ڇلونگڙي	t͡ʃʰɪluːŋɡɽiː
ڇلي	t͡ʃʰəliː
ڇليرهم	t͡ʃʰɪleːɾəhəmʊ
ڇلپٽ	t͡ʃʰɪlʊpəʈʊ
ڇلڪو	t͡ʃʰəlkoː
ڇلڪڻ	t͡ʃʰʊlkəɳʊ
ڇلڻ	t͡ʃʰələɳʊ
ڇماسي	t͡ʃʰəmaːsiː
ڇمڇر	t͡ʃʰəmt͡ʃʰəɾʊ
ڇمڪي	t͡ʃʰəmkiː
ڇمڪڻ	t͡ʃʰɪmkəɳʊ
ڇمڪڻي	t͡ʃʰɪmkɪɳiː
ڇن	t͡ʃʰənə
ڇند	t͡ʃʰənd̪ʊ
ڇندائتو	t͡ʃʰənd̪aːɪt̪oː
ڇندي	t͡ʃʰənd̪iː
ڇنو	t͡ʃʰənoː
ڇنڀ	t͡ʃʰɪmbʰə
ڇنڀر	t͡ʃʰɪmbʰɪɾʊ
ڇنڀڻ	t͡ʃʰɪmbʰəɳʊ
ڇنڇر	t͡ʃʰəɲt͡ʃʰərʊ
ڇنڇري	t͡ʃʰəɲt͡ʃʰɪɾiː
ڇنڊ	t͡ʃʰəɳɖə
ڇنڊو	t͡ʃʰəɳɖoː
ڇنڊڪار	t͡ʃʰəɳɖkaːɾə
ڇنڊڪو	t͡ʃʰəɳɖkoː
ڇنڊڻ	t͡ʃʰəɳɖəɳʊ
ڇنڻ	t͡ʃʰɪnəɳʊ
ڇنڻاٽ	t͡ʃʰəɳɳaːʈʊ
ڇه	t͡ʃʰəhə
ڇهائي	t͡ʃʰʊhaːiː
ڇهارو	t͡ʃʰʊhaːɾoː
ڇهاسي	t͡ʃʰəhaːsiː
ڇهاڻي	t͡ʃʰʊhɪɳiː
ڇهه	t͡ʃʰəhə
ڇهو	t͡ʃʰəhoː
ڇهوتر	t͡ʃʰəhoːt̪əɾ
ڇهوترو	t͡ʃʰəhoːt̪ɪɾoː
ڇهي	t͡ʃʰəhiː
ڇهڻ	t͡ʃʰʊhəɳʊ
ڇو	t͡ʃʰoː
ڇوتو	t͡ʃʰuːt̪oː
ڇوراڻو	t͡ʃʰoːɾaːɳoː
ڇورو	t͡ʃʰoːɾoː
ڇوري	t͡ʃʰɔːɾiː
ڇولر	t͡ʃʰoːlɪɾʊ
ڇولو	t͡ʃʰoːloː
ڇولي	t͡ʃʰoːliː
ڇولڻ	t͡ʃʰoːləɳʊ
ڇونڇاٽ	t͡ʃʰuːɲt͡ʃʰaːʈə
ڇوهه	t͡ʃʰoːhʊ
ڇوهو	t͡ʃʰoːhoː
ڇوهي	t͡ʃʰoːhiː
ڇوٽ	t͡ʃʰuːʈɪ
ڇوٽائو	t͡ʃʰoːʈaːuː
ڇوڀ	t͡ʃʰoːbʰʊ
ڇوڏو	t͡ʃʰoɗo
ڇوڙ	t͡ʃʰoːɽʊ
ڇوڙائي	t͡ʃʰoːɽaːiː
ڇوڙو	t͡ʃʰoːɽoː
ڇوڙي	t͡ʃʰoːɽiː
ڇوڙڻ	t͡ʃʰoɽəɳʊ
ڇوڪارڻ	t͡ʃʰuːkaːɾəɳʊ
ڇوڪرائي	t͡ʃʰoːkɪɾaːiː
ڇوڪراٽ	t͡ʃʰoːkɪɾaːʈʊ
ڇوڪراڻو	t͡ʃʰoːkɪɾaːɳoː
