# Danish pronunciation lexicon — word<TAB>IPA. From the NST Danish lexicon (Nasjonalbiblioteket /
# Sprakbanken, sbr-26), CC0 / public domain, ∩ the top-50k OpenSubtitles da frequency list (hermitdave
# FrequencyWords, CC BY-SA). Narrow convention: r-vocalisation ɐ, stop lenition, soft-d ð, length ː,
# stød ˀ. Shortest NST variant. Built by tools/danish/build_da_nst.py. The BiLSTM/rule handle OOV.
jeg	ˈjɑj
møget	ˈmɐjˀəð
fornuftens	fɒˈnɔfdəns
burning	ˈbœːneŋ
klimaændringer	ˈkliːmaˌɛnˌdʁeŋˀɐ
gruble	ˈɡʁublə
ystad	ˈyˌsdað
sommerfuglene	ˈsɐmɐˌfuːlənə
stefano	sdeˈfɑːno
domfældelse	ˈdɐmˌfɛlˀəlsə
annoncerede	anɐŋˈseːˀɐðə
skråningen	ˈsɡʁɔːˀˌneŋˀən
ellens	ˈɛləns
praktikanten	pʁɑɡtiˈkanˀdən
skabere	ˈsɡaːbɐɐ
mindsket	ˈmensɡəð
receiver	ʁeˈsiːvɐ
lysningen	ˈlyːˌsneŋˀən
uberørte	ˈubeˌʁœɐˀdə
frodige	ˈfʁoːðˌiːˀə
pengemaskine	ˈpɛŋəmaˌsɡiːnə
hjelmene	ˈjɛlmənə
udnævnelsen	ˈuðˌnɛwˀnəlsən
solenergi	ˈsoːlənɛɐˌɡiːˀ
overkommandoen	ˈɐwɐkoˌmanˌdoːˀən
svulme	ˈsvulmə
anordninger	ˈaˌnɒːˀdˌneŋˀɐ
tiltrækningskraft	ˈteltʁɛɡneŋsˌkʁɑfd
bjergbestigning	ˈbjɛɐwbəˌsdiːˀneŋ
kube	ˈkuːbə
politistat	poliˈtiˌsdaːˀd
pizzaerne	ˈpidˌsaːˀɐnə
belysningen	beˈlyːˀˌsneŋˀən
rituel	ʁituˈɛlˀ
magtanvendelse	ˈmɑɡdanˌvɛnˀəlsə
termostaten	tɛɐmoˈsdaːˀdən
alskens	ˈalˀsɡəns
phd	peːhɔːˈdeːˀ
skrumpet	ˈsɡʁɔmbəð
uplettet	ˈuˌplɛdəð
portaler	pɒˈtaːˀlɐ
trænings	ˈtʁeːneŋs
hjemvendt	ˈjɛmˌvɛnˀd
højne	ˈhɐjnə
rømme	ˈʁɐmə
klassificerede	klasifiˈseːˀɐðə
vandhullet	ˈvanˌhɔlˀəð
bruddene	ˈbʁuðˀənə
væremåde	ˈvɛːɐˌmɔːðə
fig	fiˈɡuɐˀ
lammende	ˈlɑmənə
stimulans	sdimuˈlanˀs
blonder	ˈblɐndɐ
nonstop	ˈnɐnˌsdɐb
narkosmuglere	ˈnɑːɡoˌsmuːlɐɐ
rakke	ˈʁɑɡə
jakkelomme	ˈjɑɡəˌlɐmə
jævner	ˈjɛwnɐ
ambassadører	ɑmbasaˈdøːˀɐ
kaprer	ˈkaːbʁɐ
restaurere	ʁesdoˈʁeːˀɐ
bath	ˈbɑːd
julens	ˈjuːˀləns
reservationen	ʁesɛɐvaˈʃoːˀnən
before	beˈfɒː
uprovokeret	ˈupʁovoˌkeːˀɐð
flyvere	ˈflyːvɐɐ
tyende	ˈtyːənə
demontere	ˈdemɐnˌteːˀɐ
vejkryds	ˈvɑjˌkʁys
suveræne	suvəˈʁeːˀnə
observatoriet	ɐbsɛɐvaˈtoɐˀjəð
pjatte	ˈpjadə
bundløse	ˈbɔnˌløːˀsə
knager	ˈknaːɐ
fortærede	fɒˈtɛːˀɐðə
rædslerne	ˈʁɛðˀslɐnə
fyldig	ˈfyldi
zenith	ˈsiːnid
underholdsbidrag	ˈɔnɐhɐlsˌbiˌdʁɑwˀ
knytnæver	ˈknydˌnɛːvɐ
portneren	ˈpoɐdnɐɐn
piercing	ˈpiɐseŋ
håndtasken	ˈhɐnˌtasɡən
undergrundsbane	ˈɔnɐɡʁɔnsˌbaːnə
omfattede	ˈɐmˌfadəðə
dimitterede	dimiˈteːˀɐðə
strengere	ˈsdʁɛŋɐɐ
forvarsel	ˈfɒːˌvɑːsəl
berømmelsen	beˈʁɐmˀəlsən
forsider	ˈfɒːˌsiːðɐ
glutenfri	ˈɡludənˌfʁiːˀ
fordomsfuld	ˈfɒːdɐmsˌfulˀ
distraheres	disdʁɑˈheːˀɐs
skræmmes	ˈsɡʁɛməs
indespærrede	ˈenəˌsbɛːˀɐðə
jun	ˈdjyn
nedstigningen	ˈneðˌsdiːˀˌneŋˀən
vrøvlede	ˈvʁɐwləðə
indflyvning	ˈenˌflywˀneŋ
tossehoved	ˈtɐsəˌhoːəð
sikkerhedstjek	ˈseɡɐhəðsˌtjɛɡ
karina	kɑˈʁiːna
digteren	ˈdeɡdɐɐn
muskuløse	musɡuˈløːˀsə
vattet	ˈvadəð
knækkes	ˈknɛɡəs
sundhedspleje	ˈsɔnhəðsˌplɑjə
thaimad	ˈtɑjˀˌmað
italiens	iˈtaːˀljəns
kline	ˈkliːnə
actionfilm	ˈaɡʃənˌfilˀm
glidende	ˈɡliːðənə
områderne	ˈɐmˌʁɔːðɐnə
kuponen	kuˈpɐŋˀən
gidseltagerne	ˈɡisəlˌtaːˀɐnə
lærebog	ˈlɛːɐˌbɔwˀ
razziaer	ˈʁɑdˌʃaːˀɐ
rockband	ˈʁɐɡˌbaːnd
guleroden	ˈɡuləˌʁoðˀən
handelsmand	ˈhanˀelsˌmanˀ
udskriv	ˈuðˌsɡʁiwˀ
flittigt	ˈflidid
erhverve	ɛɐˈvɛɐˀvə
støttes	ˈsdødəs
brandene	ˈbʁɑnənə
løv	ˈløwˀ
lagrer	ˈlaːʁɐ
enæggede	ˈeːˌnɛːˀɡəðə
favoriserer	favoɐiˈseːˀɐ
afkroge	ˈɑwˌkʁɔːwə
raskt	ˈʁɑsɡd
fasan	faˈsaːˀn
pedal	peˈdaːˀl
rådvild	ˈʁɐðˌvilˀ
indædt	ˈeˌnɛd
notatet	noˈtaːˀdəð
dorte	ˈdɒːdə
sandfærdigt	sanˈfɛɐˀdid
tumler	ˈtɔmlɐ
importere	empɒˈteːˀɐ
artige	ˈɑːˌdiːˀə
uligevægtig	ˈuliːəˌvɛɡdi
orkidéer	ɒkiˈdeːˀɐ
fredage	ˈfʁeːˀˌdaːə
alenemor	aˈleːnəˌmoɐ
overliste	ˈɐwɐˌlesdə
havens	ˈhaːvəns
bristepunktet	ˈbʁesdəˌpɔŋˀdəð
læren	ˈlɛːɐn
forkæmper	ˈfɒːˌkɛmˀbɐ
gearet	ˈɡiːˀɐð
finans	fiˈnanˀs
tabu	ˈtaːbu
mongolerne	mɐŋˈɡoːˀlɐnə
griskhed	ˈɡʁisɡˌheðˀ
mikrobølgeovnen	ˈmiɡʁobøljəˌɐwˀnən
amin	ɑˈmin
skændet	ˈsɡɛnəð
knipser	ˈknebsɐ
videoovervågning	ˈviːˀdjoɐwɐˌvɔwˀneŋ
udadvendt	ˈuðˀaðˌvɛnˀd
udsendelser	ˈuðˌsɛnˀəlsɐ
flagene	ˈflaːˀənə
fjogede	ˈfjɔwəðə
nedslidt	ˈneðˌslid
nødhjælp	ˈnøðˌjɛlˀb
ophav	ˈɐbˌhɑw
goldfinger	ˈɡɔwldˌfiŋɡe
tilfældighederne	teˈfɛlˀdiˌheðˀɐnə
ordinerede	ɒdiˈneːˀɐðə
udregnet	ˈuðˌʁɑjˀnəð
ernæring	ɛɐˈnɛɐˀeŋ
preller	ˈpʁɛlɐ
medhjælpere	ˈmɛðˌjɛlˀbɐɐ
øjenlæge	ˈɐjənˌlɛːə
genopstod	ˈɡɛnɐbˌsdoðˀ
forehavende	ˈfɒːɐˌhaːvənə
blomstret	ˈblɐmsdʁɐð
nedkæmpet	ˈneðˌkɛmˀbəð
dekoration	deɡoɑˈʃoːˀn
eik	ˈɑjɡ
psykiatri	syɡiaˈtʁiːˀ
vrangforestilling	ˈvʁɑŋfɒːɐˌsdelˀeŋ
stel	ˈsdɛlˀ
blæksprutter	ˈblɛɡˌsbʁudɐ
bevillingen	beˈvilˀˌeŋˀən
hjemmel	ˈjɛmˀəl
freestyle	ˈfʁiːˌsdɑjl
principfast	pʁenˈsibˌfasd
beskæftigede	beˈsɡɛfˌdieðə
opportunist	ɐbɒtuˈnisd
chanceløs	ˈʃɑŋsəˌløːˀs
forvolder	fɒˈvɐlˀɐ
dedikation	dedikaˈʃoːˀn
galop	ɡaˈlɐb
flokkens	ˈflɐɡəns
apostle	aˈpɐsdlə
dødsofre	ˈdøðsˌɐfʁɐ
arbejdstøj	ˈɑːbɑjdsˌtɐj
detektivarbejde	dedəɡˈtiwˀɑːˌbɑjˀdə
rase	ˈʁɑːsə
hastemøde	ˈhasdəˌmøːðə
airbags	ˈɛɐˌbaːɡs
udvidelsen	ˈuðˌviðˀəlsən
virkeligheder	ˈviɐɡəliˌheðˀɐ
førerhuset	ˈføːɐˌhuːˀsəð
udvisning	ˈuðˌviːˀsneŋ
frigørelse	ˈfʁiˌɡœːˀɐlsə
frederica	ˈfʁeðəˌʁiːɡa
salmonella	salmoˈnɛla
rotterede	ˈʁɐdəˌʁeːðə
opsætte	ˈɐbˌsɛdə
fortolker	fɒˈtɐlˀɡɐ
gruppeleder	ˈɡʁubəˌleːðɐ
klasker	ˈklasɡɐ
maksimere	mɑɡsiˈmeːˀɐ
dødsliste	ˈdøðsˌlesdə
pralhals	ˈpʁɑːlˌhalˀs
bulimi	buliˈmiːˀ
plapre	ˈplɑbʁɐ
tagfat	taˈfad
provo	ˈpʁoːvo
besiddelser	beˈsiðˀəlsɐ
hjemmesko	ˈjɛməˌsɡoːˀ
detonerede	detoˈneːˀɐðə
anslag	ˈanˌslaːˀ
enkleste	ˈɛŋˀɡləsdə
trækul	ˈtʁɛˌkɔl
mausoleum	mɑwsoˈlɛːɔm
kedeligste	ˈkeːðəlisdə
førsteholdet	ˈfœɐsdəˌhɐlˀəð
dampbad	ˈdɑmbˌbað
skriveriet	sɡʁiːvəˈʁiːˀəð
fyrretræ	ˈfyːɐˌtʁeːˀ
hike	ˈhɑjɡe
overtræk	ˈɐwɐˌtʁɛɡ
pita	ˈpiːta
bodega	boˈdeːɡa
lagos	ˈlaːɡɐs
gm	ɡenəˈʁɑˀlmɑˌjoɐˀ
spasmager	ˈsbaːˀˌsmaːˀɐ
koncentrationslejr	kɐnsəntʁɑˈʃoːˀnsˌlɑjˀɐ
hovedpude	ˈhoːəðˌpuːðə
svinske	ˈsviːˀnsɡə
kongers	ˈkɐŋɐs
enderne	ˈɛnɐnə
magtbalancen	ˈmɑɡdbaˌlɑŋsən
regi	ʁeˈʃi
tilbageholdenhed	teˈbaːəhɐlənˌheðˀ
gentagende	ˈɡɛnˌtaːˀənə
bevægelige	beˈvɛːˀəˌliːˀə
handelsminister	ˈhanˀelsmiˌnisdɐ
forbundets	ˈfɒːˌbɔnˀəðs
neuroner	nœwˈʁoːˀnɐ
overvejende	ˈɐwɐˌvɑjˀənə
sandpapir	ˈsanpaˌpiɐˀ
mørkeblå	ˈmœɐɡəˌblɔːˀ
hårdkogte	ˈhɒːˌkɐɡdə
yndlingsret	ˈønleŋsˌʁɛd
længsler	ˈlɛŋˀslɐ
uforlignelige	ufɒˈliːˀnəˌliːˀə
forsage	fɒˈsaːˀə
kule	ˈkuːlə
dagdrømme	ˈdɑwˌdʁɐmə
grundlæggerne	ˈɡʁɔnˌlɛɡɐnə
sovesalen	ˈsɐwəˌsaːˀlən
tallerknerne	taˈlɛɐɡnɐnə
bøvlet	ˈbœwˀləð
misery	ˈmiseʁi
snæver	ˈsnɛːˀvɐ
femstjernet	ˈfɛmˌsdjɛɐˀnəð
valser	ˈvalsɐ
synsfelt	ˈsyːˀnsˌfɛlˀd
stivne	ˈsdiwnə
opsynsmanden	ˈɐbsyːnsˌmanˀən
bugen	ˈbuːˀən
forsvarligt	fɒˈsvɑːˀlid
frossent	ˈfʁɐsend
bolsjevikkerne	bɐlʃəˈviɡɐnə
pantsatte	ˈpandˌsadə
puh	ˈpuː
indåndet	ˈenˌɐnˀəð
indskrænke	ˈenˌsɡʁɛŋɡə
ovenud	ˈɐwənˌuðˀ
gejsten	ˈɡɑjˀsdən
researcher	ʁiˈsœːtjɐ
skriveri	sɡʁiːvəˈʁiːˀ
hastigheder	ˈhasdiˌheðˀɐ
fartgrænsen	ˈfɑːˀdˌɡʁɛnsən
konversere	kɐnvɛɐˈseːˀɐ
lyskryds	ˈlyːsˌkʁys
opstandelsen	ɐbˈsdanˀəlsən
klapsalver	ˈklɑbˌsalvɐ
håndvasken	ˈhɐnˌvasɡən
portør	pɒˈtøɐˀ
mellemste	ˈmɛlˀəmsdə
slagplan	ˈslɑwˌplaːˀn
antikvitet	antiɡviˈteːˀd
banal	baˈnaːˀl
offensive	ˈɐfənˌsiːˀvə
agnete	ɑwˈneːˀdə
dublant	duˈblanˀd
personalechef	pɛɐsoˈnaːləˌʃɛːˀf
statsmand	ˈsdaːˀdsˌmanˀ
cappella	kaˈpɛla
stad	ˈsdað
mane	ˈmaːnə
issa	ˈisa
thierry	ˈtjɛɐi
skrællet	ˈsɡʁɛləð
sorteper	ˈsoɐdəˌpeɐˀ
triangulere	tʁiɑŋɡuˈleːˀɐ
fulderikker	ˈfulˀəʁeɡɐ
potpourri	pɐdpuˈʁi
gyseligt	ˈɡyːsəlid
havnefronten	ˈhɑwnəˌfʁɐnˀdən
spadserer	sbaˈseːˀɐ
done	ˈdoːnə
fornavnet	ˈfɒːˌnɑwˀnəð
diktatorer	diɡtaˈtoːɐ
rockerne	ˈʁɐɡɐnə
notebook	ˈnɔwdˌbuɡ
halvdele	ˈhalˌdeːlə
bryggeri	bʁøɡəˈʁiːˀ
arbejdsro	ˈɑːbɑjdsˌʁoːˀ
tilsmiler	ˈtelˌsmiːˀlɐ
etter	ˈedɐ
fodboldspillere	ˈfoðbɐldˌsbelɐɐ
frarøvet	ˈfʁɑˌʁøːˀvəð
vile	ˈviːlə
coca	ˈkoɡa
beskyde	beˈsɡyðˀə
temmeligt	ˈtɛməlid
afdækket	ˈɑwˌdɛɡəð
manke	ˈmɑŋɡə
poeter	poˈeːˀdɐ
dagdrømmer	ˈdɑwˌdʁɐmɐ
plastre	ˈplasdʁɐ
dengse	ˈdeŋsə
andenplads	ˈanənˌplas
terroriserede	tɛɐɒiˈseːˀɐðə
dunkle	ˈdɔŋˀɡlə
manchuriet	mɑnʃuˈʁiːˀəð
spøgen	ˈsbøːˀən
minusgrader	ˈmiːnusˌɡʁɑːðɐ
lanterner	lanˈtɛɐnɐ
vodkaen	ˈvɐdˌkaːˀən
kandidatgrad	kandiˈdaːˀdˌɡʁɑðˀ
leyla	ˈlɑjla
gøren	ˈɡœːɐn
enstemmig	ˈeːnˌsdɛmˀi
syerske	ˈsyːˀɐsɡə
fikst	ˈfeɡsd
øjenskygge	ˈɐjənˌsɡyɡə
forgå	fɒˈɡɔːˀ
skule	ˈsɡuːlə
udtagelse	ˈuðˌtaːˀəlsə
fuldtids	ˈfulˌtiðs
makkerpar	ˈmɑɡɐˌpɑ
favoritten	favoˈʁidən
sterilt	sdeˈʁiːˀld
råstyrke	ˈʁɐˌsdyɐɡə
pentagons	ˈpɛntaɡɐns
sesam	ˈseːsɑm
sydafrikanske	ˈsyðɑfʁiˌkaːˀnsɡə
udtørrede	ˈuðˌtœːˀɐðə
kari	ˈkɑːi
tobaksindustrien	toˈbɑɡsenduˌsdʁiːˀən
anagram	anaˈɡʁɑmˀ
overrumple	ˈɐwɐˌʁɔmˀblə
snorene	ˈsnoːɐnə
kroniske	ˈkʁoːˀnisɡə
karakterbog	kɑɑɡˈteɐˀˌbɔwˀ
vedtage	ˈveðˌtaːˀ
forhekse	fɒˈhɛɡsə
futter	ˈfudɐ
dukkehus	ˈdɔɡəˌhuːˀs
subjektivt	ˈsubjɛɡˌtiwˀd
tars	ˈtɑːˀs
isse	ˈisə
mulighedernes	ˈmuːliˌheðˀɐnəs
fødselslæge	ˈføselsˌlɛːə
genbruger	ˈɡɛnˌbʁuːˀɐ
markeringer	mɑˈkeːˀˌʁeŋˀɐ
overflytning	ˈɐwɐˌflødneŋ
branchens	ˈbʁɑŋʃəns
undergrave	ˈɔnɐˌɡʁɑːˀvə
knag	ˈknaːˀ
hamstre	ˈhamˀsdʁɐ
indtaster	ˈenˌtasdɐ
narrefisse	ˈnɑːɐˌfisə
gulvtæppe	ˈɡɔlˌtɛbə
forløbe	fɒˈløːˀbə
sociologi	soʃoloˈɡiːˀ
regnskov	ˈʁɑjnˌsɡɐwˀ
ladede	ˈlaːðəðə
minoritet	minoɐiˈteːˀd
kystvagt	ˈkøsdˌvɑɡd
thorsen	ˈtoɐˀsən
enhjørningen	ˈeːnˌjœɐˌneŋˀən
mouna	ˈmuːna
omstrejfende	ˈɐmˌsdʁɑjˀfənə
nyhedsbrev	ˈnyhəðsˌbʁewˀ
loa	ˈloːa
lovmand	ˈlɐwˌmanˀ
meteorolog	metəoɐoˈloːˀ
prædikede	ˈpʁeðɡəðə
tyrene	ˈtyːɐnə
pensioner	pɑŋˈʃoːˀnɐ
xu	ˈʃu
auktioner	ɑwɡˈʃoːˀnɐ
flyves	ˈflyːvəs
hvirvelvind	ˈviɐˀvəlˌvenˀ
kreditorer	kʁediˈtoːɐ
nyskabende	ˈnyːˌsɡaːˀbənə
udklækket	ˈuðˌklɛɡəð
kvitter	ˈkvidɐ
engangs	ˈeːnˌɡɑŋs
disciplinen	disiˈpliːˀnən
tripoli	ˈtʁipoli
ombygge	ˈɐmˌbyɡə
fordelingen	fɒˈdeːˀˌleŋˀən
fordoblede	fɒˈdɐbləðə
hægte	ˈhɛɡdə
andele	ˈanˌdeːlə
scotia	ˈsɡoːˀdja
splat	ˈsblad
bandets	ˈbaːndəðs
massimo	ˈmɑsimo
dørmåtte	ˈdœɐˌmɐdə
videregiver	ˈviðɐɐˌɡiɐˀ
selektiv	ˈselɛɡˌtiwˀ
bangs	ˈbɑŋˀs
godartet	ˈɡoðˌɑːˀdəð
seinen	ˈsɛːnən
selerne	ˈseːlɐnə
udstrækning	ˈuðˌsdʁɛɡneŋ
obduceret	ɐbduˈseːˀɐð
sugemærke	ˈsuːəˌmɛɐɡə
forvoldte	fɒˈvɐlˀdə
giancarlo	djanˈkɑːlo
berglund	ˈbɛɐwˌlɔnˀ
skønner	ˈsɡœnɐ
bændelorm	ˈbɛnˀnəlˌoɐˀm
stemplerne	ˈsdɛmˀblɐnə
antændes	ˈanˌtɛnˀəs
uhindret	ˈuˌhenˀdʁɐð
muret	ˈmuːɐð
chokoladeis	ʃoɡoˈlaːðəˌiːˀs
afløsere	ˈɑwˌløːˀsɐɐ
lakeret	laˈkeːˀɐð
saleem	saˈleːm
anarkist	anɑˈkisd
fritgående	ˈfʁidˌɡɔːˀənə
borgerpligt	ˈbɒwɐˌpleɡd
næret	ˈnɛːɐð
skattene	ˈsɡadənə
jordemoderen	ˈjoɐˌmoːɐn
vilkårlige	vilˈkɒːˀˌliːˀə
opgang	ˈɐbˌɡɑŋˀ
spisebord	ˈsbiːsəˌboɐˀ
knoglebrud	ˈknɐwləˌbʁuðˀ
komfortable	kɐmfɒˈtaːˀblə
ugentligt	ˈuːendlid
sandkage	ˈsanˌkaːə
halvfems	halˈfɛmˀs
vurderingen	vuɐˈdeːˀˌʁeŋˀən
antageligt	anˈtaːˀəlid
reza	ˈʁeːsa
sværvægter	ˈsvɛɐˌvɛɡdɐ
gaffeltruck	ˈɡɑfəlˌtʁɐɡ
slambert	ˈslɑmˀbɐd
parmesan	pɑməˈsaːˀn
fødselsdagskort	ˈføselsdaːsˌkɒːd
konfus	kɐnˈfuːˀs
pudsig	ˈpusi
transporterne	tʁɑnsˈpɒːdɐnə
brus	ˈbʁuːˀs
helligbrøde	ˈhɛliˌbʁøːðə
smugleri	smuːləˈʁiːˀ
vw	fɑwˈveː
stivner	ˈsdiwnɐ
åndet	ˈɐnəð
kosovo	ˈkosovo
indikerede	endiˈkeːˀɐðə
bagepulver	ˈbaːəˌpɔlˀvɐ
valsende	ˈvalsənə
instinktet	enˈsdeŋˀdəð
grødhoved	ˈɡʁøðˌhoːəð
manipuleres	manipuˈleːˀɐs
blanka	ˈblɑŋka
liberia	liˈbeɐˀja
plastikpose	ˈplasdiɡˌpoːsə
fork	ˈfɒːɡ
gløden	ˈɡløðˀən
brandstation	ˈbʁɑnsdaˌʃoːˀn
kyoto	kyˈoːto
virtuelt	viɐtuˈɛlˀd
skyskrabere	ˈsɡyˌsɡʁɑːbɐɐ
trægt	ˈtʁeːˀd
ruf	ˈʁɔf
ondere	ˈɔnɐɐ
gæsteliste	ˈɡɛsdəˌlesdə
hypnotiserede	hybnotiˈseːˀɐðə
potens	poˈtɛnˀs
maskinens	maˈsɡiːnəns
barrierer	bɑiˈɛːɐ
seksårige	ˈsɛɡsˌɒːˀˌʁiːˀə
drøne	ˈdʁøːnə
illustrere	iluˈsdʁeːˀɐ
betalingerne	beˈtaːˀˌleŋˀɐnə
elinor	ˈɛlinɒ
primat	pʁiˈmaːˀd
statskundskab	ˈsdaːˀdskɔnˌsɡaːˀb
ansigtsbehandling	ˈanseɡdsbəˌhanˀleŋ
alarmopkald	aˈlɑːˀmɐbˌkalˀ
hyldede	ˈhyləðə
hjemturen	ˈjɛmˌtuːˀɐn
revidere	ʁeviˈdeːˀɐ
marskal	ˈmɑːˌʃalˀ
bjælke	ˈbjɛlɡə
østtyskland	ˈøsdtysˌɡlanˀ
vindmølle	ˈvenˌmølə
igle	ˈiːlə
udradere	ˈuðʁɑˌdeːˀɐ
undvigemanøvre	ˈɔnviːəmaˌnøwʁɐ
utøj	ˈuˌtɐj
attrap	aˈtʁɑb
forpint	fɒˈpiːˀnd
kristendom	ˈkʁesdənˌdɐmˀ
lånene	ˈlɔːˀnənə
visdomsord	ˈvisdɐmsˌoɐˀ
udryddelsen	ˈuðˌʁyðˀəlsən
knurre	ˈknoːɐ
juicen	ˈdjuːsən
standen	ˈsdanˀən
dyrearter	ˈdyːɐˌɑːˀdɐ
perspektivet	pɛɐsbɛɡˈtiːˀvəð
advokatbistand	aðvoˈkaːˀdbiˌsdanˀ
frikender	ˈfʁiːˌkɛnˀɐ
padler	ˈpaðlɐ
kiwi	ˈkiːvi
flittige	ˈfliˌdiːˀə
frontalt	fʁɐnˈtaːˀld
eksamensbevis	ɛɡˈsaːmənsbəˌviːˀs
fyldet	ˈfylˀəð
navngiver	ˈnɑwnˌɡiɐˀ
fornødenheder	fɒˈnøðˀənˌheðˀɐ
marven	ˈmɑːˀvən
passé	paˈse
excentriske	eɡˈsɛnˀtʁisɡə
våbensalg	ˈvɔːˀbənˌsalˀ
træernes	ˈtʁeːˀɐnəs
overklassen	ˈɐwɐˌklasən
ubehøvlede	ˈubeˌhœwˀləðə
hamp	ˈhɑmˀb
sejrens	ˈsɑjˀʁɐns
bondage	bɐnˈdaːʃə
raslende	ˈʁɑslənə
forlygterne	ˈfɒːˌløɡdɐnə
fuldbyrde	ˈfulˌbyɐˀdə
baptist	bɑbˈtisd
forøgelse	fɒˈøːˀəlsə
stetoskop	sdedoˈsɡoːˀb
vår	ˈvɒːˀ
bildøren	ˈbiːlˌdœːˀɐn
fodfolk	ˈfoðˌfɐlˀɡ
gavnligt	ˈɡɑwnlid
trillebør	ˈtʁiləˌbøɐˀ
indlæggelse	ˈenˌlɛɡəlsə
omkommer	ˈɐmˌkɐmˀɐ
singleton	ˈseŋɡəltɐn
startes	ˈsdɑːdəs
tilfangetagelse	teˈfɑŋəˌtaːˀəlsə
hærdede	ˈhɛɐdəðə
nyman	ˈnyˌmanˀ
resonans	ʁesoˈnanˀs
redigerer	ʁediˈɡeːˀɐ
greenberg	ˈɡʁiːnˌbœːɡ
lyspunkt	ˈlyːsˌpɔŋˀd
dokumenterede	doɡumɛnˈteːˀɐðə
slagskib	ˈslɑwˌsɡiːˀb
baggrunde	ˈbɑwˌɡʁɔnə
uk	ˈjuːˌkɛj
reform	ʁeˈfɒːˀm
pengekassen	ˈpɛŋəˌkasən
fugten	ˈfɔɡdən
ægteparret	ˈɛɡdəˌpɑːˀɐð
melodier	meloˈdiːˀɐ
supervisor	ˈsuːbɐˌvɑjsɐ
tjenerinde	tjɛːnɐˈenə
bannere	ˈbanˀɐɐ
barndomsven	ˈbɑːndɐmsˌvɛn
kapitalismen	kabitaˈlismən
sidestykke	ˈsiːðəˌsdøɡə
utaknemlige	utɑˈɡnɛmˀˌliːˀə
rugbrød	ˈʁuːˌbʁøðˀ
madpakker	ˈmaðˌpɑɡɐ
indbyder	ˈenˌbyðˀɐ
behørig	beˈhøɐˀi
mutter	ˈmudɐ
agtig	ˈɑɡdi
luisa	luˈiːsa
venstreorienteret	ˈvɛnsdʁɐɒiənˌteːˀɐð
alberta	alˈbœːta
formulering	fɒmuˈleɐˀeŋ
bøtten	ˈbødən
givetvis	ˈɡiːvəðˌviːˀs
afdelingerne	ˈɑwˌdeːˀˌleŋˀɐnə
optegnelse	ˈɐbˌtɑjˀnəlsə
prinsessens	pʁenˈsɛsəns
kombinerede	kɐmbiˈneːˀɐðə
steaks	ˈsdɛjɡs
kammeratskab	kɑməˈʁɑːˀdˌsɡaːˀb
bæredygtig	ˈbɛːɐˌdøɡdi
somerset	ˈsɐmɐˌsɛd
finner	ˈfenɐ
redaktører	ʁedɑɡˈtøːˀɐ
preben	ˈpʁeːˀbən
checkene	ˈʃɛɡənə
fingers	ˈfeŋˀɐs
afkommet	ˈɑwˌkɐmˀəð
alexanders	alɛɡˈsanˀdɐs
hyæne	hyˈɛːnə
stikkes	ˈsdeɡəs
kærtegner	ˈkɛɐˌtɑjˀnɐ
landau	ˈlandɑw
poserer	poˈseːˀɐ
decideret	desiˈdeːˀɐð
flaps	ˈflɑbs
reporteren	ʁeˈpɒːdɐɐn
fjeren	ˈfjeːˀɐn
ese	ˈeːse
grydesteg	ˈɡʁyːðəˌsdɑjˀ
pågribes	ˈpɐˌɡʁiːˀbəs
blæselampe	ˈblɛːsəˌlɑmbə
kærlighedsbrev	ˈkɛɐlihəðsˌbʁewˀ
stuntman	ˈsdɐndˌmaːn
udåd	ˈuˌdɔːˀð
uvished	ˈuvesˌheðˀ
lemmen	ˈlɛmˀən
barrikaderet	bɑikaˈdeːˀɐð
biografer	bioˈɡʁɑːˀfɐ
amputation	ɑmputaˈʃoːˀn
børnebidrag	ˈbœɐnəbiˌdʁɑwˀ
erstatningen	ɛɐˈsdadˌneŋˀən
lene	ˈleːnə
pakistansk	pɑɡiˈsdaːˀnsɡ
modstår	ˈmoðˌsdɒːˀ
thorkild	ˈtɒːɡil
taktikken	tɑɡˈtiɡən
siloen	ˈsiːˌloːˀən
udslidt	ˈuðˌslid
løbesko	ˈløːbəˌsɡoːˀ
voldsforbrydelser	ˈvɐlˀsfɒˌbʁyðˀəlsɐ
mystikken	myˈsdiɡən
lærerig	ˈlɛːɐˌʁiːˀ
faxede	ˈfɑɡsəðə
filosoffer	filoˈsɐfɐ
att	aˈtɛnʃən
omtalen	ˈɐmˌtaːlən
fjolleri	fjɐləˈʁiːˀ
frihedskæmpere	ˈfʁihəðsˌkɛmbɐɐ
lanka	ˈlɑŋka
fuldmægtig	ˈfulˌmɛɡdi
glasuren	ɡlaˈsuːˀɐn
lejrtur	ˈlɑjˀɐˌtuɐˀ
snotten	ˈsnɐdən
nybyggerne	ˈnyˌbyɡɐnə
lærerværelset	ˈlɛːɐˌvɛːɐlsəð
komik	koˈmiɡ
sluserne	ˈsluːsɐnə
toogtyve	ˈtoːˀɐˈtyːvə
eksplosionerne	ɛɡsbloˈʃoːˀnɐnə
håkon	ˈhɔːkɐn
vs	ˈveːˀˌɛs
finns	ˈfenˀs
turneen	tuɐˈneːˀən
uortodokse	ˈuɐtoˌdɐɡsə
musiksmag	muˈsiɡˌsmaːˀ
