# Punjabi CROSS-SCRIPT restoration lexicon — real Shahmukhi spelling ⇥ GOLD canonical IPA.
# The IPA comes from the VOWELED Gurmukhi sister-spelling (kaikki dual-script pairs) via our Gurmukhi g2p,
# so it restores the short vowels + majhūl و/ی + retroflex ن/ݨ the Shahmukhi abjad drops. CC-BY-SA (kaikki).
# SECOND SOURCE: pa↔pnb Wikipedia TITLE pairs (Wikidata sitelinks; 18,930 dual-wiki articles), word-aligned
# positionally when token counts match — every pair clears the same skeleton gate (a re-worded title
# differs in its plain consonants and is dropped: ਮਹਾਤਮਾ/موہن). Titles are CC-BY-SA like the rest.
# Consonant-skeleton gated. Regenerate: tools/perso-arabic/build_gurmukhi_shahmukhi.ts
آؤچ	ˈaːʊt͡ʃ
پیسیج	pɛːsˈeːd͡ʒ
پیسے	pˈɪsːeː
پیشاب	pɪʃˈaːb
پیشوا	pˈeːʃʋaː
پیشیں	pˈeːʃĩ
پیعیمونتے	piːeːmˈõn̪t̪eː
پیغمبر	pɛːɣˈə̃mbəɾ
پیل	pˈɛːl
پیلا	pˈiːliː
پیلس	pɛːlˈeːs
پیلو	pˈiːluː
پیلی	pˈiːliː
پیلیس	pɛːlˈeːs
پیلیکان	pɛːlɪkˈaːn
پیلے	pˈeːleː
پیما	pˈeːmaː
پین	pˈeːn
پینا	pˈiːɳaː
پینتھر	pˈɛ̃n̪t̪ʰəɾ
پینتی	pˈɛ̃n̪t̪iː
پیندا	pˈẽn̪d̪aː
پینریز	pɛːnɾˈoːz
پینٹاگون	pˈɛ̃ɳʈaːɡən
پینڈسے	pˈẽɳɖəseː
پینڈو	pˈẽɳɖuː
پینڈٹ	pɛ̃ɳɖˈeːʈ
پینگوئن	pˈɛ̃ŋɡʊɪn
پینیلوپے	peːneːlˈoːpeː
پیٹر	pˈiːʈəɾ
پیٹرارک	pɛːʈːəɾˈaːɾək
پیٹرسن	piːʈˈəɾsən
پیٹرک	pˈɛːʈɾɪk
پیٹھا	pˈeːʈʰaː
پیٹی	pˈeːʈiː
پیپرس	pəpˈaːɪɾəs
پیپل	pˈiːpəl
پیپلز	pˈiːpləz
پیچ	pˈeːt͡ʃ
پیچورا	pɪt͡ʃˈoːɾaː
پیڈنیکر	pˈeːɖneːkəɾ
پیڈو	pˈeːɖuː
پیڈی	pˈeːɖiː
پیڑ	pˈɛːɽ
پیکا	pˈeːkaː
پیکاچو	pɪkˈaːt͡ʃuː
پیگاسس	pɛːɡˈaːsəs
چا	t͡ʃˈaː
چاؤ	t͡ʃˈaːoː
چائلڈ	t͡ʃˈaːɪləɖ
چائینا	t͡ʃaːˈiːnaː
چاب	t͡ʃˈaːb
چابہار	t͡ʃaːbɦˈaːɾ
چابی	t͡ʃˈaːbiː
چادر	t͡ʃˈaːd̪əɾ
چار	t͡ʃˈaːɾ
چارا	t͡ʃˈaːɾaː
چارج	t͡ʃˈaːɾəd͡ʒ
چارجر	t͡ʃˈaːɾd͡ʒəɾ
چارلس	t͡ʃˈaːɾləs
چارلی	t͡ʃˈaːɾliː
چارو	t͡ʃˈaːɾuː
چارول	t͡ʃaːɾˈuːl
چاریکار	t͡ʃaːɾiːkˈaːɾ
چاس	t͡ʃˈaːs
چاقو	t͡ʃˈaːquː
چالباجی	t͡ʃˈaːlbaːd͡ʒiː
چالھی	t͡ʃˈaːɭiː
چالی	t͡ʃˈaːliː
چامندا	t͡ʃəmˈɪ̃ɳɖaː
چامنڈا	t͡ʃaːmˈʊ̃ɳɖaː
چاندنی	t͡ʃˈãn̪d̪əniː
چاندپوری	t͡ʃˈãn̪d̪əpʊɾiː
چاندی	t͡ʃˈãn̪d̪iː
چانن	t͡ʃˈaːnəɳ
چاننی	t͡ʃˈaːnɳiː
چانݨ	t͡ʃˈaːnəɳ
چاول	t͡ʃˈaːʋəl
چاولا	t͡ʃˈaːʋlaː
چاویز	t͡ʃaːʋˈeːz
چاٹ	t͡ʃˈaːʈ
چاڈ	t͡ʃˈaːɖ
چاکلیٹ	t͡ʃɔːklˈeːʈ
چاہ	t͡ʃˈaːɦ
چاہل	t͡ʃˈaːɦəl
چاہیدا	t͡ʃaːɦˈiːd̪aː
چبائنا	t͡ʃəbˈaːʊɳaː
چباہا	t͡ʃʊbˈaːɦaː
چبنا	t͡ʃˈəbːəɳaː
چت	t͡ʃˈɪt̪ː
چتر	t͡ʃˈɪt̪ːəɾ
چترا	t͡ʃˈɪt̪ɾaː
چتراکوٹ	t͡ʃɪt̪əɾkˈuːʈ
چترتھی	t͡ʃət̪ˈʊɾt̪ʰiː
چترو	t͡ʃˈət̪ɾoː
چترویدی	t͡ʃət̪ʊɾʋˈeːd̪iː
چترکار	t͡ʃɪt̪ːəɾkˈaːɾ
چترکاری	t͡ʃɪt̪ːəɾkˈaːɾiː
چتلا	t͡ʃˈɪt̪laː
چتورا	t͡ʃɪt̪ˈɔːɾaː
چتپاون	t͡ʃɪt̪pˈaːʋən
چتپاونی	t͡ʃɪt̪pˈaːʋniː
چتکارا	t͡ʃɪt̪ːəkˈaːɾaː
چدھڑ	t͡ʃˈə˥˩d̪əɽ
چر	t͡ʃˈɪɾ
چراسی	t͡ʃʊɾˈaːsiː
چراغ	t͡ʃɪɾˈaːɣ
چراغاں	t͡ʃɪɾˈaːɣã
چربیلے	t͡ʃəɾbˈiːlaː
چرخا	t͡ʃˈəɾxaː
چرس	t͡ʃˈəɾəs
چرمل	t͡ʃɾˈəməl
چرن	t͡ʃˈəɾən
چرنجا	t͡ʃʊɾˈə̃ɲd͡ʒaː
چرنجیت	t͡ʃəɾəɲd͡ʒˈiːt̪
چرپٹ	t͡ʃˈəɾpəʈ
چرچ	t͡ʃˈəɾət͡ʃ
چرچل	t͡ʃˈəɾt͡ʃɪl
چرک	t͡ʃˈəɾək
چرکھا	t͡ʃˈəɾkʰaː
چرھانویں	t͡ʃʊɾɦˈaːnʋẽ
چشتی	t͡ʃˈɪʃt̪iː
چشمہ	t͡ʃˈəʃmaː
چغتائی	t͡ʃʊɣt̪ˈaːiː
چغچران	t͡ʃəɣət͡ʃɾˈaːn
چلاک	t͡ʃəlˈaːk
چلتا	t͡ʃˈəlt̪aː
چلنا	t͡ʃˈəlːəɳaː
چلڈرن	t͡ʃɪlˈəɖɾən
چلکا	t͡ʃˈɪlkaː
چلی	t͡ʃˈɪliː
چم	t͡ʃˈʊm
چمار	t͡ʃəmˈaːɾ
چمارن	t͡ʃəmˈaːɾɪn
چمارڑی	t͡ʃəmˈaːɾɽiː
چماسا	t͡ʃʊmˈaːsaː
چمبا	t͡ʃˈə̃mbaː
چمبل	t͡ʃˈə̃mbəl
چمبک	t͡ʃˈʊ̃mbək
چمنابائی	t͡ʃɪmnaːbˈaːiː
چمونا	t͡ʃəmˈuːɳaː
چمونے	t͡ʃəmˈuːɳeː
چموپتی	t͡ʃəmˈuːpt̪iː
چمٹا	t͡ʃˈɪmʈaː
چمپا	t͡ʃˈə̃mpaː
چمپارن	t͡ʃˈə̃mpaːɾən
چمپیئنز	t͡ʃˈɛ̃mpiːənəz
چمچہ	t͡ʃˈəmt͡ʃaː
چمڑا	t͡ʃˈəmɽaː
چمڑنا	t͡ʃɪ̃mˈəɽnaː
چمڑی	t͡ʃˈəmɽiː
چمک	t͡ʃˈəmək
چمکدار	t͡ʃəməkd̪ˈaːɾ
چمکیلا	t͡ʃəmkˈiːlaː
چمکݨا	t͡ʃəmˈəkɳaː
چمگادڑ	t͡ʃəmɡˈaːd̪əɽ
چمݨا	t͡ʃˈʊ̃mɳaː
چن	t͡ʃˈə̃n
چنئی	t͡ʃˈeːnəiː
چنا	t͡ʃˈəɳaː
چنائی	t͡ʃʊɳˈaːiː
چنائے	t͡ʃɪnˈaːeː
چناب	t͡ʃənˈaːb
چنار	t͡ʃɪnˈaːɾ
چناسوامی	t͡ʃɪ̃nˈaːsʋaːmiː
چناکھ	t͡ʃəɳˈaːkʰ
چناں	t͡ʃˈə̃nã
چنتن	t͡ʃˈɪ̃n̪t̪ən
چنتپورنی	t͡ʃˈɪ̃n̪t̪əpʊɾniː
چند	t͡ʃˈə̃n̪d̪
چندا	t͡ʃˈə̃n̪d̪aː
چندر	t͡ʃˈə̃n̪d̪əɾ
چندرا	t͡ʃˈə̃n̪d̪əɾaː
چندراشیکھر	t͡ʃˈə̃n̪d̪əɾʃeːkʰəɾ
چندراچوڑ	t͡ʃə̃n̪d̪əɾt͡ʃˈuːɽ
چندردھر	t͡ʃə̃n̪d̪ˈə˥˩ɾd̪əɾ
چندرسیکر	t͡ʃˈə̃n̪d̪əɾseːkəɾ
چندرشیکھر	t͡ʃˈə̃n̪d̪əɾʃeːkʰəɾ
چندرماتھی	t͡ʃˈə̃n̪d̪əɾmaːt̪ʰiː
چندرن	t͡ʃˈə̃n̪d̪əɾən
چندرو	t͡ʃˈə̃n̪d̪əɾoː
چندرکر	t͡ʃˈə̃n̪d̪əɾaːkəɾ
چندرگپت	t͡ʃˈə̃n̪d̪əɾɡʊpət̪
چندریان	t͡ʃə̃n̪d̪ɾəjˈaːn
چندریگر	t͡ʃˈʊ̃n̪d̪əɾiːɡəɾ
چندن	t͡ʃˈə̃n̪d̪ən
چندنا	t͡ʃˈə̃n̪d̪ənaː
چندور	t͡ʃə̃n̪d̪ˈuːɾ
چندیمل	t͡ʃˈə̃n̪d̪iːməl
چنچل	t͡ʃˈə̃ɲt͡ʃəl
چنڈا	t͡ʃˈə̃˨˩ɳɖaː
چنڈول	t͡ʃə̃ɳɖˈoːl
چنڈی	t͡ʃˈə̃ɳɖiː
چنڈیلا	t͡ʃˈə̃n̪d̪eːlaː
چنکی	t͡ʃˈɪ̃ŋkiː
چنگا	t͡ʃˈə̃ŋɡaː
چنگیر	t͡ʃə̃ŋɡˈeːɾ
چنگیز	t͡ʃə̃ŋɡˈeːz
چنی	t͡ʃˈʊ̃niː
چو	t͡ʃˈuː
چوئیسل	t͡ʃʊˈeːsəl
چوان	t͡ʃəʋˈaːn
چوبرجی	t͡ʃɔːbˈʊɾd͡ʒiː
چوتال	t͡ʃɔːt̪ˈaːl
چوتھ	t͡ʃˈɔːt̪ʰ
چوتھا	t͡ʃˈɔːt̪ʰaː
چوتی	t͡ʃˈɔːt̪iː
چوداں	t͡ʃˈɔːd̪ã
چودھرانی	t͡ʃˈɔː˥˩d̪ɾaːniː
چودھری	t͡ʃˈɔː˥˩d̪ɾiː
چور	t͡ʃˈoːɾ
چورما	t͡ʃˈuːɾmaː
چوسا	t͡ʃˈɔːsaː
چوسر	t͡ʃˈɔːsəɾ
چوفانی	t͡ʃɔːfˈaːniː
چول	t͡ʃˈɔːɭ
چولا	t͡ʃˈoːlaː
چوماسا	t͡ʃɔːmˈaːsaː
چوناں	t͡ʃˈoːɳã
چونویں	t͡ʃˈoːɳʋĩ
چونڈل	t͡ʃˈũɳɖəl
چونڈنا	t͡ʃˈũɳɖəɳaː
چونڈھی	t͡ʃˈũ˥˩ɳɖiː
چوٹا	t͡ʃˈoːʈːaː
چوٹی	t͡ʃˈoːʈiː
چوپڑا	t͡ʃˈoːpɽaː
چوپڑہ	t͡ʃˈoːpɽaː
چوچک	t͡ʃˈuːt͡ʃək
چوڑا	t͡ʃˈɔːɽaː
چوڑی	t͡ʃˈuːɽiː
چوک	t͡ʃˈɔːk
چوکھنڈی	t͡ʃɔːkʰˈə̃ɳɖiː
چوکھٹ	t͡ʃˈɔːkʰəʈ
چوگنا	t͡ʃˈɔːɡʊɳaː
چوگݨا	t͡ʃˈɔːɡʊɳaː
چوہا	t͡ʃˈuːɦaː
چوہان	t͡ʃɔːɦˈaːn
چوہٹھ	t͡ʃˈɔːɦəʈʰ
چوہڑ	t͡ʃˈuːɦəɽ
چوہے	t͡ʃˈuːɦeː
چٹا	t͡ʃˈɪʈːaː
چٹان	t͡ʃəʈˈaːn
چٹرجی	t͡ʃɛːʈˈəɾd͡ʒiː
چٹنا	t͡ʃˈəʈːəɳaː
چٹنی	t͡ʃˈəʈɳiː
چٹکی	t͡ʃˈʊʈkiː
چٹگلی	t͡ʃɪʈːˈəɡliː
چٹھا	t͡ʃˈɪʈʰːaː
چٹھی	t͡ʃˈɪʈʰːiː
چٹی	t͡ʃˈɪʈːiː
چٹݨی	t͡ʃˈəʈɳiː
چپ	t͡ʃˈʊpː
چپا	t͡ʃˈəpːaː
چپاتی	t͡ʃəpˈaːt̪iː
چپرینن	t͡ʃʊpɾˈiːnɪn
چپل	t͡ʃˈəpːəl
چپلن	t͡ʃˈɛːplɪn
چپلی	t͡ʃˈəpliː
چپڑاسی	t͡ʃəpɽˈaːsiː
چپکو	t͡ʃˈɪpkoː
چپیڑ	t͡ʃəpˈeːɽ
چچیر	t͡ʃət͡ʃˈeːɾ
چچیرا	t͡ʃət͡ʃˈeːɾaː
چڈھا	t͡ʃˈə˥˩ɖːaː
چڑا	t͡ʃˈɪɽaː
چڑی	t͡ʃˈɪɽiː
چڑیل	t͡ʃʊɽˈeːl
چک	t͡ʃˈəkː
چکا	t͡ʃˈəkːaː
چکارا	t͡ʃəkˈaːɾaː
چکاری	t͡ʃəkˈaːɾiː
چکر	t͡ʃˈəkːəɾ
چکن	t͡ʃˈɪkən
چکنا	t͡ʃˈʊkːəɳaː
چکوال	t͡ʃəkʋˈaːl
چکوترہ	t͡ʃəkˈoːt̪ɾaː
چکور	t͡ʃəkˈoːɾ
چکوندھر	t͡ʃəkˈũ˥˩n̪d̪əɾ
چکوٹھی	t͡ʃəkˈoːʈʰiː
چکچوندھر	t͡ʃəkt͡ʃˈũ˥˩n̪d̪əɾ
چکچی	t͡ʃˈʊkt͡ʃiː
چکڑ	t͡ʃˈɪkːəɽ
چکڑی	t͡ʃˈɪkɽiː
چکے	t͡ʃˈʊkːeː
چگمبورا	t͡ʃɪɡˈʊ̃mbʊɾaː
چگھا	t͡ʃˈʊ˥˩ɡːaː
چھاؤݨی	t͡ʃʰˈaːʊɳiː
چھات	t͡ʃʰˈaːt̪
چھاتی	t͡ʃʰˈaːt̪iː
چھال	t͡ʃʰˈaːl
چھاننی	t͡ʃʰˈaːnɳiː
چھاپ	t͡ʃʰˈaːp
چھاچھ	t͡ʃʰˈaːt͡ʃʰ
چھاچھی	t͡ʃʰˈaːt͡ʃʰiː
چھاں	t͡ʃʰˈã
چھبر	t͡ʃʰˈɪbːəɾ
چھبی	t͡ʃʰˈəbːiː
چھت	t͡ʃʰˈət̪ː
چھتا	t͡ʃʰˈət̪ːaː
چھتاری	t͡ʃʰət̪ˈaːɾiː
چھتر	t͡ʃʰˈɪt̪ːəɾ
چھترپتی	t͡ʃʰət̪ɾˈəpt̪iː
چھتری	t͡ʃʰˈət̪ɾiː
چھتی	t͡ʃʰˈət̪ːiː
چھج	t͡ʃʰˈəd͡ʒː
چھل	t͡ʃʰˈəlː
چھلا	t͡ʃʰˈəlːaː
چھلی	t͡ʃʰˈəlːiː
چھن	t͡ʃʰˈɪɳ
چھند	t͡ʃʰˈə̃n̪d̪
چھندا	t͡ʃʰˈɪ̃n̪d̪aː
چھندر	t͡ʃʰˈɪ̃n̪d̪əɾ
چھنڈنا	t͡ʃʰˈə̃ɳɖəɳaː
چھوت	t͡ʃʰˈuːt̪
چھوٹ	t͡ʃʰˈoːʈ
چھوٹا	t͡ʃʰˈoːʈaː
چھوٹو	t͡ʃʰˈoːʈuː
چھوٹی	t͡ʃʰˈoːʈiː
چھوچھا	t͡ʃʰˈuːt͡ʃʰaː
چھوکرا	t͡ʃʰˈoːkɾaː
چھوہݨا	t͡ʃʰˈuːɦɳaː
چھوی	t͡ʃʰˈəʋiː
چھٹ	t͡ʃʰˈʊʈː
چھٹی	t͡ʃʰˈʊʈːiː
چھٹݨا	t͡ʃʰˈʊʈːəɳaː
چھپائی	t͡ʃʰəpˈaːiː
چھپاک	t͡ʃʰəpˈaːk
چھپنجا	t͡ʃʰəpˈə̃ɲd͡ʒaː
چھپڑی	t͡ʃʰˈəpːəɽiː
چھڈ	t͡ʃʰˈəɖː
چھڈئیے	t͡ʃʰəɖːəˈiːeː
چھڈاں	t͡ʃʰˈəɖːã
چھڈدا	t͡ʃʰˈəɖːəd̪aː
چھڈدی	t͡ʃʰˈəɖːəd̪iː
چھڈدے	t͡ʃʰˈəɖːəd̪eː
چھڈن	t͡ʃʰˈəɖːəɳ
چھڈنا	t͡ʃʰˈəɖːəɳaː
چھڈو	t͡ʃʰˈəɖːoː
چھڈی	t͡ʃʰˈəɖːiː
چھڈیں	t͡ʃʰˈəɖːẽ
چھڈے	t͡ʃʰˈəɖːeː
چھڈݨا	t͡ʃʰˈəɖːəɳaː
چھڑا	t͡ʃʰˈəɽaː
چھڑی	t͡ʃʰˈəɽiː
چھڑے	t͡ʃʰˈəɽeː
چھک	t͡ʃʰˈəkː
چھکا	t͡ʃʰˈɪkːaː
چھکو	t͡ʃʰˈɪkːuː
چھکڑا	t͡ʃʰˈəkɽaː
چھکݨا	t͡ʃʰˈəkɳaː
چھہتر	t͡ʃʰˈɪɦət̪ːəɾ
چھیتری	t͡ʃʰˈeːt̪ɾiː
چھیتی	t͡ʃʰˈeːt̪iː
چھینی	t͡ʃʰˈiːniː
چھیڈنا	t͡ʃʰˈeːɖɳaː
چھیک	t͡ʃʰˈeːk
چھیکڑ	t͡ʃʰˈeːkəɽ
چھے	t͡ʃʰˈeː
چہ	t͡ʃˈə
چہارم	t͡ʃʊɦˈaːɾəm
چہتر	t͡ʃˈʊɦət̪ːəɾ
چہرہ	t͡ʃˈɪɦɾaː
چہرے	t͡ʃˈɪɦɾeː
چہل	t͡ʃˈəɦɪl
چی	t͡ʃˈiː
چیت	t͡ʃˈeːt̪
چیتا	t͡ʃˈiːt̪aː
چیتن	t͡ʃˈeːt̪ən
چیتی	t͡ʃˈɛːt̪iː
چیدمبرم	t͡ʃɪd̪ˈə̃mbəɾəm
چیر	t͡ʃˈiːɾ
چیرا	t͡ʃˈiːɾaː
چیرنا	t͡ʃˈiːɾnaː
چیز	t͡ʃˈiːz
چیزاں	t͡ʃˈiːzã
چیس	t͡ʃˈɛːsː
چیسٹر	t͡ʃˈɛːsʈəɾ
چیف	t͡ʃˈiːf
چیل	t͡ʃˈiːl
چیلا	t͡ʃˈeːlaː
چیلسی	t͡ʃˈɛːlsiː
چیلور	t͡ʃeːlˈuːɾ
چیما	t͡ʃˈiːmaː
چیمبرلین	t͡ʃɛ̃mbəɾlˈeːn
چیمبرمباکم	t͡ʃˈẽmbəɾəmbaːkəmː
چیمپیئنز	t͡ʃˈɛ̃mpiːənəz
چیمہ	t͡ʃˈiːmaː
چین	t͡ʃˈiːn
چینا	t͡ʃˈiːnaː
چینائی	t͡ʃˈeːnəiː
چینل	t͡ʃˈɛːnəl
چینلاں	t͡ʃˈɛːnlã
چینی	t͡ʃˈiːniː
چیٹرجی	t͡ʃɛːʈˈəɾd͡ʒiː
چیچا	t͡ʃˈiːt͡ʃaː
چیچک	t͡ʃˈeːt͡ʃək
چیچی	t͡ʃˈiːt͡ʃiː
چیک	t͡ʃˈɛːkː
چیکو	t͡ʃˈiːkuː
ڈائر	ɖˈaːɪɾ
ڈائری	ɖˈaːɪɾiː
ڈائنا	ɖˈaːɪnaː
ڈائٹرچ	ɖˈiːʈɾɪt͡ʃ
ڈائینوسار	ɖaːɪnaːsˈɔːɾ
ڈابوسن	ɖaːbˈuːsʊn
ڈار	ɖˈaːɾ
ڈارٹماؤتھ	ɖaːɾəʈmaːˈuːt̪ʰ
ڈارک	ɖˈaːɾək
ڈالر	ɖˈaːləɾ
ڈالٹن	ɖˈaːlʈən
ڈالی	d̪ˈaːliː
ڈان	ɖˈɔːn
ڈانگے	ɖˈãŋɡeː
ڈانیگر	ɖaːnˈiːɡəɾ
ڈاٹ	ɖˈaːʈ
ڈاڈا	ɖˈaːɖaː
ڈاڈھ	ɖˈaː˥˩ɖ
ڈاڈھا	ɖˈaː˥˩ɖaː
ڈاک	ɖˈaːk
ڈاکنز	ɖˈoːkɪnəz
ڈاکٹر	ɖˈaːkʈəɾ
ڈب	ɖˈʊbː
ڈبئی	ɖˈʊbəiː
ڈبدا	ɖˈʊbːəd̪aː
ڈبدی	ɖˈʊbːəd̪iː
ڈبدے	ɖˈʊbːəd̪eː
ڈبروگڑھ	ɖɪbɾˈuːɡəɽ
ڈبلن	ɖˈəblɪn
ڈبلیو	ɖəbˈəljuː
ڈبنا	ɖˈʊbːəɳaː
ڈبو	ɖˈʊbːoː
ڈبی	ɖˈʊbːiː
ڈبیں	ɖˈʊbːẽ
ڈبے	ɖˈʊbːeː
ڈر	ɖˈəɾ
ڈرائیڈن	ɖəɾaːˈiːɖən
ڈراما	ɖəɾˈaːmaː
ڈرامہ	ɖəɾˈaːmaː
ڈراوا	ɖəɾˈaːʋaː
ڈربن	ɖˈəɾbən
ڈربی	ɖˈəɾbiː
ڈرنا	ɖˈəɾnaː
ڈرون	ɖɾˈoːn
ڈرونیڈالو	ɖəɾɔːniːɖˈaːloː
ڈروݨا	ɖəɾˈoːɳaː
ڈرپوک	ɖəɾpˈoːk
ڈرگ	ɖəɾˈɪ˥˩ɡ
ڈریک	ɖəɾˈeːk
ڈزرائیلی	ɖɪzɾˈaːɪliː
ڈزنی	ɖˈɪzniː
ڈسمونڈ	d̪eːsmˈə̃ɳɖ
ڈسنا	ɖˈəsːəɳaː
ڈسک	ɖˈɪsək
ڈسکا	ɖˈəskaː
ڈل	ɖˈɛːlː
ڈلی	d̪ˈiːliː
ڈماک	ɖəmˈaːk
ڈمرا	ɖˈəmɾaː
ڈمپل	ɖˈɪ̃mpəl
ڈن	ɖˈən
ڈند	ɖˈə̃n̪d̪
ڈنمارک	ɖɛːnːəmˈaːɾək
ڈنڈ	ɖˈə̃ɳɖ
ڈنڈا	ɖˈə̃ɳɖaː
ڈنڈز	ɖˈə̃ɳɖəz
ڈنڈوت	ɖə̃ɳɖˈoːt̪
ڈنگا	ɖˈɪ̃ŋɡaː
ڈنگانا	ɖˈə̃ŋɡaːʊɳaː
ڈنگر	ɖˈə̃ŋɡəɾ
ڈو	ɖˈuː
ڈوؤلنگو	ɖuːoːlˈɪ̃ŋɡoː
ڈوئچے	ɖˈɔːɪt͡ʃː
ڈورا	ɖˈoːɾaː
ڈورتھی	ɖoːɾˈoːt̪ʰiː
ڈورتھے	ɖˈoːɾt̪ʰeː
ڈورس	ɖˈoːɾɪs
ڈورسن	ɖˈɔːɾsən
ڈورسی	ɖˈoːɾsiː
ڈورو	ɖˈɔːɾuː
ڈول	ɖˈɔːl
ڈولا	ɖˈɔːɭaː
ڈولورس	ɖoːlˈoːɾəs
ڈولی	ɖˈɔːliː
ڈوم	ɖˈuːm
ڈوما	ɖɪˈuːmaː
ڈومنگو	d̪oːmˈɪ̃ŋɡoː
ڈومینیکا	ɖˈoːmɪnɪkaː
ڈونا	ɖˈoːnaː
ڈونلڈ	ɖˈɔːnləɖ
ڈونووان	ɖoːnoːʋˈaːn
ڈونی	ɖˈoːniː
ڈوپ	ɖˈoːp
ڈوپلر	ɖˈaːpləɾ
ڈوڈا	ɖˈoːɖaː
ڈوڈو	ɖˈoːɖoː
ڈوکمن	ɖuːkˈɔːmʊn
ڈوگ	ɖˈɔːɡ
ڈوگر	ɖˈoːɡəɾ
ڈوہرٹی	ɖoːɦˈəɾʈiː
ڈویلپمنٹ	ɖɪʋləpmˈɛ̃ɳʈ
ڈٹھا	ɖˈɪʈʰːaː
ڈپٹی	ɖˈɪpʈiː
ڈڈو	ɖˈəɖːuː
ڈک	ɖˈʊkː
ڈکشت	d̪ˈiːkʃɪt̪
ڈکشٹ	d̪ˈiːkʃɪt̪
ڈکنز	ɖˈɪknəz
ڈکنسن	ɖɪkˈənsən
ڈکوٹا	ɖəkˈoːʈaː
ڈگ	ɖˈəɡ
ڈگاں	ɖˈɪɡːã
ڈگدا	ɖˈɪɡːəd̪aː
ڈگدی	ɖˈɪɡːəd̪iː
ڈگدے	ɖˈɪɡːəd̪eː
ڈگر	ɖˈəɡəɾ
ڈگلس	ɖˈəɡləs
ڈگن	ɖˈɪɡːəɳ
ڈگنا	ɖˈɪɡːəɳaː
ڈگو	ɖˈɪɡːoː
ڈگی	ɖˈɪɡːiː
ڈگیں	ɖˈɪɡːẽ
ڈگے	ɖˈɪɡːeː
ڈھائی	ʈˈaː˨˩iː
ڈھائیاں	ʈˈaː˨˩iːã
ڈھائیو	ʈaː˨˩ˈiːʋ
ڈھائیں	ʈˈaː˨˩ĩ
ڈھابا	ʈˈaː˨˩baː
ڈھال	ʈˈaː˨˩l
ڈھان	ʈˈaː˨˩ɳ
ڈھاندا	ʈˈã˨˩n̪d̪aː
ڈھاندی	ʈˈã˨˩n̪d̪iː
ڈھاندے	ʈˈã˨˩n̪d̪eː
ڈھانچا	ʈˈã˨˩ɲt͡ʃaː
ڈھانڈا	ʈˈã˨˩ɳɖaː
ڈھاون	ʈˈaː˨˩ʋəɳ
ڈھاویں	ʈˈaː˨˩ʋẽ
ڈھاڈی	ʈˈaː˨˩ɖiː
ڈھاک	ʈˈaː˨˩k
ڈھاکا	ʈˈaː˨˩kaː
ڈھاکہ	ʈˈaː˨˩kaː
ڈھایا	ʈˈaː˨˩jaː
ڈھلا	ʈˈɪ˨˩lːaː
ڈھلوں	ʈˈɪ˨˩lːõ
ڈھنڈ	ʈˈə̃˨˩ɳɖ
ڈھول	ʈˈoː˨˩l
ڈھولا	ʈˈoː˨˩laː
ڈھونا	ʈˈoː˨˩ɳaː
ڈھونڈ	ʈˈũ˨˩ɳɖ
ڈھونڈئیے	ʈˈũ˨˩ɳɖəiːeː
ڈھونڈاں	ʈˈũ˨˩ɳɖã
ڈھونڈدا	ʈˈũ˨˩ɳɖəd̪aː
ڈھونڈدی	ʈˈũ˨˩ɳɖəd̪iː
ڈھونڈدے	ʈˈũ˨˩ɳɖəd̪eː
ڈھونڈن	ʈˈũ˨˩ɳɖəɳ
ڈھونڈنا	ʈˈũ˨˩ɳɖəɳaː
ڈھونڈو	ʈˈũ˨˩ɳɖoː
ڈھونڈی	ʈˈũ˨˩ɳɖiː
ڈھونڈیں	ʈˈũ˨˩ɳɖẽ
ڈھونڈے	ʈˈũ˨˩ɳɖeː
ڈھوکݨا	ʈˈuː˨˩kɳaː
ڈھٹھ	ʈˈə˨˩ʈʰː
ڈھٹھا	ʈˈə˨˩ʈʰːaː
ڈھڈ	ʈˈɪ˨˩ɖː
ڈھڈی	ʈˈɪ˨˩ɖːiː
ڈھک	ʈˈə˨˩kː
ڈھکلی	ʈˈə˨˩kːʊlːiː
ڈھکواں	ʈˈʊ˨˩kʋã
ڈھکی	ʈˈə˨˩kːiː
ڈھیؤ	ʈˈeː˨˩uː
ڈھیبر	ʈˈeː˨˩bəɾ
ڈھیر	ʈˈeː˨˩ɾ
ڈھیٹھ	ʈˈiː˨˩ʈʰ
ڈھیٹھا	ʈˈiː˨˩ʈʰaː
ڈی	ɖˈiː
ڈیئر	ɖˈiːəɾ
ڈیبٹ	ɖˈɛːbɪʈ
ڈیتھ	ɖˈɛːt̪ʰː
ڈیجی	ɖˈiːd͡ʒiː
ڈیجیٹل	ɖɪd͡ʒˈiːʈəl
ڈیرا	ɖˈeːɾaː
ڈیراک	ɖiːɾˈɛːk
ڈیرن	ɖˈɛːɾən
ڈیرک	ɖeːɾˈeːk
ڈیرہ	ɖˈeːɾaː
ڈیری	ɖˈeːəɾiː
ڈیزل	ɖˈiːzəl
ڈیزی	ɖˈeːziː
ڈیسائی	d̪eːsˈaːiː
ڈیسوزا	ɖiːsˈuːzaː
ڈیسپینا	ɖˈeːspɪnaː
ڈیش	d̪ˈaːʃ
ڈیلا	ɖˈeːlaː
ڈیلاویئر	ɖeːlaːʋˈeːəɾ
ڈیلس	ɖˈaːləs
ڈیلن	ɖˈɪlən
