# Persian (fa) abjad → IPA gold — the SHORT-VOWEL RESTORATION target. Fully-voweled human pronunciations
# from wikipron fas_arab BROAD (CC0/CC-BY-SA, Wiktionary), deduped; single-letter name citations dropped;
# homograph variants kept as extra tab fields (a word is credited if ANY variant matches). This is the
# data fa's restorer should train/lookup on (abjad↔IPA), vs the current Arabic-Tashkeela harakat silver.
آئین	ʔaːjiːn	ʔaːʔiːn
آئینه	ʔaːʔiːna
مقعدی	maqʔadiː
مقنعه	maqnaʔa
مقیاس	miqjaːs
مقید	muqajjad
مقیم	muqiːm
مل	mol	mul
ملا	mullaː
ملاطفت	mulaːtafat
ملاقات	mulaːqaːt
ملاقه	milaːqa
ملامت	malaːmat
ملایم	mulaːjim
ملبوس	malbuːs
ملت	millat
ملتفت	multafit
ملحق	mulhaq
ملخ	malax
ملس	malas
ملعقه	milʔaqa
ملل	milal
ملموس	malmuːs
مله	mælæ
ملک	malak	malik	milk	mulk
ملکه	malika
ملکوت	malakuːt
ملی	milliː
ملیح	maliːh
ملی‌گرا	milliːɡaraː
ملی‌گرایی	milliːɡaraːjiː
ممتاز	mumtaːz
ممد	mammad
ممرز	mamraz
مملکت	mamlakat
ممنوع	mamnuːʔ
ممنوعیت	mamnuːʔijjat
ممنون	mamnuːn
ممنونم	mamnuːnam
ممکن	mumkin
من	man
منابع	manaːbiʔ
منات	manaːt
مناجات	munaːd͡ʒaːt
منادی	manaːdiː
منازعه	munaːzaʔa
منازل	manaːzil
مناسب	munaːsib
مناسبت	munaːsabat
مناسک	manaːsik
مناظر	manaːzir
مناظره	munaːzara
منافع	manaːfiʔ
مناقشه	munaːqaʃa
منامه	manaːma
منبع	manbaʔ
منت	minnat
منتشر	muntaʃir
منتظر	muntazir
منتفی	muntafiː
منتقد	muntaqid
منتقل	muntaqil
منتها	muntahaː
منتو	mantuː
منجاء	mand͡ʒaːʔ
منجمد	mund͡ʒamid
منجنیق	mand͡ʒaniːq
منجی	mand͡ʒaː	mind͡ʒaː	mund͡ʒiː
منحرف	munharif
منحصر	munhasir
منخر	manxar
مندرج	mundarid͡ʒ
مندل	mandal
مندن	mundan
منزجر	munzad͡ʒir
منزل	manzil
منزلت	manzalat
منزه	munazzah
منزوی	munzawiː
منزی	manziː
منسجم	monsad͡ʒim
منسوخ	mansuːx
منش	maniʃ
منشأ	manʃaʔ
منشار	minʃaːr
منشور	manʃuːr
منشی	munʃiː
منصف	munsif
منصوب	mansuːb
منطبق	muntabiq
منطق	mantiq
منطقه	mintaqa
منطقی	mantiqiː
منظر	manzar
منظره	manzara
منظم	munazzam
منظور	manzuːr
منظومه	manzuːma
منع	manʔ
منفجر	munfad͡ʒir
منفرد	munfarid
منفعت	manfaʔat
منفعل	munfaʔil
منفور	manfuːr
منفک	munfakk
منفی	manfiː
منقاد	monqaːd
منقرض	munqariz
منقلب	munqalib
منهدم	munhadim
منو	minoː
منوچهر	manuːt͡ʃihr
منکوس	mankuːs
منگنه	manɡana
منگوش	manɡoːʃ
منی	maniː
منیر	muniːr
منیژه	maniːʒa
مه	ma	mah	me	meh	mih	mæ	mə
مهاجر	muhaːd͡ʒir
مهاجرت	muhaːd͡ʒarat	muhaːd͡ʒirat
مهاراجه	mahaːraːd͡ʒa
مهارت	mahaːrat
مهاچین	mahaːt͡ʃiːn
مهبل	mahbal	mahbil
مهبلی	mahbiliː
مهتاب	mahtaːb
مهتابی	mahtaːbiː
مهتر	mihtar
مهجور	mahd͡ʒuːr
مهد	mahd
مهدی	mahdiː
مهدیقلی	mahdiːquliː
مهر	mahr	mihr	muhr
مهران	mihraːn
مهراوه	mihraːwa
مهربان	mihrabaːn	mihrbaːn
مهربانی	mihrabaːniː
مهرداد	mihrdaːd
مهره	muhra
مهرگان	mihraɡaːn	mihrɡaːn
مهرگیاه	mihrɡijaːh
مهسا	mahsaː
مهلت	muhlat
مهلک	muhlik
مهم	muhimm
مهمات	muhimmaːt
مهمان	mihmaːn
مهمانخانه	mihmaːnxaːna
مهمانی	mihmaːniː
مهموز	mahmuːz
مهناز	mahnaːz
مهندس	muhandis
مهندسی	muhandisiː
مهوش	mahwaʃ
مهیب	muhiːb
مهین	mahiːn	mihiːn	muhiːn
مو	moː
مواجه	muwaːd͡ʒih
مواجهه	muwaːd͡ʒaha
موازی	muwaːziː
مواظب	muwaːzib
موافق	muwaːfiq
موافقت	muwaːfaqat
مواقع	mawaːqiʔ
موبد	moːbad
موت	mawt
موثق	muwassaq
موج	mawd͡ʒ
موجب	muːd͡ʒib
موجود	mawd͡ʒuːd
موج‌ها	mawd͡ʒhaː
موحش	muːhiʃ
موذی	muːðiː
مور	moːr
مورا	moːraː
مورخ	muʔarrix
مورد	mawrid	moːrd
مورچه	moːrt͡ʃa
موز	mawz	mewz	moːz
موزه	moːza
موزون	mawzuːn
موسم	mawsim
موسوم	mawsuːm
موسی	muːsaː
موسیقار	muːsiːqaːr
موسیقایی	muːsiːqaːjiː
موسیقی	muːsiːqiː
موسیقی‌دان	muːsiːqiːdaːn
موسیقی‌دانان	muːsiːqiːdaːnaːn
موسیقی‌دان‌ها	muːsiːqiːdaːnhaː
موسیقی‌شناس	muːsiːqiːʃinaːs
موسیقی‌شناسی	muːsiːqiːʃinaːsiː
موش	muːʃ
موشک	muːʃak
موضع	mawzaʔ	mawziʔ
موضع‌گیری	mawziʔɡiːriː
موضوع	mawzuːʔ
موظف	muwazzaf
موفق	muwaffaq
موفقیت	muwaffaqijjat
موقت	muwaqqat
موقع	mawqaʔ	mawqiʔ
موقوف	mauquːf
مولا	mawlaː
مولانا	mawlaːnaː
مولایی	mawlaːjiː
مولتان	muːltaːn
مولود	mawluːd
مولوی	mawlawiː
مولی	mawlaː
موم	moːm	muːm
مومیا	moːmijaː	muːmijaː
مومیاکاری	moːmijaːkaːriː
مومیایی	moːmijaːjiː
موهبت	mawhibat
موی	moːj
موی‌لب	moːjlab
مچ	mut͡ʃ
مژده	muʒda
مژدگانی	muʒdaɡaːniː
مژه	muʒa~miʒa
مک	mæk
مکار	makkaːr
مکاشفه	mukaːʃafa
مکافات	mukaːfaːt
مکالمه	mukaːlama
مکان	makaːn
مکتب	maktab
مکتوب	maktuːb
مکر	makr
مکرر	mukarrar
مکروه	makroːh	makruː
مکمل	mukammal	mukammil
مکه	makka
مکوک	makoːk
مکیدن	makiːdan
مگ	maɡ	maɡʱ
مگر	maɡar
مگس	maɡas
می	maj	mej
میان	mijaːn
میانجیگری	mijaːniːd͡ʒiːɡariː
میانگین	mijaːnɡiːn
میترا	miːtraː
میثاق	miːsaːq
میثم	majsam
میخ	meːx
میخانه	majxaːna
میخچه	meːxt͡ʃa
میخی	meːxiː
میدان	majdaːn
میدانی	majdaːniː
میده	majda	miːda
میر	miːr
میرآب	miːraːb
میراث	miːraːs
میرزا	mirzaː	miːrzaː
میرزاخانی	miɾzɒːxɒːniː	miːɾzɒːxɒːniː
میرنده	miːranda
میز	meːz	miːz
میزان	miːzaːn
میزبان	meːzbaːn	miːzbaːn
میسر	mujassar
میش	meːʃ
میشین	meːʃiːn
میعاد	miːʔaːd
میغ	meːɣ
میـ	meː
میقات	miːqaːt
میل	majl
میلاد	meːlaːd	miːlaːd
میلادی	miːlaːdiː
میله	miːla
میمون	majmuːn
مین	miːn
مینا	miːnaː
مینو	miːnoː	miːnuː
میهن	meːhan
میهن‌پرست	meːhanparast
میهن‌پرستی	meːhanparastiː
میو	mijaw
میوه	meːwa
میوه‌جات	meːwad͡ʒaːt
میوه‌فروش	meːwafuroːʃ
میکائیل	miːkaːʔiːl
میکده	majkada
می‌آیی	meːʔaːjiː
می‌آیید	meːʔaːjiːd
می‌بخشین	meːbaxʃeːn
می‌خواهم	meːxʷaːham
می‌خورد	meːxʷarad
می‌خورم	meːxʷaram
می‌دوم	meːdawam
می‌رود	meːrawad
می‌روی	meːrawiː
می‌رینی	miːriːniː
می‌گم	miːɡæm
نائب	naːʔib
نااهل	naːʔahl
نابرابری	naːbaraːbariː
نابه‌کار	naːbakaːr
نابود	naːbuːd
نابکار	naːbakaːr
نابینا	naːbeːnaː	naːbiːnaː
نابینایی	naːbiːnaːjiː
ناترون	naːtruːn
ناتمام	naːtamaːm
ناتوان	naːtuwaːn
ناتوانی	naːtawaːniː
ناحیه	naːhija
ناخدا	naːxudaː
ناخن	naːxun
ناخواسته	naːxʷaːsta
ناخوشایند	naːxʷaʃaːjand
نادار	naːdaːr
نادان	naːdaːn
نادر	naːdir
نار	naːr
ناراحت	naːraːhat
ناراضگی	naːraːzɡiː
ناراضی	naːraːziː
نارسنگ	naːrsanɡ
نارنج	naːrand͡ʒ
نارنجک	naːrand͡ʒak
نارنجی	naːrand͡ʒiː
نارنگ	naːranɡ
نارنگستان	naːraŋɡistaːn
نارنگی	naːraŋɡiː
ناروا	naːrawaː
نارون	naːrwan
نارگیل	naːrɡeːl	naːrɡiːl
نارگیله	naːrɡiːla
ناز	naːz
نازپرورده	naːzparwarda
نازک	naːzuk
نازی	naːziː
نازیدن	naːziːdan
ناس	naːs
ناسزا	naːsazaː
ناشتا	naːʃitaː	naːʃtaː
ناشناخت	naːʃinaːxt
ناشناس	naːʃinaːs
ناشنوا	naːʃinawaː
ناشی	naːʃiː
ناصح	naːsih
ناصره	naːsira
ناضل	naːzil
ناظر	naːzir
ناـ	naː
ناف	naːf
نافذ	naːfiz
نافرمان	naːfarmaːn
نافرمانی	naːfarmaːniː
نافع	naːfiʔ
نافه	naːfa
ناقص	naːqis
ناقوس	naːquːs
نالان	nɒːlɒːn
ناله	naːla
نالون	nɒːluːn
نام	naːm
نامبردار	naːmburdaːr
نامدار	naːmdaːr
نامرد	naːmard
نامزد	naːmzad
نامزدی	naːmzadiː
نامه	naːma
نامور	naːmwar
ناموس	naːmuːs
نامی	naːmiː
نامیدن	naːmiːdan
نان	naːn	nuːn
نانوا	naːnwaː
نانوائی	naːnwaːjiː
نانوشته	naːniwiʃta
ناهار	naːhaːr
ناهید	naːhiːd
ناو	naːw
ناوبری	naːwbariː
ناوخدا	naːwxudaː
ناودان	naːwdaːn
ناورد	naːward
ناپاز	naːpaːz
ناپدید	naːpadiːd
ناپسند	naːpasand
ناچار	naːt͡ʃaːr
ناچارا	naːt͡ʃaːran
ناچخ	naːt͡ʃax
ناچیز	naːt͡ʃiːz
ناژو	naːʒuː
ناک	naːk
ناکام	naːkaːm
ناکامی	naːkaːmiː
ناکجا	naːkud͡ʒaː
ناکجاآباد	naːkud͡ʒaːʔaːbaːd
ناگزیر	naːɡuziːr
ناگفته	naːɡufta
نای	naːj
نایاب	naːjaːb
نایب	naːjib	naːʔib
نبات	nabaːt
نباتی	nabaːtiː
نبرد	nabard
نبش	nabʃ
نبض	nabz
نبود	nabuːd
نبی	nabiː	nibiː	nubiː
نبید	nabiːd
نبیذ	nabiːð
نبیگ	nibeːɡ
نتایج	nataːjid͡ʒ
نتیجه	natiːd͡ʒa
نثر	nasr
نجات	nad͡ʒaːt
نجاح	nad͡ʒaːh
نجار	nadd͡ʒaːr
نجاری	nadd͡ʒaːriː
نجبا	nud͡ʒabaː
نجس	nad͡ʒas	nad͡ʒis
نجس‌تر	nædʒæstæɾ
نجس‌ترین	nædʒæstæɾiːn
نجف	nad͡ʒaf
نجوا	nad͡ʒwaː
نجوم	nud͡ʒuːm
نجومی	nud͡ʒuːmiː
نجیب	nad͡ʒiːb
نحو	nahw
نحوه	nahwa
نحیف	nahiːf
نخ	nax
نخبه	nuxba
نخجوان	naxd͡ʒawaːn	naxd͡ʒiwaːn	naxd͡ʒuwaːn
نخست	naxust	nuxust
نخستین	naxustiːn	nuxustiːn
نخست‌وزیر	naxustwaziːr	nuxustwaziːr
نخل	naxl
نخلستان	naxlistaːn
نخله	naxla
نخوت	naxwat
نخود	naxoːd
نخچیر	naxd͡ʒiːr	naxt͡ʃiːr
نخیر	naxajr
نخ‌ریسی	naxreːsiː
ندا	nidaː
ندارد	nadaːrad
ندارم	nadaːram
نذر	naðr
نذل	naðl
نر	nar
نرجس	nard͡ʒis
نرخ	narx	nirx
نردبان	nardabaːn	nardbaːn
نرده	narda
نرم	narm
نرمش	narmiʃ
نرگس	narɡis
نری	nariː
نریمان	nariːmaːn
نزار	nizaːr
نزاع	nizaːʔ
نزاکت	nazaːkat	nizaːkat
نزد	nazdi
نزدیک	nazdiːk
نزدیکی	nazdiːkiː
نزدیک‌تر	næzdiːktæɾ
نزدیک‌ترین	næzdiːktæɾiːn
نزع	nazʔ
نزم	nizm
نسبت	nisbat
نسبتا	nisbatan
نسبی	nasabiː	nisbiː
نسترن	nastaran
نستعلیق	nastaʔliːq
نستوه	nastoːh
نسخ	nasx
نسخه	nusxa
نسر	nasr
نسرین	nasriːn
نسل	nasl
نسک	nask
نسیان	nisjaːn
نسیم	nasiːm
نسیه	nasija	nasja	nisja
نشئه	naʃʔa
نشاط	niʃaːt
نشان	niʃaːn
نشاندن	niʃaːndan
نشانه	niʃaːna
نشانگر	niʃaːnɡar
نشانی	niʃaːniː
نشدنی	naʃudaniː
نشریه	naʃrijja
نشست	niʃast
نشستن	niʃastan
نشلیدن	neʃeliːdæn
نشور	nuʃuːr
نشیمن	niʃeːman
نصب	nasb
نصرالله	nasrullaːh
نصف	nisf
نصف‌النهار	nisfunnahaːr
نصوح	nasuːh
نصیب	nasiːb
نصیحت	nasiːhat
نطرون	natruːn
نظارت	nizaːrat
نظام	nizaːm
نظامی	nizaːmiː
نظامیه	nizaːmijja
نظر	nazar
نظرباز	nazarbaːz
نظریه	nazarijja
نظیر	naziːr
نعره	naʔra
نعش	naʔʃ
نعل	naʔl
نعلبند	naʔlband
نعناع	naʔnaːʔ
نعوظ	noʔuːz
نعیم	naʔiːm
نغز	naɣz
نغم	naɣim	naɣm
نغمه	naɣma
نغول	nuɣoːl
نفاست	nafaːsat
نفاق	nifaːq
نفت	naft
نفر	nafar
نفرت	nafrat
نفرین	nifriːn
نفس	nafas	nafs
نفع	nafʔ
نفوذ	nufuːð
نفی	nafj
نفیس	nafiːs
نقاب	niqaːb
نقاب‌دار	niqaːbdaːr
نقاش	naqqaːʃ
نقاشی	naqqaːʃiː
نقال	naqqaːl
نقالی	naqqaːliː
نقد	naqd
نقره	nuqra
نقره‌ای	nuqraiː
نقش	naqʃ
نقشبان	naqʃabaːn	naqʃibaːn
نقشبند	naqʃband
نقشبندی	naqʃbandiː
نقشه	naqʃa
نقص	naqs
نقصان	nuqsaːn
نقض	naqz
نقطه	nuqta
نقل	naql	nuql
نم	nam
نماز	namaːz
نمازخانه	namaːzxaːna
نمایان	nemɒːjɒːn	næmɒːjɒːn
نمایش	namaːjiʃ
نمایشگاه	namaːjiʃɡaːh
نماینده	namaːjanda	nimaːjanda	numaːjanda
نمایندگان	næmɒːjændeɡɒːn
نمایه	næmɒːje
نمد	namad
نمسا	namsaː
نمنگان	namanɡaːn
نمو	numuww
نمودار	namuːdaːr	nimuːdaːr	numuːdaːr
نمودن	namuːdan	nimuːdan	numuːdan
نمونه	namuːna	nimuːna	numuːna
نمک	namak
نمکدان	namakdaːn
نمکین	namakeːn	namakiːn
نمک‌گیر	namakɡiːr
نمی‌دانم	nameːdaːnam
ننه	nana
ننگ	nanɡ
نه	nuh
نهاد	nahaːd	nihaːd
نهادن	nihaːdan
نهادی	nahaːdiː
نهار	nahaːr
نهال	nihaːl
نهالی	nahaːliː
نهان	nahaːn	nihaːn
نهایت	nihaːjat
نهایی	nahaːjiː
نهج	nahd͡ʒ
نهر	nahr
نهره	nahra
نهضت	nahzat
نهفتن	nihuftan
نهم	nuhum
نهنگ	nahanɡ
نهور	nuhuːr
نهی	nahj
نو	naw
نوآوری	nawʔaːwariː
نوائی	nawaːʔiː
نواب	nawwaːb	nuwwaːb
نواختر	nawʔaxtar
نواختن	nawaːxtan
نوار	nawaːr
نوازده	nuwaːzdah
نوازش	nawaːziʃ
نوایی	nawaːjiː
نوبت	nawbat
نوبه	nawba	nuːba
نوبی	nuːbiː
نوتلا	nuːtelaː
نوجوان	nawd͡ʒawaːn
نوح	nuːh
نوحه	nawha
نود	nawad
نور	nuːr
نورائی	nuːraːʔiː
نورانی	nuːraːniː
نورایی	nuːraːjiː
نورد	naward
نورستان	nuːristaːn
نورسلطان	nuːrsultaːn
نوروز	nawroːz
نوروزی	nawroːziː
نوز	nuːz
نوزاد	nawzaːd
نوزده	nuwazdah	nuːzdah
نوزدهم	nuwazdahum	nuːzdahum
نوسان	nawasaːn
نوش	noːʃ
نوشابه	noːʃaːba
نوشتن	nawiʃtan	niwiʃtan
نوشته	nawiʃta
نوشیدن	noːʃiːdan
نوشیدنی	noːʃiːdaniː
نوشین	noːʃiːn
نوع	nawʔ
نول	noːl
نوم	nawm	noːm	nuːm
نومد	nowmad
نون	nuːn
نوه	nawa
نوچه	nawt͡ʃa
نوک	noːk	nwak
نوکر	nawkar
نوی	niwiː	nuwiː
نوید	nawiːd	nuweːd
نویدن	nawiːdan
نویس	nawiːs
نویسنده	nawiːsanda
نویسندگی	nawiːsandaɡiː
نویسه‌گردانی	niwiːsaɡardaːniː
نوین	nawiːn
نپی	nipiː	nupiː
نژاد	niʒaːd
نژادها	niʒaːdhaː
نژادپرست	niʒaːdparast
نژادی	niʒaːdiː
نک	nak	nuk
نکاح	nikaːh
نکبت	nakbat
نکته	nukta
نکره	nakara
نکهت	nakhat
نکونام	nakoːnaːm
نگار	niɡaːr
نگارخانه	niɡaːrxaːna
نگارش	niɡaːriʃ
نگاره	niɡaːra
نگاشت	niɡaːʃt
نگاشتن	niɡaːʃtan
نگال	niɡaːl
نگاه	niɡaːh
نگران	niɡaraːn
نگرانی	niɡaraːniː
نگریستن	niɡariːstan
نگهبان	niɡahbaːn
نگهدار	niɡahdaːr
نگهداری	niɡahdaːriː
نگون	niɡuːn
نگین	niɡiːn
نی	naj	neː
نیا	nijaː
نیابت	nijaːbat
نیابتی	nijaːbatiː
نیاز	nijaːz
نیازها	niːjɒːzhɒː
نیام	nijaːm
نیاکان	nijaːkaːn
نیایش	nijaːjiʃ
نیت	nijjat
نیرو	neːroː
نیرومند	neːroːmand
نیروگاه	niːruːɡaːh
نیز	niːz
نیزه	neːza
نیسان	najsaːn
نیست	neːst
نیستی	neːstiː
نیشتر	niːʃtar
نیشکر	najʃakar
نیفه	neːfa
نیل	najl	niːl
نیلوفر	niːluːfar
نیلی	niːliː
نیلی‌گاو	niːliːɡaːw
نیم	neːm	niːm
نیمرخ	niːmrux
نیمروز	niːmroːz
نیمه	neːma	niːma
نیو	neːw
نیوشا	nijoːʃaː
نیوشیدن	nijoːʃiːdan
نیک	neːk
نیکو	neːkoː
نیکوکاری	neːkoːkaːriː
نیکی	neːkiː
هارون	haːruːn
هاری	haːriː
هال	hâl
هاله	haːla
هالیوود	haːliːwuːd
هاماوران	haːmaːwaraːn
هامون	haːmuːn
هاون	haːwan
هجا	hid͡ʒaː
هجده	had͡ʒdah
هجر	had͡ʒr
هجران	hid͡ʒraːn
هجرت	hid͡ʒrat
هجو	had͡ʒw
هجوم	hud͡ʒuːm
هخامنشیان	haxaːmaniʃijaːn
هدایت	hidaːjat
هدر	hadar
هدف	hadaf
هدفمند	hadafmand
هدهد	hudhud
هدیه	hadijja	hadja
هر	har
هرآینه	haraːjina
هرات	haraːt
هراتی	haraːtiː
هراس	haraːs
هراسان	haraːsaːn
هرتز	heɾtz
هرج	hard͡ʒ
هرجا	hard͡ʒaː
هرجایی	hard͡ʒaːjiː
هرزه	harza
هرزگی	hazraɡiː
هرم	haram	hurm
هرمز	hurmuz
هرمزگان	hurmuzɡaːn
هروی	harawiː
هرچند	hart͡ʃand
هرچه	hart͡ʃi
هرکس	harkas
هرگز	harɡiz
هزار	hazaːr
هزاره	hazaːra
هزارگی	hazaːraɡiː
هزبر	hizabr
هزینه	hazeːna
هست	hast
هستم	hastam
هستن	hastan
هستی	hastiː
هسر	haʔsar
هشت	haʃt
هشتم	haʃtum
هشتن	hiʃtan
هشت‌پا	haʃtpaː
هشدار	huʃdaːr
هشیاری	huʃjaːriː
هفت	haft
هفتصد	haftsad
هفتم	haftum
هفته	hafta
هفته‌ها	haftahaː
هفتگی	haftaɡiː
هفت‌سین	haftsiːn
هفده	hafdah
هفدهم	hafdahum
هل	hil	hul
هلال	hilaːl
هلاک	halaːk
هلیدن	hiliːdan
هم	ham	hamm
هما	humaː
همان	hamaːn
هماهنگ	hamaːhanɡ
همایون	humaːjuːn
همبازی	hambaːziː
همبستر	hambistar
همت	himmat
همتا	hamtaː
همجنس‌گرا	hamd͡ʒinsɡaraː
همجنس‌گراهراس	hamd͡ʒinsɡaraːharaːs
همدان	hamadaːn
همدم	hamdam
همدیگر	hamdiːɡar
همراه	hamraːh
همراهی	hamraːhiː
همزبان	hamzabaːn
همزمان	hamzamaːn
همزه	hamza
همزه‌دار	hamzadaːr
همساده	homsɒːde	hæmsɒːde
همسایه	hamsaːja
همسده	hæmsedæ
همسر	hamsar
همسنگ	hamsanɡ
همشهری	hamʃahriː
همشیره	hamʃiːra
همنوع‌خواری	hamnawʔxʷaːriː
همه	hama	hamaji
همه‌خدایی	hamaxudaːjiː
همه‌گیر	hamaɡiːr
همو	hamoː
هموار	hamwaːr
همواره	hamwaːra
هموطن	hamwatan
همچنان	hamt͡ʃunaːn
همچنین	hamt͡ʃuniːn
همچو	hamt͡ʃu
همچون	hamt͡ʃuːn
همکار	hamkaːr
همکاری	hamkaːriː
همیاری	hamjaːriː
همیدون	hameːduːn	hamiːduːn
همیشه	hameːʃa
هم‌اتاقی	hamʔutaːqiː
هم‌اکنون	hamʔaknuːn
هم‌مرز	hammarz
هم‌معنی	hammaʔnaː	hammaʔniː
هنجار	hand͡ʒaːr
هند	hind
هندسه	handasa
هندو	hinduː
هندوآریایی	hinduʔaːrijaːjiː
هندوانه	hinduwaːna
هندوایرانی	hinduʔeːraːniː
هندوستان	hinduːstaːn
هندوستانی	hinduːstaːniː
هندوچین	hindut͡ʃiːn
هندوکش	hinduːkuʃ
هندوکوه	hinduːkoːh
هندی	hindiː	hundiː
هنر	hunar
هنرپیشه	hunarpeːʃa
هنوز	hanuːz
هنگ	hanɡ
هنگام	hanɡaːm
هوا	hawaː
هواسیدن	huwaːsiːdan
هواپیما	hawaːpajmaː
هوایی	hawaːjiː
هوتن	huːtæn
هود	huːd
هور	hoːr
هوس	hawas
هوش	hoːʃ
هوشمند	hoːʃmand
هوشنگ	hoːʃanɡ
هوشیار	hoːʃjaːr
هول	hawl
هولاکو	huːlaːkuː
هومن	huːman
هوو	hawoː
هوی	hawaː	huːj
هویت	huwijjat
هویج	hawiːd͡ʒ
هویدا	huwajdaː
هژیر	huʒiːr
هگرز	haɡriz
هی	heː
هیأت	hajʔat
هیئت	hajʔat
هیجان	hajad͡ʒaːn
هیربد	heːrbad	heːrbud
هیز	hiːz
هیزم	heːzum
هیس	hisː
هیل	heːl
هیمنه	hajmana
هین	hiːn
هیوا	hiːwaː
هیور	heːwar
هیولا	hajuːlaː
هیچ	heːt͡ʃ
هیچستان	heːt͡ʃistaːn
هیچ‌جا	heːt͡ʃd͡ʒaː
هیچ‌وقت	heːt͡ʃwaqt
هیچ‌کدام	heːt͡ʃkudaːm
هیچ‌کس	heːt͡ʃkas
هیکل	hajkal
وا	waː
وابسته	waːbasta
وابستگی	waːbastaɡiː
واتیکان	waːtiːkaːn
واج	waːd͡ʒ
واجب	waːd͡ʒib
واحد	waːhid
واحه	waːha
وادار	waːdaːr
واداشتن	waːdaːʃtan
وادی	waːdiː
وارث	waːris
وارد	waːrid
واردات	waːridaːt
وارون	waːruːn
وارونه	waːruːna
وارونی	waːruːniː
واز	waːz
واسط	waːsit
واسطه	waːsita
واش	waːʃ
واضح	waːzih
واضع	waːziʔ
واعظی	waːʔiziː
واقع	waːqiʔ
واقعا	waːqiʔan
واقعه	waːqiʔa
واقعی	waːqiʔiː
واقعیت	waːqiʔijjat
واقف	waːqif
والا	waʔillaː	waːlaː
والد	waːlid
والده	waːlida
والدین	waːlidajn
والله	wallaːh
واله	waːlih
والی	waːliː
وام	waːm
وانستن	waːnistan
واو	waːw
واویلا	waːwajlaː
واپس	waːpas
واپسین	waːpaseːn
واژه	waːʒa
واژه‌نامه	waːʒanaːma
واژه‌ها	waːʒahaː
واژگان	waːʒaɡaːn
واژگون	waːʒɡuːn
وای	waːj
وب	web
وبا	wabaː
وثوق	wusuːq
وثیقه	wasiːqa
وج	wad͡ʒ
وجدان	wid͡ʒdaːn	wud͡ʒdaːn
وجه	wad͡ʒh
وجود	wud͡ʒuːd
وجودی	wud͡ʒuːdiː
وجوه	wud͡ʒuːh
وحدت	wahdat
وحشت	wahʃat
وحشی	wahʃiː
وحی	wahj
وخامت	waxaːmat
وخیم	waxiːm
وداع	wadaːʔ	widaːʔ
ودیعه	wadiːʔa
ور	war
ورجاوند	ward͡ʒaːwand
ورد	ward	wird
وردک	wardak
ورز	warz
ورزش	warziʃ
ورزشگاه	warziʃɡaːh
ورزیدن	warziːdan
ورق	waraq
ورقه	waraqa
ورم	waram
وروجک	voɾuːd͡ʒækʲ	vuɾud͡ʒekʲ	vuɾuːd͡ʒækʲ
ورود	wuruːd
وزارت	wazaːrat	wizaːrat
وزرا	wuzaraː
وزغ	væzæɣ
وزن	wazn
وزوزی	wizwiziː
وزیدن	waziːdan
وزیر	waziːr
وزیرستان	waziːristaːn
وسط	wasat
وسع	wusʔ
وسعت	wusʔat
وسمه	wasma
وسناد	wasnaːd
وسوسه	waswasa
وسیع	wasiːʔ
وسیله	wasiːla
وش	waʃ
وشتن	waʃtan
وشق	waʃaq
وشم	waʃm	wuʃm
وصف	wasf
وصل	wasl
وصول	wusuːl
وصیت	wasijjat
وصیت‌نامه	wasijatnaːma	wasijjatnaːma	wasjatnaːma
وضع	wazʔ
وضعیت	wazʔijjat
وضو	wuzuː	wuðuː
وضوح	wuzuːh
وطن	watan
وطن‌فروش	watanfuroːʃ
وطن‌پرست	watanparast
وطن‌پرستی	watanparastiː
وظایف	wazaːjif
وظیفه	waziːfa
وعده	waʔda
وعظ	waʔz
وغا	waɣaː
وفا	wafaː
وفات	wafaːt
وفادار	wafaːdaːr
وفاداری	wafaːdaːriː
وفاق	wifaːq
وفق	wafq
وفور	wufuːr
وقاحت	waqaːhat
وقار	waqaːr
وقایع	waqaːjiʔ
وقت	waqt
وقتی	waqteː
وقع	waqʔ
وقفه	waqfa
وقوف	wuquːf
ول	wil	wul
ولایت	wilaːjat
ولع	walaʔ
ولی	waleː	waliː
ولیعهد	waliːʔahd
وند	wand
وندیداد	wandiːdaːd
ونوس	venuːs
وهران	wahraːn
وهله	wahla
وهم	wahm
وک	wak
وکالت	wikaːlat
وکیل	wakiːl
وگرنه	waɡarna
وی	waj	wiː
ویترین	wiːtriːn
ویدیدن	wiːdiːdan
ویدیو	wiːdijoː
ویر	wiːr
ویرا	weːraː
ویراستن	wiːraːstan
ویران	wajraːn	weːraːn	wiːraːn
ویرانه	wajraːna	weːraːna
ویرایش	wiːraːjiʃ
ویروس	wiːruːs
ویروسی	wiːruːsiː
ویس	wajs	wiːs
ویستا	vistɒ	wiːstaː
ویسی	wajsiː
ویم	wiːm
ویژه	weːʒa
ویژگی	weːʒaɡiː
ویژگی‌ها	viːʒeɡiːhɒː
ویکی	wiːkiː
ویکی‌واژه	wiːkiːwaːʒa
ویکی‌پدیا	wiːkiːpidijaː
يحتمل	jahtamil
پا	paː	pɒː
پائیزی	paːʔiːziː
پائین	paːʔiːn	paːʔiːni
پابرجا	paːbard͡ʒaː
پابرهنه	paːbarahna
پابند	paːband
پاتنگان	paːtinɡaːn
پاجامه	paːd͡ʒaːma
پاد	paːd
پاداش	paːdaːʃ
پادزهر	paːdzahr
پادشاه	paːdiʃaːh	paːdʃaːh
